,,Events of Default/Termination,,,,,,,,
,,"As of December 19, 2001",,,,,,,,
,,,,,,,,,,
Term,CP ID,Counterparty,Attorney Assigned,Enron Entity,Amount (if applicable),Early Termination Date,Nature of Default (if any),Contract Type(s),Comments,Margin (Posted by Enron/Posted to Enron)
Y,55947,"AES NewEnergy, Inc.",,ENA,5986623.4,2001-12-18 00:00:00,bankruptcy,financial confirmations (schedule attached) ,12/19 ltr calculates amount due,
Y,71593,"Bank One, NA",,ENA,4280274.8,2001-12-03 00:00:00,bankruptcy,ISDA (05/04/1993),12/12 ltr calculates amount due; Bank One will calculate amounts due,
Y,879,Central Hudson Gas & Electric Corporation,,ENA,,2001-12-04 00:00:00,bankruptcy,Master Agreement (05/19/1999) ** Financial,,
Y,27590,"Collins, Ted Jr.",,ENA,118275.57,2001-12-17 00:00:00,bankruptcy,Deal Nos. QO9582.1/2 and QR2708.1/2,12/18 ltr calculates amount due; Ted Collins will calculate amount due,
Y,75073,"Consolidated Edison Energy, Inc.",,ENA,,2001-12-05 00:00:00,Events of Default pursuant to Section 3 of Annex A,financial transactions,"CEE will calculate and net its Gains, Losses and Costs with respect to the termination",
Y,55134,Constellation Power Source,B. Bruce (Emissions); W. Gresham (Coal),ENA,,2001-12-03 00:00:00,bankruptcy,"ISDA (03/28/2001), agreements for SO2 Emission Allowances, Coal Sale & Purchase Agreement (10/08/2001), certain agreements for the sale and purchase of nat gas","12/12 ltr terminates Constellation Energy Group, Inc. Guaranty dated 11/15/2001; In event that Net Settlement and Termination Agreement (11/30/2001) is limited in bankruptcy court, setting this termination date; no outstanding transactions",
Y,61981,"Dynegy Marketing and Trade, and other Dynegy entities",,"ENA, and other Enron entities",,2001-12-20 00:00:00,sect. 2,"Master Netting, Setoff, and Security Agreement (11/08/2001)","Will need to determine all parties & contracts; Enron in default on all underlying Master Agreements, Underlying Master Agreements Close-Out shall occur on 12/20/2001",
Y,63727,Equiva Trading Company,,ENA,1845822.39,2001-12-03 00:00:00,bankruptcy,Confirmations (listed on attachment),12/19 ltr calculates amount due,
Y,86723,"Garden State Paper Company, LLC",,ENA,,*(12/14/2001),,ISDA (10/20/2000),,
Y,106,"Growmark, Inc.",,ENA,402405,2001-12-10 00:00:00,failure to make payments,various option contracts listed on attachment,Growmark's calculation is attached to letter,
Y,84273,"Grupo ISMA, S.A. de C.V.",,ENA,25606804.12,2001-12-07 00:00:00,Event of Default; failure to provide performance assurance,ISDA Master Agreement (02/22/01),12/18 ltr calculates amount due,
Y,1742,"Houston Exploration Company, The",,ENA,,2001-12-14 00:00:00,bankruptcy,ISDA (08/22/1994),,
Y,58177,LG&E Energy Marketing Inc.,,ENA,,2001-11-30 00:00:00,"sect. 5.A(2), (4), and (5)",Master Agreement (08/04/1995)  **Financial,"12/19 ltr - notes additional default under sect. 5.A(5), if for any reason the agreement did not terminate on 11/30, designates 12/20 as ET Date",
Y,79867,"Lin Pac, Inc.",,ENA,,2001-12-18 00:00:00,bankruptcy,"Commodity Swap Deal Nos. NL9979, Y93758.1, Y93720.1",Lin Pac exercising rights of setoff in calculation of amounts due,
Y,45492,MidAmerican Energy Company,,ENA,,2001-12-03 00:00:00,sect. 5,Master Agreement (11/25/96) **Financial,"MidAmerican is calculating gain, loss & costs",-11250000
Y,49333,Mieco Inc.,,ENA,,2001-12-13 00:00:00,bankruptcy,ISDA (02/01/2000),will exercise rights of setoff,3000000
Y,55979,Miles Kimball Company,,ENA,,2001-12-17 00:00:00,bankruptcy,ISDA (12/11/1997),Miles Kimball will calculate amount due,
Y,2275,NJR Energy Corporation,,ERMS,,2001-12-02 00:00:00,"bankruptcy, insolvency",Limited Master Agreement (8/25/94)  **Financial,NJR will notify Enron of calculations,
Y,2383,Northern Natural Gas Company,,RMT,,2001-12-14 00:00:00,bankruptcy,ISDA (11/27/2000),Northern will calculate amount due,
Y,85551,RWE Trading GmbH,,ENA,466500,2001-12-03 00:00:00,bankruptcy,financial confirmations,12/17 ltr requests payment from Enron Corp. as Guarantor,
Y,62200,Sanchez Oil & Gas Corporation,,ENA,,2001-12-18 00:00:00,insolvency,Master Agreement (06/17/1997) (financial),,
Y,66242,Sapient Energy Corp.,,ENA,,2001-12-13 00:00:00,insolvency,Master Agreement (financial) (07/27/1999),Sapient exercising rights of setoff and requests return of all collateral held by ENA,
Y,55970,Tembec Inc.,,ENA,11219000,2001-12-03 00:00:00,"credit downgrade, MAC",ISDA,,
Y,3120,Transwestern Pipeline Company,,RMT,,2001-12-14 00:00:00,"failure to pay or deliver, bankruptcy",ISDA (03/31/1997),Transwestern will calculate amount due,
Y,61429,UBS AG,,Enron Corp.,,,failure to make payments,ISDA (12/09/1997),UBS will make no further payments or deliveries,
"Y for ISDA, Coal to be reviewed",1946,"Western Resources, Inc.",,ENA,,2001-12-18 00:00:00,bankruptcy,ISDA (09/17/1999) and Coal Forward Contracts,,
