,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NG Storage Valuation Model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Curve Inputs,,,,,,,,Factor of Loadings,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Valuation Date,2000-02-12 00:00:00,,Contact:,,,,,,,,No. Month Out,Contract,NYMEX,Forward Price,NYMEX Vol,Omicron Vol,Season Sprd,Season Correl,Level,Steepness,Curvature,,,,,,,,,,,
,Price Curve Dt,2000-02-11 00:00:00,,Zimin Lu,,,,,,,*,1,2000-03-01 00:00:00,2.57,2.5749999999999997,0.44,0.55,0.02,0.8,0.017843,-0.01016,0.003935,,,,,,,,,,,
,Basis Location,IF-HEHUB,,x36388,,,,,,,*,2,2000-04-01 00:00:00,2.58,2.585,0.425,0.4,0,0.85,0.016071,-0.00612,-0.00081,,,,,,,,,,,
,,,,,,,,,,,*,3,2000-05-01 00:00:00,2.575,2.58,0.37,0.35,-0.01,0.9,0.015355,-0.00295,-0.00215,,,,,,,,,,,
,,,,,,,,,,,*,4,2000-06-01 00:00:00,2.59,2.5949999999999998,0.34,0.4,-0.01,0.9,0.010145,-0.00042,-0.00194,,,,,,,,,,,
,,,,,,CurvePts,,,,,*,5,2000-07-01 00:00:00,2.6069999999999998,2.6119999999999997,0.3375,0.4,-0.01,0.9,0.01174,0.001002,-0.00246,,,,,,,,,,,
,,,,Injection / Withdraw Curve,,5,,Simulation Inputs,,,*,6,2000-08-01 00:00:00,2.6239999999999997,2.6289999999999996,0.3375,0.55,-0.01,0.9,0.011762,0.00226,-0.00228,,,,,,,,,,,
,,,,,,,,,,,*,7,2000-09-01 00:00:00,2.634,2.639,0.3375,0.6,-0.01,0.9,0.009151,0.002538,-0.00129,,,,,,,,,,,
,Financial / Opeartion Inputs,,,W Gas,Injection Rate,Withdraw Rate,,nRun,2000,,*,8,2000-10-01 00:00:00,2.667,2.6719999999999997,0.34,0.6,0,0.85,0.010314,0.003397,-0.00093,,,,,,,,,,,
,,,,0,0.2,0.4,,Tsteps/Month,30,,*,9,2000-11-01 00:00:00,2.807,2.812,0.34,0.6,0.02,0.8,0.010773,0.004021,-0.00022,,,,,,,,,,,
,,,,1,0.2,0.4,,Vol Scale,0.6,,*,10,2000-12-01 00:00:00,2.9280000000000004,2.9330000000000003,0.3425,1.05,0.02,0.8,0.010012,0.00422,0.000332,,,,,,,,,,,
