New Power Buys,,,,,,,,,,,,
ENA Sells,,,,,,,,,,,,
,,,,,,,,,,,,
Term,Nom Vol,,,,,,Curved Prices,DF,PV Volume,PV Value,,
2001-07-01 00:00:00,10235,,,,,,5.348999999999999,0.9901058177522889,10133.733044694676,54205.338056071814,,
2001-08-01 00:00:00,14609,,,,,,5.388999999999999,0.986217201586458,14407.647097976565,77642.8102109957,,
2001-09-01 00:00:00,16531,,,,,,5.3839999999999995,0.9824153465508675,16240.308093832391,87437.81877719358,,
2001-10-01 00:00:00,34280,,,,,,5.402,0.9787956344450973,33553.11434877793,181253.9237120984,,
2001-11-01 00:00:00,66990,,,,,,5.537,0.9750463952471544,65318.35801760687,361667.74834348925,,
2001-12-01 00:00:00,104362,,,,,,5.664000000000001,0.9714797220266622,101385.56675014652,574247.85007283,,
2002-01-01 00:00:00,117253,,,,,,5.714,0.9677618923693054,113472.98516597817,648384.6372383994,,
2002-02-01 00:00:00,92669,,,,,,5.536,0.9639381404005004,89327.18353277397,494515.28803743667,,
2002-03-01 00:00:00,66019,,,,,,5.215999999999999,0.9604935962382976,63410.826730056164,330750.8722239729,,
2002-04-01 00:00:00,35370,,,,,,4.715999999999999,0.9566671018770873,33837.31539339258,159576.77939523937,,
2002-05-01 00:00:00,20299,,,,,,4.571,0.9529406562806505,19343.742381840926,88420.24642739487,,
2002-06-01 00:00:00,16089,,,,,,4.588,0.9490919702512388,15269.940709372182,70058.48797459957,,
2002-07-01 00:00:00,15072,,,,,,4.633,0.9453257020091542,14247.948980681973,66010.74762749959,,
2002-08-01 00:00:00,14681,,,,,,4.646,0.9413538446276579,13820.015792978646,64207.793374178786,,
2002-09-01 00:00:00,15954,,,,,,4.627999999999999,0.9373690151003956,14954.785266911711,69210.74621526738,,
2002-10-01 00:00:00,31225,,,,,,4.635999999999999,0.9334700257823149,29147.60155505278,135128.28080922467,,
2002-11-01 00:00:00,62272,,,,,,4.755999999999999,0.9293794084516976,57874.31452310411,275250.2398718831,,
2002-12-01 00:00:00,95546,,,,,,4.86,0.9254016467956779,88418.42574473984,429713.54911943566,,
2003-01-01 00:00:00,104217,,,,,,4.891,0.9212323188343831,96008.0685719629,469575.4633854705,,
2003-02-01 00:00:00,82738,,,,,,4.715,0.9169899141102568,75869.91151365443,357726.6327868806,,
2003-03-01 00:00:00,60685,,,,,,4.476,0.9131352372198911,55413.61187068909,248031.32673320436,,
2003-04-01 00:00:00,33983,,,,,,4.1659999999999995,0.9088630471356055,30885.89293080928,128670.62994975146,,
2003-05-01 00:00:00,20497,,,,,,4.1,0.9047372170770541,18544.39873842838,76032.03482755634,,
2003-06-01 00:00:00,15712,,,,,,4.12,0.9004531835573742,14147.920420053464,58289.43213062028,,
2003-07-01 00:00:00,12076,,,,,,4.145,0.89629490911759,10823.657322504017,44864.05960177915,,
2003-08-01 00:00:00,3718,,,,,,4.17,0.8919893294850415,3316.4163270253844,13829.456083695852,,
2003-09-01 00:00:00,2556,,,,,,4.16,0.8876653611739415,2268.8726631605946,9438.510278748074,,
2003-10-01 00:00:00,6333,,,,,,4.165,0.8834835624216877,5595.101400816548,23303.597334400925,,
2003-11-01 00:00:00,10979,,,,,,4.275,0.879171881284232,9652.428084619583,41264.13006174872,,
2003-12-01 00:00:00,16662,,,,,,4.395,0.8749856097734526,14579.010230045267,64074.74996104895,,
2004-01-01 00:00:00,18711,,,,,,4.435,0.8706472870122769,16290.681387286713,72249.17195261657,,
2004-02-01 00:00:00,15401,,,,,,4.315,0.866296829002032,13341.837463460295,57570.02865483118,,
2004-03-01 00:00:00,11335,,,,,,4.175,0.8622152972749711,9773.210394611799,40803.153397504255,,
2004-04-01 00:00:00,6494,,,,,,4.0329999999999995,0.8578878340060477,5571.123594035274,22468.34145474426,,
2004-05-01 00:00:00,3627,,,,,,4.055,0.8537408877909761,3096.51820001787,12556.381301072463,,
Total,1255180,,,,,,,,1179342.4742430989,5908430.257382884,5.009935948567366,strip price
