,,,,,,,,,,,,,
,,,,,,TABLE 1,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Quote for,Verde Valley Medical Center,,,,,,,,,,,,
2001-04-27 00:00:00,,,,,,FINAL,,,,,,,
Del Pt.:,Citizens City Gate,,,,,,,,,,,,
,,Rounded,San Juan,Citygate,Meter,NYMEX,,EPSJ,Fuel,Transport,Final Price,San Juan,City Gate
,Days/,Volume,Volumes ,Volumes,Volumes,,Basis,Price,Adj Price,to Gate,City Gate,payments,payments
Month,Month,MMBtu/day,MMBtu/Mo,MMBtu/Mo,MMBtu/Mo,$/MMBtu,$/MMBtu,$/MMBtu,*,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
2001-05-01 00:00:00,31,90,2790,2693.1870000000004,2628.5505120000003,,,4.37,4.52709002382679,0.6,5.127090023826789,12192.300000000001,13808.212200000002
2001-06-01 00:00:00,30,80,2400,2316.7200000000003,2261.1187200000004,4.88,-0.45,4.43,4.589246866259193,0.6,5.189246866259193,10632,12022.032
2001-07-01 00:00:00,31,90,2790,2693.1870000000004,2628.5505120000003,4.95,-0.45,4.5,4.661763182430333,0.6,5.261763182430332,12555,14170.9122
2001-08-01 00:00:00,31,80,2480,2393.944,2336.489344,5.01,-0.45,4.56,4.723920024862736,0.6,5.323920024862736,11308.8,12745.166399999998
2001-09-01 00:00:00,30,100,3000,2895.9,2826.3984,5.03,-0.43,4.6000000000000005,4.765357919817673,0.6,5.365357919817673,13800.000000000002,15537.539999999999
2001-10-01 00:00:00,31,120,3720,3590.916,3504.734016,5.06,-0.4,4.659999999999999,4.827514762250076,0.6,5.427514762250076,17335.199999999997,19489.749599999996
2001-11-01 00:00:00,30,150,4500,4343.85,4239.5976,5.22,-0.17,5.05,5.231534238060706,0.6,5.831534238060706,22725,25331.309999999998
2001-12-01 00:00:00,31,140,4340,4189.402,4088.856352,5.37,-0.17,5.2,5.386926344141718,0.6,5.986926344141717,22568,25081.6412
2001-01-01 00:00:00,31,110,3410,3291.6730000000002,3212.672848,5.43,-0.17,5.26,5.449083186574121,0.6,6.049083186574121,17936.6,19911.603799999997
2001-02-01 00:00:00,28,140,3920,3783.976,3693.160576,5.29,-0.17,5.12,5.304050554231845,0.6,5.904050554231844,20070.4,22340.7856
2001-03-01 00:00:00,31,140,4340,4189.402,4088.856352,5.07,-0.17,4.9,5.0761421319796955,0.6,5.676142131979695,21266,23779.6412
2001-04-01 00:00:00,30,120,3600,3475.0800000000004,3391.67808,4.63,-0.21,4.42,4.57888739252046,0.6,5.178887392520459,15912,17997.048
,,,,,,,,,,,,,
,,,41290,39857.237,,,,,,,,198301.3,222215.6422
,,,,,,,,,,,,,
,,,,,,,,Average San Juan Price,,,,4.802647130055703,
,,,,,,,,Average City gate Price,,,,,5.575289682021862
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,"* If pipeline tariff for fuel changes during term,",,,,
,,,,,,,,,this value will also change.,,,,
Approved:,Buyer:,,,,,,,,,,,,
,,,,,,,,,,,,,
,Seller:,,,,,,,,,,,,
