EnronOnline Transaction ID,Buy/Sell flag,Volume,Price, Transaction Time,User ID,Product Short Description,Country Code,Commodity,Catergory,Deal Type,Firmness,Index Description,Location,Start Time,End Time,Quote Currency,Unit of Mesure
401661,B,5000,0.875,2000-09-05 08:06:45,ADM18481,US Gas Basis     NGI SoCal               Oct00           USD/MM,US,Natural Gas,Financial,Basis,,SoCal NGI NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
403456,B,5000,-0.73,2000-09-05 10:21:01,ADM18481,US Gas Basis     NWPL RkyMtn             Oct00           USD/MM,US,Natural Gas,Financial,Basis,,NWPL Rky Mtn IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
403463,B,5000,-0.72,2000-09-05 10:21:44,ADM18481,US Gas Basis     NWPL RkyMtn             Oct00           USD/MM,US,Natural Gas,Financial,Basis,,NWPL Rky Mtn IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
404450,S,5000,-0.31,2000-09-05 15:59:58,ADM18481,US Gas Basis     EP SanJuan              Oct00           USD/MM,US,Natural Gas,Financial,Basis,,El Paso San Juan IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
404451,S,5000,-0.32,2000-09-05 16:00:08,ADM18481,US Gas Basis     EP SanJuan              Oct00           USD/MM,US,Natural Gas,Financial,Basis,,El Paso San Juan IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
404844,S,5000,-0.42,2000-09-06 08:12:07,ADM18481,US Gas Basis     EP SanJuan              Oct00           USD/MM,US,Natural Gas,Financial,Basis,,El Paso San Juan IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
404849,S,5000,-0.44,2000-09-06 08:12:40,ADM18481,US Gas Basis     EP SanJuan              Oct00           USD/MM,US,Natural Gas,Financial,Basis,,El Paso San Juan IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
404944,S,5000,-0.375,2000-09-06 08:23:22,ADM18481,US Gas Basis     EP SanJuan              Oct00           USD/MM,US,Natural Gas,Financial,Basis,,El Paso San Juan IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
405026,B,5000,0.9125,2000-09-06 08:32:07,ADM18481,US Gas Basis     NGI SoCal               Oct00           USD/MM,US,Natural Gas,Financial,Basis,,SoCal NGI NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
405289,B,5000,4.98,2000-09-06 09:00:33,ADM18481,US Gas Swap      Nymex                   Oct00           USD/MM,US,Natural Gas,Financial,Swap,,NYMEX NL1 (Nat Gas),,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
407255,S,5000,-0.53,2000-09-06 13:59:23,ADM18481,US Gas Basis     NWPL RkyMtn             Oct00           USD/MM,US,Natural Gas,Financial,Basis,,NWPL Rky Mtn IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
407263,S,5000,-0.54,2000-09-06 13:59:58,ADM18481,US Gas Basis     NWPL RkyMtn             Oct00           USD/MM,US,Natural Gas,Financial,Basis,,NWPL Rky Mtn IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
407411,S,10000,5.06,2000-09-06 15:58:54,ADM18481,US Gas Swap      Nymex                   Oct00           USD/MM,US,Natural Gas,Financial,Swap,,NYMEX NL1 (Nat Gas),,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
407805,B,5000,0.915,2000-09-07 08:05:11,ADM18481,US Gas Basis     NGI SoCal               Oct00           USD/MM,US,Natural Gas,Financial,Basis,,SoCal NGI NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
407806,B,5000,0.92,2000-09-07 08:05:26,ADM18481,US Gas Basis     NGI SoCal               Oct00           USD/MM,US,Natural Gas,Financial,Basis,,SoCal NGI NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
410199,S,5000,-0.545,2000-09-07 13:31:09,ADM18481,US Gas Basis     NWPL RkyMtn             Oct00           USD/MM,US,Natural Gas,Financial,Basis,,NWPL Rky Mtn IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
410200,S,5000,-0.415,2000-09-07 13:31:18,ADM18481,US Gas Basis     EP SanJuan              Oct00           USD/MM,US,Natural Gas,Financial,Basis,,El Paso San Juan IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
410206,S,5000,-0.565,2000-09-07 13:31:58,ADM18481,US Gas Basis     NWPL RkyMtn             Oct00           USD/MM,US,Natural Gas,Financial,Basis,,NWPL Rky Mtn IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
410336,S,5000,-0.61,2000-09-07 14:00:15,ADM18481,US Gas Basis     NWPL RkyMtn             Oct00           USD/MM,US,Natural Gas,Financial,Basis,,NWPL Rky Mtn IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
413553,B,5000,1.05,2000-09-11 07:59:03,ADM18481,US Gas Basis     NGI SoCal               Oct00           USD/MM,US,Natural Gas,Financial,Basis,,SoCal NGI NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
413637,S,15000,4.875,2000-09-11 08:18:38,ADM18481,US Gas Swap      Nymex                   Oct00           USD/MM,US,Natural Gas,Financial,Swap,,NYMEX NL1 (Nat Gas),,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
413672,B,5000,1.0625,2000-09-11 08:48:51,ADM18481,US Gas Basis     NGI SoCal               Oct00           USD/MM,US,Natural Gas,Financial,Basis,,SoCal NGI NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
416560,B,5000,-0.4125,2000-09-12 08:27:24,ADM18481,US Gas Basis     EP SanJuan              Oct00           USD/MM,US,Natural Gas,Financial,Basis,,El Paso San Juan IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
416571,B,5000,-0.545,2000-09-12 08:28:20,ADM18481,US Gas Basis     NWPL RkyMtn             Oct00           USD/MM,US,Natural Gas,Financial,Basis,,NWPL Rky Mtn IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
416611,B,5000,-0.41,2000-09-12 08:31:05,ADM18481,US Gas Basis     EP SanJuan              Oct00           USD/MM,US,Natural Gas,Financial,Basis,,El Paso San Juan IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
416636,B,5000,-0.535,2000-09-12 08:32:38,ADM18481,US Gas Basis     NWPL RkyMtn             Oct00           USD/MM,US,Natural Gas,Financial,Basis,,NWPL Rky Mtn IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
416684,B,5000,-0.51,2000-09-12 08:35:44,ADM18481,US Gas Basis     NWPL RkyMtn             Oct00           USD/MM,US,Natural Gas,Financial,Basis,,NWPL Rky Mtn IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
417840,B,5000,-0.385,2000-09-12 09:37:28,ADM18481,US Gas Basis     EP SanJuan              Oct00           USD/MM,US,Natural Gas,Financial,Basis,,El Paso San Juan IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
417850,B,5000,-0.49,2000-09-12 09:37:47,ADM18481,US Gas Basis     NWPL RkyMtn             Oct00           USD/MM,US,Natural Gas,Financial,Basis,,NWPL Rky Mtn IF NXL1,,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
418606,B,10000,5.005,2000-09-12 11:53:13,ADM18481,US Gas Swap      Nymex                   Oct00           USD/MM,US,Natural Gas,Financial,Swap,,NYMEX NL1 (Nat Gas),,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
418607,B,10000,5.01,2000-09-12 11:53:36,ADM18481,US Gas Swap      Nymex                   Oct00           USD/MM,US,Natural Gas,Financial,Swap,,NYMEX NL1 (Nat Gas),,2000-10-01 00:00:00,2000-10-31 00:00:00,United States Dollar,MMBtu
418725,B,5000,-0.565,2000-09-12 12:37:50,ADM18481,US Gas Basis     NWPL RkyMtn             Apr-Oct01       USD/MM,US,Natural Gas,Financial,Basis,,NWPL Rky Mtn IF NXL1,,2001-04-01 00:00:00,2001-10-31 00:00:00,United States Dollar,MMBtu
