,On-Peak,,Log Norm,10 STD,A. Vol.
1999-03-01 00:00:00,19.358125,,,,
1999-03-02 00:00:00,16.7825,,-0.14277555115392382,,
1999-03-03 00:00:00,17.110625,,0.01936293875218523,,
1999-03-04 00:00:00,24.0075,,0.3386666659470359,,
1999-03-05 00:00:00,16.94375,,-0.3484672472651521,,
1999-03-08 00:00:00,23.53625,,0.32864275156366235,,
1999-03-09 00:00:00,28.92625,,0.2062077015292433,,
1999-03-10 00:00:00,23.579375,,-0.2043770981129436,,
1999-03-11 00:00:00,24.38875,,0.03374957115717064,,
1999-03-12 00:00:00,21.304375,,-0.13520950971705822,,
1999-03-15 00:00:00,23.9475,,0.11695148358999653,,
1999-03-16 00:00:00,18.924375,,-0.2354131605958132,0.2318734465560768,3.6662411001526416
1999-03-17 00:00:00,17.0925,,-0.10181100287328468,0.22970629186589625,3.631975375838206
1999-03-18 00:00:00,22.85875,,0.29069420540089363,0.2458011940965681,3.886458124671445
1999-03-19 00:00:00,23.978125,,0.047807980177187306,0.22347232799608907,3.5334077524392655
1999-03-22 00:00:00,24.003125,,0.0010420738210168523,0.19155759425605517,3.0287915047576095
1999-03-23 00:00:00,20.1175,,-0.17659394716675897,0.172890294078045,2.7336355731147153
1999-03-24 00:00:00,17.413125,,-0.14436585082190537,0.16001666330146294,2.530085598064508
1999-03-25 00:00:00,18.3725,,0.05363074920464365,0.15326976739939208,2.4234078071315066
1999-03-26 00:00:00,18.83,,0.024596361248171758,0.152957280011856,2.418466947708058
1999-03-29 00:00:00,22.381875,,0.1728001368662145,0.1585556807351578,2.506985435407897
1999-03-30 00:00:00,21.338125,,-0.04775610068962244,0.15460056499043598,2.444449564593327
1999-03-31 00:00:00,16.62625,,-0.24951260716028426,0.15669610980214194,2.4775830373130243
,,,,,
Averages,Power $,,,,
5x16,20.94875,,,,
5x8,17.435597826086955,,,,
Wt 7x24,19.78940978260869,,,,
