Date,Hour1,Hour2,Hour3,Hour4,Hour5,Hour6,Hour7,Hour8,Hour9,Hour10,Hour11,Hour12,Hour13,Hour14,Hour15,Hour16,Hour17,Hour18,Hour19,Hour20,Hour21,Hour22,Hour23,Hour24,,Peak,16 Hours,Off Peak,24x7
2001-04-28 00:00:00,48776.9785909778,47181.5171620571,46543.9300124346,46603.7876742006,47710.2601529269,50139.937015119,52098.3220728438,54298.5780497086,56645.4297651975,57967.2328779449,57813.825144072,56919.5316805491,55771.1524539947,54516.2589607246,53521.0724070971,53222.3188941645,53247.5827888259,53628.3881999642,53890.091753423,55155.6076501709,56569.5704844333,54880.4928784614,52064.3389281159,48795.85274225,,,,,
2001-04-29 00:00:00,45861.1004380838,44588.565488393,43963.0926594603,44311.2328118774,45285.5963886494,47050.8607821497,47977.3912955739,49345.1475275986,51390.6313932613,52341.0168161621,52145.0173243542,51995.1656727001,51810.139865049,51138.9371806921,50646.5852109274,50877.6254229446,51439.1368687659,52187.4223449668,53015.6358327902,55063.2128501548,57192.649439809,55626.1455530823,52710.2654790368,49668.5688644766,,,,,
2001-04-30 00:00:00,47221.9105327394,46584.6250655838,46696.122068306,47415.4346035628,50018.3692019179,55412.8375186988,60823.2729129743,63359.6312019054,64274.2781465587,64886.1097381189,64942.7606506723,64661.9303496487,64666.5006223159,64505.9918802499,64029.0687257074,63726.4828015007,63373.8881843608,62888.1528833371,62831.9400794465,63980.3112524168,65282.4617063561,62440.8398472774,57581.6980579397,52849.0025880066,,,,,
2001-05-01 00:00:00,50917.6810927248,49495.6935807143,48986.0051121988,49194.5613851589,51403.2758741271,56546.684330469,61753.7356992857,64456.6422322419,65785.121614854,66978.3678774673,67668.2817033858,68125.1608082207,68739.6162626868,69169.3150210283,69117.988757354,69054.6499876363,68836.8755113903,68300.7612585416,67897.9394504821,68651.170211567,69711.2456106362,66670.9790324627,61476.8676543157,56359.016195246,,,,,
2001-05-02 00:00:00,51558.1909746531,49957.4263968331,49281.0489872377,49379.4874747358,51506.4034282128,56600.8819011918,61806.7655685118,64813.3109825837,66536.9051546864,68107.4332678558,69095.4083271547,69770.8008640246,70568.5085783642,71135.6355849883,71196.1486463424,71154.7140533821,70985.6665475448,70462.9527547056,69912.5978740279,70346.7693518277,71291.8820296529,68144.3772682879,62899.8516890373,57624.4572190948,,,,,
2001-05-03 00:00:00,53924.8529965954,52104.3609055896,51174.1626635151,51238.154520157,53280.1997761798,58204.4151482024,63350.019964444,66612.1991140654,68666.8396588744,70541.969022007,71689.0791114589,72473.5946273397,73314.495507919,73902.5792716037,73966.512845392,73886.4474745829,73595.7061136587,72916.5034415709,72312.8808137155,72798.2200280446,73691.2556568206,70508.8759055958,65158.1697366338,59701.2078602719,,,,,
2001-05-04 00:00:00,54011.0501470503,52158.5189441632,51216.2941975442,51203.5568227042,53165.8753697159,57911.4227491609,62951.4016038893,66292.4462855399,68446.2544146294,70361.630798234,71454.1159132437,72093.9244155509,72768.123843113,73131.7873259752,72929.6094239985,72479.8209923907,71791.5100372146,70620.572467462,69446.7165800803,69243.3509732299,69844.5340215145,67140.038621306,62508.477562382,57312.8923113556,,,,,
2001-05-05 00:00:00,48776.0517513159,46864.8814050405,45944.6509746359,45667.945442681,46596.8580736875,48672.3524332527,50498.6446727047,53080.0863231417,56155.2100085572,58458.3490505628,59242.080680517,59214.1635397164,58819.2776534843,58113.4183716769,57560.3638840267,57246.8217057965,57163.4846766762,56881.1644067584,56597.077591908,56950.6608790391,58078.0164872679,56155.857806591,52774.642536286,48893.5415923885,,,,,
2001-05-06 00:00:00,45389.7450699855,43828.8112058387,42987.042495814,42999.4373445037,43771.4805505906,45316.4628043976,46336.7901721254,48173.6694509759,50859.8176603572,52824.4734193952,53776.8826676144,54705.4922032347,55404.8660926259,55443.2114699804,55491.2033545644,55801.0564068512,56362.4155616849,56656.9455501317,57002.4356546424,58187.2088412356,60046.3294498003,58214.8234687073,54813.5243087286,51161.3213472229,,,,,
2001-05-07 00:00:00,46969.529467568,46015.6555121454,45891.1003188338,46417.8172013142,48837.8796992436,54042.9214341482,59423.8569707783,62715.4390891666,64547.9262992038,66046.362773689,66849.0818961654,67126.4575276949,67455.7440959599,67501.0581390605,67126.284232711,66698.4239110681,66383.16282208,65803.5708608936,65533.550799277,66172.1808823332,67422.289677246,64510.6927829642,59629.7345164934,54717.8157922909,,,,,
2001-05-08 00:00:00,51330.3866891674,49776.6022022873,49097.9220553883,49323.2538142622,51510.7565772975,56430.8987480602,61619.7852029109,64395.8668049957,65571.1162432366,66500.5729052971,66743.2084416197,66575.8846476249,66581.9019487241,66300.5722823452,65667.8727636506,65143.2971216291,64678.7926737496,63981.1010718143,63755.717570555,64445.6390677388,65881.57367734,63339.3700048795,58552.52421156,53760.4500124298,,,,,
2001-05-09 00:00:00,50722.9091027738,49275.2083464954,48673.3061976751,48984.8431389394,51250.2313751826,56199.9319968057,61364.5821244856,64126.6311964013,65294.61180679,66172.716165406,66446.8817507533,66400.6714933775,66596.3278932984,66581.7006599535,66205.6876484294,65935.8299686939,65628.8189972749,65094.6974847069,64840.7051881673,65438.3759028413,66840.1340980877,64246.3126562248,59348.4039255391,54418.4197919502,,,,,
2001-05-10 00:00:00,52214.1266322501,50621.7241000611,49919.7085682948,50135.6078633444,52320.0213239817,57150.1372365825,62261.931124724,65268.8695388812,66798.5252370208,68054.5343140892,68643.8577796248,68881.4965228963,69283.6265398194,69471.7985842882,69249.7362321479,69017.2048136922,68650.722350855,68035.6619369179,67677.3412350152,68263.4709957747,69489.0562376114,66863.6435924228,61779.0786812773,56651.9901376366,,,,,
2001-05-11 00:00:00,52754.3754497381,51022.642574181,50258.9777586503,50275.1750455307,52272.5368804318,56867.1820298396,61854.2105542549,65233.6085434418,67306.7338085629,69055.4456395728,70050.1731329664,70555.8011939715,71110.08485974,71365.7269230956,71080.5558890903,70555.4617549041,69856.5215449118,68746.967930206,67627.9273628191,67367.7028358764,68123.9301097901,65740.6106179457,61237.4299052683,56192.6650905891,,,,,
2001-05-12 00:00:00,48515.0591078133,46662.9841583095,45790.0828472627,45668.4249231625,46685.296489344,48589.0477015984,50297.766725092,52985.0622080658,56018.4523857668,57981.5264248073,58291.0542376635,57748.7105624954,56880.1629337659,55737.5738711972,54842.882477155,54367.6860075997,54235.1172832718,54082.7040793719,54035.2550126229,54501.9257720736,55899.0314545781,54447.6702875813,51328.6620537311,47739.6195127525,,,,,
2001-05-13 00:00:00,45570.4352321801,44146.7238860557,43383.1648238941,43685.6760507752,44635.0908244533,46022.0672314541,46813.2365721345,48600.2427385673,51073.8360286645,52343.201144544,52356.1397560915,52341.2680208163,52228.0285196984,51544.5283010359,51044.8995446281,51155.3547935129,51633.4675534769,52149.8118992558,52905.9630364933,54403.0268987676,56634.0653053987,55455.1437775691,52410.6729247552,49225.9923955938,,,,,
2001-05-14 00:00:00,47204.8343067953,46520.8843014755,46616.5872067457,47448.2581806155,50101.1523231908,55216.3588996988,60706.6161504155,63680.3382243247,64673.1676676852,65122.1770913478,64978.1764274238,64433.4768747666,64110.4937404333,63638.3046233385,62896.6464621273,62470.8653250623,62099.2301113374,61798.8581950732,62016.2656636716,63039.2547321399,64606.7570914457,62454.5947496171,57802.7014668823,53248.7630897181,,,,,
2001-05-15 00:00:00,51220.5263455866,49805.6895384242,49402.0016900777,49535.7428684481,51710.5176003267,56423.0809993465,61555.2665414438,64287.1411987246,65318.2665054932,66028.4049901515,66185.5236221455,65884.6444652436,65813.0096406966,65459.7294241724,64773.997129759,64192.2577974466,63666.4344179667,63032.9818487615,62778.4568829654,63411.2587901973,64803.1819124993,62594.0042290696,57822.9801390053,53168.7279865875,,,,,
2001-05-16 00:00:00,50358.8607931006,48914.5230666822,48420.918156077,48630.2033534931,50834.2791600399,55569.8690284928,60663.6053022346,63588.840086154,64893.494932493,65847.9038422293,66235.5290037033,66197.6058207097,66372.8870551115,66302.2943527193,65866.9154640139,65490.2739050149,65146.4531666536,64616.3289831612,64290.3614129571,64717.9535579691,66120.4198736881,63737.2544860775,58928.4377359695,54102.0447970041,,,,,
2001-05-17 00:00:00,51932.4601710491,50263.6586569818,49523.5117756089,49696.6080160593,51798.6851389366,56419.6921135502,61416.1776396628,64766.4651779934,66729.5959170269,68350.6963180584,69305.5372989589,69827.171823036,70416.628848745,70767.0331729506,70647.2738731959,70442.6709031462,70138.9918730841,69519.6133908304,69027.3806243537,69365.7548275565,70596.9288118809,67936.9644526724,62867.1980131599,57674.8166698216,,,,,
