Natural Gas Fixed Price Profit & Loss and Positions,Natural Gas Fixed Price Profit & Loss and Positions,Natural Gas Fixed Price Profit & Loss and Positions,Natural Gas Fixed Price Profit & Loss and Positions,Natural Gas Fixed Price Profit & Loss and Positions,Natural Gas Fixed Price Profit & Loss and Positions,Natural Gas Fixed Price Profit & Loss and Positions,Natural Gas Fixed Price Profit & Loss and Positions,Natural Gas Fixed Price Profit & Loss and Positions,Natural Gas Fixed Price Profit & Loss and Positions,Natural Gas Fixed Price Profit & Loss and Positions,Natural Gas Fixed Price Profit & Loss and Positions
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,2001-01-18 00:00:00,,2001-01-31 00:00:00,,2001-06-20 00:00:00,,2001-07-16 00:00:00,,2001-09-24 00:00:00
,,,,,,,,,,,
VAR,,,,,,,,,,,
,Current Day,,17123701,,19631913,,46603524,,28392686,,17858388
,Prior Day,,5483376,,14910830,,,,,,
,,,,,,,,,,,
P&L,,,-3569000,,-11978000,,35023000,,15281000,,13460000
,New Deals,,,,,,,,,,
,Curve Shift,,,,,,,,,,
,,,,,,,,,,,
NEW DEALS,,,0,,0,,0,,0,,0
,,,,,,,,,,,
CURVE SHIFT,,,,,,,,,,,
,each book,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,Total,,0,,0,,0,,0,,0
,,,,,,,,,,,
NET PRICE POSITION (Contracts),,,,,,,,,,,
,Current Day,,-1627,,14964,,-3884,,863,,-16031
,Prior Day,,3938,,14396,,-6687,,-5634,,-13630
