,,Y=Both Credit and Legal already approve; DW/PS = Weekes Provisional; WB/MT = Bradford/Taylor to look at,,,,,,
,,Name,S&P,E-Rating,Credit and Legal,Country,Notional Limit,Industry
,1.0,Fortum Power and Heat Oy,NR,4,Y,Finland,,Energy
,2.0,Heidelberger Zement AG,NR,3,Y,Germany,,Energy
,3.0,Den Norske Stats Oljeselskap A/S,AA+,1,Y,Norway,,Energy
,4.0,Norsk Hydro Produksjon ASA,NR,3,Y,Norway,,Energy
,5.0,Statkraft SF,,,Y,Norway,,Energy
,6.0,Birka Energi AB,BBB+,4,Y,Sweden,,Energy
,7.0,Sydkraft AB,NR,2,Y,Sweden,,Energy
,8.0,Vattenfall AB,NR,2,Y,Sweden,,Energy
,9.0,British Energy Generation Limited,NR,4,Y,UK,,Energy
,10.0,British Telecommunications plc,AA+,1,Y,UK,,Telecom
,11.0,Cable and Wireless plc,NR,3,Y,UK,,Telecom
,12.0,Centrica plc,NR,3,Y,UK,,Energy
,13.0,London Electricity plc,A+,3,Y,UK,,Energy
,14.0,Midlands Electricity plc,A-,3,Y,UK,,Energy
,15.0,National Grid Company plc,AA+,1,Y,UK,,Energy
,16.0,National Power plc,A-,3,Y,UK,,Energy
,17.0,Northern Electric plc,NR,3,Y,UK,,Energy
,18.0,Northumbrian Water Group Limited,A,2,Y,UK,,Energy
,19.0,Norweb plc,NR,2,Y,UK,,Energy
,20.0,PowerGen UK plc,A,2,Y,UK,,Energy
,21.0,Scottish and Southern Energy plc,NR,2,Y,UK,,Energy
,22.0,Scottish Power UK plc,A,2,Y,UK,,Energy
,23.0,Seeboard plc,BBB+,3,Y,UK,,Energy
,24.0,South Wales Electricity plc,A-,3,Y,UK,,Energy
,25.0,South Western Electricity plc,A-,3,Y,UK,,Energy
,26.0,United Utilities plc,A,3,Y,UK,,Energy
,27.0,Vodafone Airtouch plc,A,2,Y,UK,,Telecom
,28.0,Yorkshire Electricity Group plc,BBB+,4,Y,UK,,Energy
,29.0,AGL Resources Inc.,BBB+,3,Y,US,,Energy
,30.0,AT & T,AA-,2,Y,US,,Telecom
,31.0,Baltimore Gas and Electric Company,A+,3,Y,US,,Energy
,32.0,Bell Atlantic Corp,A+,4,Y,US,,Telecom
,33.0,BellSouth Corp.,AAA,2,Y,US,,Telecom
,34.0,Burlington Resources Inc.,A-,3,Y,US,,Energy
,35.0,Carolina Power & Light Company,A,3,Y,US,,Energy
,36.0,Central Illinois Light Company,BBB-,2,Y,US,,Energy
,37.0,Central Maine Power Company,A-,3,Y,US,,Energy
,38.0,Central Power and Light Company,A,3,Y,US,,Energy
,39.0,Cinergy Corp.,BBB+,5,Y,US,,Energy
,40.0,Cisco Systems Inc,A-,3,Y,US,,Telecom
,41.0,Citizens Utilities Company,A+,2,Y,US,,Energy
,42.0,Constellation Energy Group,A,3,Y,US,,Energy
,43.0,Cox Communications Inc,BBB+,4,Y,US,,Telecom
,44.0,"Dayton Power and Light Company, The",BBB+,2,Y,US,,Energy
,45.0,DPL Incorporated,BBB+,4,Y,US,,Energy
,46.0,DQE Inc,BBB+,4,Y,US,,Energy
,47.0,IDACORP Inc.,A,2,Y,US,,Energy
,48.0,Idaho Power Company,A+,2,Y,US,,Energy
,49.0,Lucent Technologies,A,3,Y,US,,Telecom
,50.0,MCI World Com,A-,3,Y,US,,Telecom
,51.0,New Jersey Natural Gas Company,A,3,Y,US,,Energy
,52.0,Niagara Mohawk Power Corporation,BBB,5,Y,US,,Energy
,53.0,Pennzoil-Quaker State Company,BBB-,5,Y,US,,Energy
,54.0,Piedmont Natural Gas Co,A,3,Y,US,,Energy
,55.0,San Diego Gas & Electric Company,AA-,2,Y,US,,Energy
,56.0,Sierra Pacific Power Company,BBB+,4,Y,US,,Energy
,57.0,Texas-New Mexico Power Company,BBB-,5,Y,US,,Energy
,58.0,The Peoples Gas Light & Coke Company,AA-,2,Y,US,,Energy
,59.0,Washington Gas Light Company,AA-,3,Y,US,,Energy
,60.0,Wisconsin Electric Power Company,AA+,2,Y,US,,Energy
,61.0,Wisconsin Gas Company,AA-,2,Y,US,,Energy
,62.0,Wisconsin Power And Light Company,AA-,2,Y,US,,Energy
,63.0,3Com,BBB,,WB,US,,Network Communications
,64.0,Air Products & Chemicals Inc.,A,,WB,US,,Chemicals
,65.0,Alltel Corp.,A,,WB,US,,Telecoms
,66.0,Ameritech Corp.,AA,,WB,US,,Telecoms
,67.0,Analog Devices Inc.,BBB+,,WB,US,,Semiconductors
,68.0,Applied Materials Inc.,A-,,WB,US,,"Scientific, Photo, Control Equip."
,69.0,Automatic Data Processing Inc.,AAA,,WB,US,,Computer and Data Services
,70.0,Avery Dennison Corp.,A,,WB,US,,Chemicals
,71.0,B.F. Goodrich Co.,A -,,WB,US,,Aerospace
,72.0,Boeing Co.,AA -,,WB,US,,Aerospace
,73.0,Cabot Corp.,BBB +,,WB,US,,Chemicals
,74.0,CBS Corp.,BBB-,,WB,US,,Entertainment
,75.0,CenturyTel Inc.,BBB+,,WB,US,,Telecoms
,76.0,Ceridian Corp.,BBB,,WB,US,,Computer and Data Services
,77.0,CK Witco Corp,BBB,,WB,US,,Chemicals
,78.0,"Clear Channel Communications, Inc.",BBB-,,WB,US,,Entertainment
,79.0,Coltec Industries Inc.,A -,,WB,US,,Aerospace
,80.0,Comdisco Inc.,BBB +,,WB,US,,Computer and Data Services
