HOURLY DEALS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TradersNews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cinergy hub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fax: 713-647-7552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phone: 713-647-8690 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
or 713-647-6603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note:,Email to:,tradersnewsindexes@ipgdirect.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No bal-day deals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No pre-scheduled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DATE:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PRICE ,VOLUME,TOTAL $,TOT VOL,RUN TOT,PRICE ,VOLUME,TOTAL $,TOT VOL,RUN TOT,PRICE ,VOLUME,TOTAL $,TOT VOL,RUN TOT,PRICE ,VOLUME,TOTAL $,TOT VOL,RUN TOT,PRICE ,VOLUME,TOTAL $,TOT VOL,RUN TOT,PRICE ,VOLUME,TOTAL $,TOT VOL,RUN TOT,PRICE ,VOLUME,TOTAL $,TOT VOL,RUN TOT,PRICE ,VOLUME,TOTAL $,TOT VOL,RUN TOT,PRICE ,VOLUME,TOTAL $,TOT VOL,RUN TOT,PRICE ,VOLUME,TOTAL $,TOT VOL,RUN TOT,PRICE ,VOLUME,TOTAL $,TOT VOL,RUN TOT,PRICE ,VOLUME,TOTAL $,TOT VOL,RUN TOT,PRICE ,VOLUME,TOTAL $,TOT VOL,RUN TOT,PRICE ,VOLUME,TOTAL $,TOT VOL,RUN TOT,PRICE ,VOLUME,TOTAL $,TOT VOL,RUN TOT,PRICE ,VOLUME,TOTAL $,TOT VOL,RUN TOT,WACOP,LOW,HIGH,Location
CINERGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEAK
PEAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hour Ending:,*Bid,*Ask,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,16,23,368,23,368,,,0,23,368,,,0,23,368,,,0,23,368,,,0,23,368,,,0,23,368,,,0,23,368,,,0,23,368,,,0,23,368,,,0,23,368,,,0,23,368,,,0,23,368,,,0,23,368,,,0,23,368,,,0,23,368,,,0,23,368,16,16,16,7
8,17,25,425,25,425,,,0,25,425,,,0,25,425,,,0,25,425,,,0,25,425,,,0,25,425,,,0,25,425,,,0,25,425,,,0,25,425,,,0,25,425,,,0,25,425,,,0,25,425,,,0,25,425,,,0,25,425,,,0,25,425,,,0,25,425,17,17,17,8
9,18,26,468,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,18,18,18,9
10,23,26,598,26,598,,,0,26,598,,,0,26,598,,,0,26,598,,,0,26,598,,,0,26,598,,,0,26,598,,,0,26,598,,,0,26,598,,,0,26,598,,,0,26,598,,,0,26,598,,,0,26,598,,,0,26,598,,,0,26,598,,,0,26,598,23,23,23,10
11,27,33,891,33,891,,,0,33,891,,,0,33,891,,,0,33,891,,,0,33,891,,,0,33,891,,,0,33,891,,,0,33,891,,,0,33,891,,,0,33,891,,,0,33,891,,,0,33,891,,,0,33,891,,,0,33,891,,,0,33,891,,,0,33,891,27,27,27,11
12,38,52,1976,52,1976,,,0,52,1976,,,0,52,1976,,,0,52,1976,,,0,52,1976,,,0,52,1976,,,0,52,1976,,,0,52,1976,,,0,52,1976,,,0,52,1976,,,0,52,1976,,,0,52,1976,,,0,52,1976,,,0,52,1976,,,0,52,1976,,,0,52,1976,38,38,38,12
13,48,55,2640,55,2640,,,0,55,2640,,,0,55,2640,,,0,55,2640,,,0,55,2640,,,0,55,2640,,,0,55,2640,,,0,55,2640,,,0,55,2640,,,0,55,2640,,,0,55,2640,,,0,55,2640,,,0,55,2640,,,0,55,2640,,,0,55,2640,,,0,55,2640,48,48,48,13
14,45,63,2835,63,2835,,,0,63,2835,,,0,63,2835,,,0,63,2835,,,0,63,2835,,,0,63,2835,,,0,63,2835,,,0,63,2835,,,0,63,2835,,,0,63,2835,,,0,63,2835,,,0,63,2835,,,0,63,2835,,,0,63,2835,,,0,63,2835,,,0,63,2835,45,45,45,14
15,50,63,3150,63,3150,,,0,63,3150,,,0,63,3150,,,0,63,3150,,,0,63,3150,,,0,63,3150,,,0,63,3150,,,0,63,3150,,,0,63,3150,,,0,63,3150,,,0,63,3150,,,0,63,3150,,,0,63,3150,,,0,63,3150,,,0,63,3150,,,0,63,3150,50,50,50,15
16,53,63,3339,63,3339,,,0,63,3339,,,0,63,3339,,,0,63,3339,,,0,63,3339,,,0,63,3339,,,0,63,3339,,,0,63,3339,,,0,63,3339,,,0,63,3339,,,0,63,3339,,,0,63,3339,,,0,63,3339,,,0,63,3339,,,0,63,3339,,,0,63,3339,53,53,53,16
17,47,61,2867,61,2867,,,0,61,2867,,,0,61,2867,,,0,61,2867,,,0,61,2867,,,0,61,2867,,,0,61,2867,,,0,61,2867,,,0,61,2867,,,0,61,2867,,,0,61,2867,,,0,61,2867,,,0,61,2867,,,0,61,2867,,,0,61,2867,,,0,61,2867,47,47,47,17
18,48,56,2688,56,2688,,,0,56,2688,,,0,56,2688,,,0,56,2688,,,0,56,2688,,,0,56,2688,,,0,56,2688,,,0,56,2688,,,0,56,2688,,,0,56,2688,,,0,56,2688,,,0,56,2688,,,0,56,2688,,,0,56,2688,,,0,56,2688,,,0,56,2688,48,48,48,18
19,45,55,2475,55,2475,,,0,55,2475,,,0,55,2475,,,0,55,2475,,,0,55,2475,,,0,55,2475,,,0,55,2475,,,0,55,2475,,,0,55,2475,,,0,55,2475,,,0,55,2475,,,0,55,2475,,,0,55,2475,,,0,55,2475,,,0,55,2475,,,0,55,2475,45,45,45,19
20,45,50,2250,50,2250,,,0,50,2250,,,0,50,2250,,,0,50,2250,,,0,50,2250,,,0,50,2250,,,0,50,2250,,,0,50,2250,,,0,50,2250,,,0,50,2250,,,0,50,2250,,,0,50,2250,,,0,50,2250,,,0,50,2250,,,0,50,2250,,,0,50,2250,45,45,45,20
21,35,42,1470,42,1470,,,0,42,1470,,,0,42,1470,,,0,42,1470,,,0,42,1470,,,0,42,1470,,,0,42,1470,,,0,42,1470,,,0,42,1470,,,0,42,1470,,,0,42,1470,,,0,42,1470,,,0,42,1470,,,0,42,1470,,,0,42,1470,,,0,42,1470,35,35,35,21
22,27,31,837,31,837,,,0,31,837,,,0,31,837,,,0,31,837,,,0,31,837,,,0,31,837,,,0,31,837,,,0,31,837,,,0,31,837,,,0,31,837,,,0,31,837,,,0,31,837,,,0,31,837,,,0,31,837,,,0,31,837,,,0,31,837,27,27,27,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724,29277,40.437845303867405,,,
AEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEAK
PEAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hour Ending:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,17,24,408,24,408,,,0,24,408,,,0,24,408,,,0,24,408,,,0,24,408,,,0,24,408,,,0,24,408,,,0,24,408,,,0,24,408,,,0,24,408,,,0,24,408,,,0,24,408,,,0,24,408,,,0,24,408,,,0,24,408,,,0,24,408,17,17,17,7
8,18,26,468,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,,,0,26,468,18,18,18,8
9,19,27,513,27,513,,,0,27,513,,,0,27,513,,,0,27,513,,,0,27,513,,,0,27,513,,,0,27,513,,,0,27,513,,,0,27,513,,,0,27,513,,,0,27,513,,,0,27,513,,,0,27,513,,,0,27,513,,,0,27,513,,,0,27,513,19,19,19,9
10,24,27,648,27,648,,,0,27,648,,,0,27,648,,,0,27,648,,,0,27,648,,,0,27,648,,,0,27,648,,,0,27,648,,,0,27,648,,,0,27,648,,,0,27,648,,,0,27,648,,,0,27,648,,,0,27,648,,,0,27,648,,,0,27,648,24,24,24,10
