,,,,
NX1:,6.016,,,
,,,,
,,,,
,,Volume,Price,
Michcon:,,,,
,,8288,6.06,50225.28
,,10000,6.0475,60475.0
,,10000,6.06,60599.99999999999
,,10000,6.11,61100.0
,,1615,6.0725,9807.0875
,,347,6.075,2108.025
,,5000,6.1175,30587.5
,,5000,6.13,30650.0
,,10000,6.016,60160.0
,,112,6.1075,684.04
,,5000,6.095,30475.0
,,5000,6.0535,30267.5
,,5000,6.115,30575.0
,,1879,6.1875,11626.3125
,,20000,6.051,121020.0
,,162,6.22,1007.64
,,2000,6.1975,12395.0
,,6000,6.255,37530.0
,,105403,6.084204292097946,641293.3849999999
,,,,
Consumers:,,,,
,,10000,6.155,61550.0
,,10000,6.19,61900.00000000001
,,3173,6.175,19593.274999999998
,,1200,6.1575,7389.0
,,10000,6.2225,62225.0
,,5500,6.105,33577.5
,,5000,6.1025,30512.5
,,10000,6.1225,61224.99999999999
,,5000,6.175,30875.0
,,10000,6.25,62500.0
,,2000,6.235,12470.0
,,5000,6.305,31525.0
,,5000,6.275,31375.0
,,1129,6.3425,7160.6825
,,1500,6.2775,9416.25
,,3000,6.3025,18907.5
,,5000,6.23,31150.000000000004
,,10000,6.091,60910.0
,,10000,6.086,60860.0
,,112502,6.178749777781729,695121.7075
,,,,
,,,,
ML7:,,10000,6.131,61310.0
,,688,6.1435,4226.728
,,1480,6.156,9110.88
,,637,6.176,3934.112
,,1425,6.196,8829.3
,,20000,6.181,123620.0
,,34230,6.165089687408706,211031.02000000002
