,,,,,,,,,,,,,
,,,, ,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,Firm,Volume,Firm,Volume,Non Firm,Volume,Non Firm,Volume,,Sunday & NERC,Volume
,DATE,,On Peak,MWHS,Off Peak,MWHS,On Peak,MWHS,Off Peak,MWHS,,,MWHS
,,,,,,,,,,,,,
,2000-10-31 00:00:00,,90.17,10400,82.54,5440,,,,,,,
,2000-10-30 00:00:00,,93.14,8416,86.42,4000,92.56,766,69.43,816,,,
,2000-10-29 00:00:00,,,,,,74.83,1810,76.87,1457,,86.85,10200
,2000-10-28 00:00:00,,88.63,12960,83.75,5000,80.77,650,70,410,,,
,2000-10-27 00:00:00,,88.73,13360,83.89,4560,85.35,720,73.95,885,,,
,2000-10-26 00:00:00,,97.34,12960,83.84,5000,90.52,1455,79.25,530,,,
,2000-10-25 00:00:00,,97.34,12960,83.84,5000,88.59,1313,77.5,100,,,
,2000-10-24 00:00:00,,97.34,12960,83.84,5000,99.67,2350,89.39,820,,,
,2000-10-23 00:00:00,,102.69,11760,94.26,3360,105.57,161,87.88,1650,,,
,2000-10-22 00:00:00,,100,800,89,400,91.9,800,86.13,1000,,93.62,8880
,2000-10-21 00:00:00,,98.16,14800,84.89,5760,91.8,1900,81.72,320,,,
,2000-10-20 00:00:00,,98.13,15200,84.89,5760,98.9,428,82.44,280,,,
,2000-10-19 00:00:00,,103.82,15440,85.66,4800,98.78,945,81.11,306,,,
,2000-10-18 00:00:00,,105.81,14800,85.87,4600,107.62,515,84.21,630,,,
,2000-10-17 00:00:00,,106.32,12832,84.88,3200,91.68,670,89.34,790,,,
,2000-10-16 00:00:00,,94.46,10400,87.47,5800,117.08,805,91.65,1212,,,
,2000-10-15 00:00:00,,90,0,80,0,85.41,368,79.93,675,,87.4,18600
,2000-10-14 00:00:00,,81.33,14000,76.5,5200,84.33,721,80.95,475,,,
,2000-10-13 00:00:00,,81.33,14000,76.52,5400,93.6,430,78.57,140,,,
,2000-10-12 00:00:00,,95.44,12400,77.18,6800,106.6,477,76,0,,,
,2000-10-11 00:00:00,,105.94,15360,77.51,5896,97.64,717,79,125,,,
,2000-10-10 00:00:00,,102,12800,73.02,5400,93.64,176,74.99,639,,,
,2000-10-09 00:00:00,,125.46,15600,99.14,2800,95.5,258,74.45,360,,,
,2000-10-08 00:00:00,,116.88,2560,90,0,80.84,418,74.15,469,,99.5,8400
,2000-10-07 00:00:00,,107.05,25360,77.06,6400,88.4,2027,75.41,292,,,
,2000-10-06 00:00:00,,107.02,24560,77.06,6400,103.59,675,85.72,559,,,
,2000-10-05 00:00:00,,122.71,12400,83.48,5400,107.14,2875,88.15,1854,,,
,2000-10-04 00:00:00,,123.09,11200,78.29,4800,124.02,1195,80.49,434,,,
,2000-10-03 00:00:00,,151.05,16400,87.14,4400,110,25,77.08,1406,,,
,2000-10-02 00:00:00,,131.51,15424,104.78,5000,104.71,260,75.69,1237,,,
,2000-10-01 00:00:00,,119,800,90,0,97.75,1410,89.77,959,,105.44,10800
,,,,,,,,,,,,,
