,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Close of Business:,,2001-10-19 00:00:00,,,,,
,,,,,,,
,Month,Underlying,Option,Bid,Offer,Bid Vol,Ask Vol
,,,,,,,
Cinergy Options,,,,,,,
Cin,Nov_01,23.1,ATM MTH Straddle,1.4,1.9,0.43,0.58
Cin,Nov_01,23.1,22MP,0.25,0.5,,
Cin,Nov_01,23.1,24MC,0.3,0.6,,
Cin,Nov_01,23.1,25MC,0.15,0.4,,
Cin,Nov_01,23.1,ATM Daily Straddle,4.25,5.25,0.95,1.05
Cin,Nov_01,23.1,20dp,0.8,1,,
Cin,Nov_01,23.1,25dp,3.4,3.7,,
Cin,Nov_01,23.1,30dc,0.5,1,,
Cin,Nov_01,23.1,35dc,0.2,0.8,,
,,,,,,,
,,,,,,,
Cin,Dec_01,26.15,ATM MTH Straddle,3.4,3.6,0.49,0.51
Cin,Dec_01,26.15,25MP,1.05,1.25,,
Cin,Dec_01,26.15,26MC,1.7,1.95,,
Cin,Dec_01,26.15,27MC,1.45,1.65,,
Cin,Dec_01,26.15,ATM Daily Straddle,6.5,8,0.8,1
Cin,Dec_01,26.15,20dp,0.5,1,,
Cin,Dec_01,26.15,25dc,4,4.5,,
Cin,Dec_01,26.15,30dc,2,2.75,,
Cin,Dec_01,26.15,35dc,1.25,1.75,,
Cin,Dec_01,26.15,40dc,0.75,1.25,,
,,,,,,,
,,,,,,,
Cin,Jan-Dec_02,32.3,ATM 1x Straddle,3.2,3.7,0.31,0.35
Cin,Jan-Dec_02,32.3,30 1xP,0.6,0.8,,
Cin,Jan-Dec_02,32.3,33 1xC,1.3,1.6,,
Cin,Jan-Dec_02,32.3,35 1xC,0.7,1,,
Cin,Jan-Dec_02,32.3,43 1xC,0.1,0.2,,
,,,,,,,
,,,,,,,
Cin,Jan-Feb_02,28.5,ATM Mth Straddle,5.4,6,0.51,0.55
Cin,Jan-Feb_02,28.5,28MP,2.6,2.8,,
Cin,Jan-Feb_02,28.5,30MC,2.15,2.45,,
Cin,Jan-Feb_02,28.5,32MC,1.7,2,,
Cin,Jan-Feb_02,28.5,35MC,1.2,1.45,,
Cin,Jan-Feb_02,28.5,40MC,0.6,0.8,,
Cin,Jan-Feb_02,28.5,ATM daily Straddle,9.75,11,0.85,0.95
Cin,Jan-Feb_02,28.5,20,0.75,1.25,,
Cin,Jan-Feb_02,28.5,25,3,3.5,,
Cin,Jan-Feb_02,28.5,35 mc,0.75,1,,
Cin,Jan-Feb_02,28.5,40,2,3,,
Cin,Jan-Feb_02,28.5,50,1.5,2.5,,
,,,,,,,
,,,,,,,
Cin,Mar-Apr_02,26.45,ATM Mth Straddle,4.7,5.5,0.36,0.42
Cin,Mar-Apr_02,26.45,25MP,1.5,2,,
Cin,Mar-Apr_02,26.45,30MC,1.25,1.75,,
Cin,Mar-Apr_02,26.45,35MC,0.5,0.8,,
Cin,Mar-Apr_02,26.45,ATM daily Straddle,7,10,0.5,0.75
