EXHIBIT B,EXHIBIT B,EXHIBIT B,EXHIBIT B,EXHIBIT B
,,,,
JANUARY,,,,
,,,,
Heat Rate,12400,,,
Avg. Load Factor,0.85,,,
Days in Month,31,,,
Monthly MMBtu @ 85%,62734.08,,,
,,,,
Load Factor,Proposed Monthly Gas Nomination,,Load Factor,Proposed Monthly Gas Nomination
0.01,4182.272,,0.5100000000000002,62734.08
0.02,8364.544,,0.5200000000000002,62734.08
0.03,12546.816,,0.5300000000000002,62734.08
0.04,16729.088,,0.5400000000000003,62734.08
0.05,20911.36,,0.5500000000000003,62734.08
0.060000000000000005,25093.632,,0.5600000000000003,62734.08
0.07,29275.904000000002,,0.5700000000000003,62734.08
0.08,33458.176,,0.5800000000000003,62734.08
0.09,37640.448,,0.5900000000000003,62734.08
0.09999999999999999,41822.72,,0.6000000000000003,62734.08
0.10999999999999999,46004.992,,0.6100000000000003,62734.08
0.11999999999999998,50187.263999999996,,0.6200000000000003,62734.08
0.12999999999999998,54369.53599999999,,0.6300000000000003,62734.08
0.13999999999999999,58551.808,,0.6400000000000003,62734.08
0.15,62734.08,,0.6500000000000004,62734.08
0.16,62734.08,,0.6600000000000004,62734.08
0.17,62734.08,,0.6700000000000004,62734.08
0.18000000000000002,62734.08,,0.6800000000000004,62734.08
0.19000000000000003,62734.08,,0.6900000000000004,62734.08
0.20000000000000004,62734.08,,0.7000000000000004,62734.08
0.21000000000000005,62734.08,,0.7100000000000004,62734.08
0.22000000000000006,62734.08,,0.7200000000000004,62734.08
0.23000000000000007,62734.08,,0.7300000000000004,62734.08
0.24000000000000007,62734.08,,0.7400000000000004,62734.08
0.25000000000000006,62734.08,,0.7500000000000004,62734.08
0.26000000000000006,62734.08,,0.7600000000000005,62734.08
0.2700000000000001,62734.08,,0.7700000000000005,62734.08
0.2800000000000001,62734.08,,0.7800000000000005,62734.08
0.2900000000000001,62734.08,,0.7900000000000005,62734.08
0.3000000000000001,62734.08,,0.8000000000000005,62734.08
0.3100000000000001,62734.08,,0.8100000000000005,62734.08
0.3200000000000001,62734.08,,0.8200000000000005,62734.08
0.3300000000000001,62734.08,,0.8300000000000005,62734.08
0.34000000000000014,62734.08,,0.8400000000000005,62734.08
0.35000000000000014,62734.08,,0.8500000000000005,62734.08000000004
0.36000000000000015,62734.08,,0.8600000000000005,63472.12800000004
0.37000000000000016,62734.08,,0.8700000000000006,64210.176000000036
0.38000000000000017,62734.08,,0.8800000000000006,64948.224000000046
0.3900000000000002,62734.08,,0.8900000000000006,65686.27200000004
0.4000000000000002,62734.08,,0.9000000000000006,66424.32000000005
0.4100000000000002,62734.08,,0.9100000000000006,67162.36800000005
0.4200000000000002,62734.08,,0.9200000000000006,67900.41600000004
0.4300000000000002,62734.08,,0.9300000000000006,68638.46400000005
0.4400000000000002,62734.08,,0.9400000000000006,69376.51200000005
0.45000000000000023,62734.08,,0.9500000000000006,70114.56000000004
0.46000000000000024,62734.08,,0.9600000000000006,70852.60800000005
0.47000000000000025,62734.08,,0.9700000000000006,71590.65600000005
0.48000000000000026,62734.08,,0.9800000000000006,72328.70400000004
0.49000000000000027,62734.08,,0.9900000000000007,73066.75200000005
0.5000000000000002,62734.08,,1.0000000000000007,73804.80000000005
