Florida Gas Transmission ,Florida Gas Transmission ,Florida Gas Transmission ,Florida Gas Transmission ,Florida Gas Transmission 
Summary of Cash In/Out Statistics,Summary of Cash In/Out Statistics,Summary of Cash In/Out Statistics,Summary of Cash In/Out Statistics,Summary of Cash In/Out Statistics
for  Majority Due Shippers  vs  Minority Due Shippers,for  Majority Due Shippers  vs  Minority Due Shippers,for  Majority Due Shippers  vs  Minority Due Shippers,for  Majority Due Shippers  vs  Minority Due Shippers,for  Majority Due Shippers  vs  Minority Due Shippers
and Majority Due FGT vs Minority Due FGT,and Majority Due FGT vs Minority Due FGT,and Majority Due FGT vs Minority Due FGT,and Majority Due FGT vs Minority Due FGT,and Majority Due FGT vs Minority Due FGT
,,,,
Based on the NUMBER of shippers due FGT or due shipper ,Based on the NUMBER of shippers due FGT or due shipper ,Based on the NUMBER of shippers due FGT or due shipper ,Based on the NUMBER of shippers due FGT or due shipper ,Based on the NUMBER of shippers due FGT or due shipper 
,,,,
,Majority,Majority,Minority,Minority
Prod. Month,Due Shippers,Due FGT,Due Shippers,Due FGT
,,,,
2000-08-01 00:00:00,26,,,20
2000-09-01 00:00:00,28,,,26
2000-10-01 00:00:00,,26,19,
2000-11-01 00:00:00,22,,,14
2000-12-01 00:00:00,21,,,19
2001-01-01 00:00:00,26,,,15
2001-02-01 00:00:00,22,,,17
2001-03-01 00:00:00,,34,4,
2001-04-01 00:00:00,,21,18,
2001-05-01 00:00:00,,21,19,
2001-06-01 00:00:00,27,,,18
2001-07-01 00:00:00, ,24,14,
,,,,
"*Oct 00, Nov 00, and April 01 were the only months having imbalance ",,,,
volume greater on the Minority numbers of shippers than on the Majority,,,,
numbers of shippers.,,,,
