,,,,,,,,,,,
,,,,,,,,,,,
,Data,,,,,PAC INVOICE,,,,,
Act Date,Sum of Gross MW,Average of Price,Sum of Total Amt,,,Path,,,MW's,,$
2001-07-01 00:00:00,-852,1.4316666920979817,-3526.68,,,MDGT/REDB,,,,,
2001-07-02 00:00:00,-721,3.2135294476677387,-2768.24,,,,HOURLY,,2430,NF,14191.2
2001-07-03 00:00:00,-612,1.2414285714285715,-3545.88,,,,DAILY,,4440,NF,37665
2001-07-04 00:00:00,-702,2.1725,-3377.28,,,,,SUB TOTAL,6870,,51856.2
2001-07-05 00:00:00,-612,1.4483333333333335,-2851.68,,,PACW/BPAT,,,,,
2001-07-06 00:00:00,-548,1.959,-2458.72,,,,HOURLY,,4136,NF,24154.2
2001-07-07 00:00:00,-548,1.959,-2458.72,,,,DAILY,,7440,F,20250
2001-07-08 00:00:00,-852,1.718,-3176.28,,,,,SUB TOTAL,11576,,44404.24
2001-07-09 00:00:00,-612,1.4316666666666666,-3176.28,,,,,,,,
2001-07-10 00:00:00,-548,1.959,-2802.52,,,,,TOTAL,18446,,96260.44
2001-07-11 00:00:00,-548,1.959,-2802.52,,,,,,,,
2001-07-12 00:00:00,-548,1.375,-2055,,,,,,,,
2001-07-13 00:00:00,-548,1.959,-2802.52,,,,,,,,
2001-07-14 00:00:00,-548,1.959,-2802.52,,,,,,,,
2001-07-15 00:00:00,-660,0.55,-2410.8,,,,,,,,
2001-07-16 00:00:00,-548,1.959,-1763.32,,,,,,,,
2001-07-17 00:00:00,-420,1.75,-1010.4,,,,,,,,
2001-07-18 00:00:00,-420,1.65,-1010.4,,,,,,,,
2001-07-19 00:00:00,-420,1.5277777777777777,-1010.4,,,,,,,,
2001-07-20 00:00:00,-420,1.5277777777777777,-1010.4,,,,,,,,
2001-07-21 00:00:00,-420,1.5277777777777777,-1010.4,,,,,,,,
2001-07-22 00:00:00,-660,1.5277777777777777,-2410.8,,,,,,,,
2001-07-23 00:00:00,-548,1.959,-1763.32,,,,,,,,
2001-07-24 00:00:00,-548,1.780909090909091,-3152.92,,,,,,,,
2001-07-25 00:00:00,-548,1.8616666666666666,-3152.92,,,,,,,,
2001-07-26 00:00:00,-548,1.780909090909091,-3152.92,,,,,,,,
2001-07-27 00:00:00,-548,1.780909090909091,-3152.92,,,,,,,,
2001-07-28 00:00:00,-548,1.780909090909091,-3152.92,,,,,,,,
2001-07-29 00:00:00,-660,0.55,-30859.01,,,,,,,,
2001-07-30 00:00:00,-548,1.959,-1757.92,,,,,,,,
2001-07-31 00:00:00,-550,1.3992857142857142,-26288.35,,,,,,,,
Grand Total,-17813,1.7814930582046502,-128674.96,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,ST W SERV,ST W HOURLY,ST SW,,,,,,,
EPMI MW,,10648,165,6870,,,,,,,
EPMI $,,39252.32,963.6,67560,,,,,,,
,,,,,,,,,,,
PAC MW,,11411,165,6870,,,,,,,
PAC $,,43440.64,963.6,51856.2,,,,,,,
,,,,,,,,,,,
VARIANCE,,4188.32,0,-15703.800000000003,,,,,,,
LOSSES,,20052.156620499998,289.9488075,12072.413985,,,,,,,
ANCILLARY,,0,0,0,,,,,,,
,,,,,,,,,,,
TOTAL ANNUITY,,24240.476620499998,289.9488075,-3631.3860150000037,,,,,,,
,,,,,,,,,,,
Deal numbers truing up transmission,,740406.1,741715.1,Adjusted price of deal 700182 to reflect true up. ,,,,,,,
