,,,,,,,,,
Train Derailment Oct/Nov 2000,,,,,,,,,
Volume Information - Daily,,,,,,,,,
(000) MMBtu,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Date,,West,,Ignacio,,San Juan,,East,
,,,,,,,,,
2000-10-01 00:00:00,,1077.375,,643.1220000000001,,452.692,,369.452,
2000-10-02 00:00:00,,1093.504,,630.6210000000001,,472.44399999999996,,322.379,
2000-10-03 00:00:00,,1131.733,,590.153,,459.437,,342.126,
2000-10-04 00:00:00,,1125.238,,492.763,,464.073,,273.88199999999995,
2000-10-05 00:00:00,,1111.519,,630.69,,459.963,,356.26800000000003,
2000-10-06 00:00:00,,1147.113,,567.636,,461.714,,332.481,
2000-10-07 00:00:00,,1103.0590000000002,,573.065,,476.133,,330.075,
2000-10-08 00:00:00,,1019.76,,570.745,,407.471,,331.49699999999996,
2000-10-09 00:00:00,,1077.678,,633.9780000000001,,440.414,,283.648,
2000-10-10 00:00:00,,1063.039,,667.845,,415.828,,332.515,
2000-10-11 00:00:00,,969.386,,690.262,,333.721,,245.70799999999997,
2000-10-12 00:00:00,,1077.86,,633.548,,457.481,,321.50700000000006,
2000-10-13 00:00:00,,1062.55,,623.536,,475.14,,329.427,
2000-10-14 00:00:00,,1080.498,,612.0360000000001,,475.474,,343.13,
2000-10-15 00:00:00,,1070.828,,620.1469999999999,,469.672,,327.93,
2000-10-16 00:00:00,,1072.441,,621.16,,476.081,,322.15700000000004,
2000-10-17 00:00:00,,1069.208,,614.915,,471.924,,353.808,
2000-10-18 00:00:00,,882.926,,615.006,,405.688,,355.573,
2000-10-19 00:00:00,,896.069,,557.57,,412.84,,356.93600000000004,
2000-10-20 00:00:00,,1063.904,,585.5440000000001,,461.856,,303.126,
2000-10-21 00:00:00,,1073.477,,616.049,,469.655,,323.78700000000003,
2000-10-22 00:00:00,,1072.228,,604.342,,472.947,,356.304,
2000-10-23 00:00:00,,1080.352,,620.3620000000001,,473.861,,335.99699999999996,
2000-10-24 00:00:00,,1073.171,,662.152,,451.283,,295.447,
2000-10-25 00:00:00,,1097.183,,671.13,,462.81100000000004,,279.606,
2000-10-26 00:00:00,,1090.429,,616.374,,457.37,,283.42,
2000-10-27 00:00:00,,1095,,622.435,,451.499,,281.821,
2000-10-28 00:00:00,,1097.268,Displacement,645.7090000000001,Displacement,472.39199999999994,Displacement,309.801,Displacement
2000-10-29 00:00:00,,1097.473,,616.889,,458.511,,292.9,
2000-10-30 00:00:00,,783.1,306.9,505.2,131.2,341.283,120,356.05899999999997,120
2000-10-31 00:00:00,,856.2,233.8,543.1,93.3,308.92,120,355.88599999999997,120
,,32611.568999999992,540.7,18898.084,224.5,13770.578,240,10004.653,240
,,,,,,,,,
2000-11-01 00:00:00,,634.451,455.5,522.302,101.7,418.163,100,406.65700000000004,100
2000-11-02 00:00:00,,833.3,256.7,500.922,123.1,524.972,100,442.425,100
2000-11-03 00:00:00,,816.3,273.7,523.411,100.6,551.185,100,395.614,100
2000-11-04 00:00:00,,821.3410000000001,268.7,567.788,56.2,556.3,100,406.383,100
2000-11-05 00:00:00,,884.107,1254.6000000000001,565.3240000000001,381.59999999999997,481.493,400,369.982,400
2000-11-06 00:00:00,,896.105,,570.818,,462.177,,377.536,
2000-11-07 00:00:00,,983.2489999999999,,627.311,,446.80100000000004,,305.847,
2000-11-08 00:00:00,,970.0060000000001,,559.331,,431.25100000000003,,325.855,
2000-11-09 00:00:00,,977.8629999999999,,704.255,,442.51300000000003,,400.347,
2000-11-10 00:00:00,,969.983,,683.144,,441.30800000000005,,342.84900000000005,
2000-11-11 00:00:00,,990.334,,659.8779999999999,,440.43399999999997,,357.678,
2000-11-12 00:00:00,,983.512,,651.5319999999999,,440.635,,369.255,
2000-11-13 00:00:00,,1011.822,,585.2729999999999,,424.952,,415.813,
2000-11-14 00:00:00,,990.8659999999999,,664.548,,441.445,,339.123,
2000-11-15 00:00:00,,935.3330000000001,,504.825,,327.377,,239.067,
2000-11-16 00:00:00,,938.932,,562.698,,323.886,,209.32600000000002,
2000-11-17 00:00:00,,956.667,,586.683,,443.198,,347.882,
2000-11-18 00:00:00,,991.212,,583.107,,437.936,,347.167,
2000-11-19 00:00:00,,985.515,,581.81,,428.585,,366.85900000000004,
2000-11-20 00:00:00,,982.5470000000001,,587.6569999999999,,440.746,,351.112,
2000-11-21 00:00:00,,935.996,,555.862,,441.291,,385.185,
2000-11-22 00:00:00,,952.202,,609.6469999999999,,441.28700000000003,,357.648,
2000-11-23 00:00:00,,935.3820000000002,,508.6940000000001,,447.834,,334.198,
2000-11-24 00:00:00,,936.6619999999999,,522.569,,448.796,,353.10900000000004,
2000-11-25 00:00:00,,931.7869999999999,,523.135,,452.69599999999997,,334.524,
2000-11-26 00:00:00,,1029.829,,517.277,,465.215,,355.465,
2000-11-27 00:00:00,,1036.2839999999999,,511.608,,465.365,,343.68899999999996,
2000-11-28 00:00:00,,1047.597,,542.5989999999999,,468.357,,280.688,
2000-11-29 00:00:00,,1042.719,,575.689,,471.91700000000003,,316.807,
2000-11-30 00:00:00,,1040.046,,575.8910000000001,,467.315,,300.585,
,,28441.949000000004,,17235.588,,13475.43,,10478.675000000001,
,,,,,,,,,
2000-12-01 00:00:00,,1092.023,,576.626,,470.01,,227.54199999999997,
2000-12-02 00:00:00,,1104.287,,606.1,,441.779,,269.931,
2000-12-03 00:00:00,,1115.768,,581.8879999999999,,476.163,,237.26600000000002,
2000-12-04 00:00:00,,1104.286,,587.231,,476.163,,309.36,
