,,,,,,,,,,,
Month,Week,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0
Jan,1,,1260.0,1376.0,1081.0,1292.0,1273.0,1469.0,1339.0,1033.0,
,2,,1125.0,1291.0,954.0,1217.0,1256.0,1317.0,1286.0,935.0,
,3,,962.0,1263.0,893.0,1066.0,1157.0,1182.0,1200.0,872.0,
,4,,874.0,1142.0,807.0,954.0,1061.0,1115.0,1064.0,816.0,
,5,,750.0,1051.0,680.0,838.0,985.0,1069.0,906.0,723.0,
Feb,6,,636.0,897.0,523.0,784.0,904.0,1006.0,780.0,657.0,
,7,,568.0,763.0,454.0,687.0,842.0,963.0,684.0,592.0,
,8,,524.0,724.0,404.0,629.0,778.0,891.0,594.0,537.0,
,9,,430.0,638.0,377.0,575.0,733.0,795.0,551.0,456.0,
Mar,10,,419.0,589.0,301.0,526.0,688.0,736.0,527.0,402.0,
,11,,354.0,537.0,249.0,469.0,595.0,646.0,511.0,341.0,
,12,,343.0,549.0,217.0,406.0,528.0,589.0,473.0,310.0,
,13,,339.0,522.0,182.0,378.0,490.0,556.0,444.0,297.0,
,14,,352.0,489.0,174.0,379.0,526.0,558.0,441.0,253.0,
Apr,15,,373.0,480.0,160.0,356.0,535.0,592.0,442.0,252.0,
,16,,416.0,496.0,179.0,354.0,568.0,597.0,417.0,295.0,
,17,,464.0,517.0,227.0,364.0,601.0,600.0,425.0,315.0,
,18,,507.0,545.0,262.0,392.0,635.0,623.0,445.0,372.0,
May,19,,561.0,553.0,311.0,432.0,688.0,671.0,479.0,432.0,
,20,,607.0,639.0,349.0,468.0,744.0,716.0,519.0,494.0,
,21,,674.0,692.0,408.0,515.0,798.0,771.0,561.0,558.0,
,22,,742.0,745.0,470.0,577.0,860.0,814.0,601.0,624.0,
Jun,23,,804.0,805.0,532.0,636.0,914.0,872.0,653.0,694.0,
,24,,862.0,862.0,598.0,699.0,973.0,906.0,706.0,758.0,
,25,,925.0,930.0,664.0,764.0,1028.0,956.0,754.0,820.0,
,26,,1009.0,976.0,736.0,820.0,1074.0,1011.0,806.0,888.0,
Jul,27,,1055.0,1041.0,806.0,884.0,1124.0,1057.0,856.0,950.0,
,28,,1121.0,1089.0,873.0,949.0,1179.0,1093.0,919.0,1021.0,
,29,,1177.0,1132.0,941.0,997.0,1233.0,1149.0,971.0,1083.0,
,30,,1229.0,1180.0,1008.0,1053.0,1281.0,1179.0,1019.0,1143.0,
Aug,31,,1289.0,1216.0,1075.0,1103.0,1324.0,1209.0,1068.0,1191.0,
,32,,1333.0,1264.0,1130.0,1165.0,1373.0,1247.0,1117.0,1246.0,
,33,,1403.0,1302.0,1197.0,1217.0,1413.0,1290.0,1157.0,1281.0,
,34,,1458.0,1351.0,1250.0,1272.0,1460.0,1331.0,1209.0,1338.0,
,35,,1508.0,1400.0,1315.0,1327.0,1500.0,1382.0,1254.0,1393.0,
Sep,36,,1557.0,1453.0,1382.0,1386.0,1536.0,1427.0,1294.0,1442.0,
,37,,1598.0,1499.0,1434.0,1443.0,1578.0,1482.0,1344.0,1502.0,
,38,,1641.0,1545.0,1491.0,1494.0,1609.0,1528.0,1392.0,1554.0,
,39,,1683.0,1581.0,1545.0,1546.0,1639.0,1581.0,1449.0,1612.0,
Oct,40,,1707.0,1622.0,1601.0,1601.0,1666.0,1625.0,1499.0,,
,41,,1726.0,1667.0,1629.0,1651.0,1695.0,1656.0,1546.0,,
,42,,1779.0,1696.0,1672.0,1686.0,1723.0,1688.0,1566.0,,
,43,,1782.0,1717.0,1699.0,1693.0,1734.0,1701.0,1613.0,,
Nov,44,,1791.0,1723.0,1721.0,1691.0,1763.0,1711.0,1661.0,,
,45,,1795.0,1669.0,1714.0,1695.0,1755.0,1721.0,1678.0,,
,46,,1786.0,1607.0,1656.0,1666.0,1738.0,1730.0,1682.0,,
,47,,1751.0,1563.0,1610.0,1606.0,1726.0,1711.0,1643.0,,
Dec,48,,1709.0,1514.0,1548.0,1581.0,1719.0,1714.0,1552.0,,
,49,,1679.0,1464.0,1508.0,1549.0,1733.0,1658.0,1495.0,,
,50,,1590.0,1336.0,1464.0,1473.0,1714.0,1621.0,1385.0,,
,51,1526.0,1534.0,1251.0,1402.0,1407.0,1657.0,1546.0,1285.0,,
,52,1363.0,1488.0,1167.0,1318.0,1352.0,1564.0,1437.0,1175.0,,
