PIPELINE_ID,DATA_REFERENCE_NUM,FLOW_TYPE_CD,YEAR,MONTH,DAY,EFFECTIVE_DTM By Month,REGION_NAME,UTILIZED_CAPACITY_QTY,PIPELINE_CYCLE_ID
4,481,D,1998,10,1,October 1998,,10805,13
4,481,D,1998,10,2,October 1998,,10741,13
4,481,D,1998,10,3,October 1998,,7226,13
4,481,D,1998,10,4,October 1998,,7226,13
4,481,D,1998,10,5,October 1998,,8912,13
4,481,D,1998,10,6,October 1998,,11844,13
4,481,D,1998,10,7,October 1998,,14179,13
4,481,D,1998,10,8,October 1998,,17052,13
4,481,D,1998,10,9,October 1998,,17617,13
4,481,D,1998,10,10,October 1998,,14687,13
4,481,D,1998,10,11,October 1998,,20687,13
4,481,D,1998,10,12,October 1998,,23169,13
4,481,D,1998,10,13,October 1998,,21309,13
4,481,D,1998,10,14,October 1998,,21359,13
4,481,D,1998,10,15,October 1998,,21163,13
4,481,D,1998,10,16,October 1998,,20933,13
4,481,D,1998,10,17,October 1998,,19006,13
4,481,D,1998,10,18,October 1998,,20188,13
4,481,D,1998,10,19,October 1998,,17508,13
4,481,D,1998,10,20,October 1998,,17508,13
4,481,D,1998,10,21,October 1998,,12658,13
4,481,D,1998,10,22,October 1998,,11459,13
4,481,D,1998,10,23,October 1998,,13640,13
4,481,D,1998,10,24,October 1998,,13123,13
4,481,D,1998,10,25,October 1998,,13123,13
4,481,D,1998,10,26,October 1998,,12188,13
4,481,D,1998,10,27,October 1998,,12188,13
4,481,D,1998,10,28,October 1998,,22546,13
4,481,D,1998,10,29,October 1998,,20572,13
4,481,D,1998,10,30,October 1998,,18942,13
4,481,D,1998,10,31,October 1998,,23337,13
4,481,D,1998,11,1,November 1998,,14663,13
4,481,D,1998,11,2,November 1998,,16353,13
4,481,D,1998,11,3,November 1998,,16396,13
4,481,D,1998,11,4,November 1998,,16919,13
4,481,D,1998,11,5,November 1998,,19419,13
4,481,D,1998,11,6,November 1998,,19908,13
4,481,D,1998,11,7,November 1998,,19304,13
4,481,D,1998,11,8,November 1998,,19304,13
4,481,D,1998,11,9,November 1998,,20829,13
4,481,D,1998,11,10,November 1998,,19038,13
4,481,D,1998,11,11,November 1998,,19919,13
4,481,D,1998,11,12,November 1998,,20837,13
4,481,D,1998,11,13,November 1998,,20560,13
4,481,D,1998,11,14,November 1998,,20065,13
4,481,D,1998,11,15,November 1998,,19867,13
4,481,D,1998,11,16,November 1998,,23471,13
4,481,D,1998,11,17,November 1998,,23473,13
4,481,D,1998,11,18,November 1998,,20096,13
4,481,D,1998,11,19,November 1998,,20546,13
4,481,D,1998,11,20,November 1998,,20410,13
4,481,D,1998,11,21,November 1998,,15885,13
4,481,D,1998,11,22,November 1998,,15525,13
4,481,D,1998,11,23,November 1998,,17485,13
4,481,D,1998,11,24,November 1998,,18068,13
4,481,D,1998,11,25,November 1998,,16386,13
4,481,D,1998,11,26,November 1998,,14677,13
4,481,D,1998,11,27,November 1998,,16465,13
4,481,D,1998,11,28,November 1998,,15468,13
4,481,D,1998,11,29,November 1998,,17765,13
4,481,D,1998,11,30,November 1998,,20810,13
4,481,D,1998,12,1,December 1998,,28274,13
4,481,D,1998,12,2,December 1998,,28966,13
4,481,D,1998,12,3,December 1998,,32009,13
4,481,D,1998,12,4,December 1998,,32386,13
4,481,D,1998,12,5,December 1998,,31556,13
4,481,D,1998,12,6,December 1998,,30608,13
4,481,D,1998,12,7,December 1998,,30506,13
4,481,D,1998,12,8,December 1998,,29815,13
4,481,D,1998,12,9,December 1998,,29319,13
4,481,D,1998,12,10,December 1998,,33377,13
4,481,D,1998,12,11,December 1998,,32306,13
4,481,D,1998,12,12,December 1998,,29006,13
4,481,D,1998,12,13,December 1998,,28947,13
4,481,D,1998,12,14,December 1998,,30931,13
4,481,D,1998,12,15,December 1998,,16589,13
4,481,D,1998,12,16,December 1998,,16732,13
4,481,D,1998,12,17,December 1998,,27852,13
4,481,D,1998,12,18,December 1998,,30233,13
4,481,D,1998,12,19,December 1998,,79250,13
4,481,D,1998,12,20,December 1998,,93231,13
4,481,D,1998,12,21,December 1998,,129088,13
4,481,D,1998,12,22,December 1998,,73454,13
4,481,D,1998,12,23,December 1998,,44811,13
4,481,D,1998,12,24,December 1998,,44835,13
4,481,D,1998,12,25,December 1998,,44851,13
4,481,D,1998,12,26,December 1998,,44867,13
4,481,D,1998,12,27,December 1998,,44867,13
4,481,D,1998,12,28,December 1998,,43055,13
4,481,D,1998,12,29,December 1998,,30630,13
4,481,D,1998,12,30,December 1998,,29523,13
4,481,D,1998,12,31,December 1998,,28416,13
4,481,D,1999,1,1,January 1999,,23646,13
4,481,D,1999,1,2,January 1999,,27788,13
4,481,D,1999,1,3,January 1999,,27788,13
4,481,D,1999,1,4,January 1999,,30038,13
4,481,D,1999,1,5,January 1999,,30038,13
4,481,D,1999,1,6,January 1999,,31106,13
4,481,D,1999,1,7,January 1999,,30782,13
4,481,D,1999,1,8,January 1999,,61036,13
4,481,D,1999,1,9,January 1999,,58750,13
4,481,D,1999,1,10,January 1999,,58750,13
