Market Brief,"Thursday, May 24",,
Stocks,Close,Change,% Change
DJIA,11122.42,16.909999999999854,0.001522667576725414
DJ 15 Util.,397.68,-0.6299999999999955,-0.0015816826090231113
NASDAQ,2281.76,38.2800000000002,0.01706277747071523
S&P 500,1293.13,4.080000000000155,0.003165121601179283
,,,
Market Vols,Close,Change,% Change
AMEX (000),116213,-13520,-0.1042140396044183
NASDAQ (000),1826538,-55032,-0.02924791530477208
NYSE (000),1100597,-38494,-0.03379361262620809
,,,
Commodities,Close,Change,% Change
Crude Oil (Jul),28.41,-1.33,-0.044720914593140496
Heating Oil (Jun),0.7941,-0.021199999999999997,-0.02600269839322948
Nat. Gas (Henry),4.054,-0.05900000000000016,-0.014344760515438891
Palo Verde (Jun),320,0,0
COB (Jun),325,0,0
PJM (Jun),61,2.5,0.042735042735042736
,,,
Dollar US $,Close,Change,% Change
Australia $ ,1.93,-0.008000000000000007,-0.004127966976264194
Canada $  ,1.546,-0.006000000000000005,-0.003865979381443302
Germany Dmark ,2.278,-0.008999999999999897,-0.003935286401399168
Euro  ,0.8568,-0.00029999999999996696,-0.0003500175008750052
Japan ¥en ,120.1,0.5999999999999943,0.005020920502092002
Mexico NP,9.08,0.009999999999999787,0.0011025358324145299
UK Pound  ,0.7092,0.0038000000000000256,0.005387014459880954
,,,
Foreign Indices,Close,Change,% Change
Arg MerVal,440.73,0.05000000000001137,0.00011346101479534212
Austr All Ord.,3350.5,-11.5,-0.003420582986317668
Braz Bovespa,14523.21,-168.40000000000146,-0.011462324415091433
Can TSE 300 ,8346.8,-1.7600000000002183,-0.0002108147991989299
Germany DAX,6278.9,63.649999999999636,0.01024093962431111
HK HangSeng,13810.6,-28.5,-0.0020593824742938483
Japan Nikkei 225 ,13895.79,-171.91,-0.012220192355537852
Mexico IPC ,6713.21,-69.30000000000018,-0.010217456369397197
UK FTSE 100,5915.9,18.5,0.003136975616373317
,,,
Source:  Yahoo! & TradingDay.com,,,
