,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Week Ending:,2001-10-19 00:00:00,,,,,,
,,,,,,,
,Futures Settlement Prices,,,,,,
, CRUDE OIL,,,,,Contract Symbol:  CL,
,Contract,Monday,Tuesday,Wednesday,Thursday,Friday,Open
,Month,2001-10-15 00:00:00,2001-10-16 00:00:00,2001-10-17 00:00:00,2001-10-18 00:00:00,2001-10-19 00:00:00,Interest
,2001-11-01 00:00:00,22.29,22,21.81,21.31,21.83,49244
,2001-12-01 00:00:00,22.58,22.26,22.1,21.55,22.26,134612
,2002-01-01 00:00:00,22.71,22.39,22.25,21.77,22.41,42141
,2002-02-01 00:00:00,22.78,22.46,22.33,21.89,22.48,21235
,2002-03-01 00:00:00,22.83,22.51,22.4,21.98,22.54,19467
,2002-04-01 00:00:00,22.85,22.52,22.43,22.05,22.56,16882
,2002-05-01 00:00:00,22.79,22.47,22.42,22.07,22.56,11914
,2002-06-01 00:00:00,22.72,22.41,22.38,22.05,22.53,26078
,2002-07-01 00:00:00,22.65,22.35,22.33,22.02,22.49,9685
,2002-08-01 00:00:00,22.57,22.28,22.26,21.97,22.44,11311
,2002-09-01 00:00:00,22.49,22.21,22.19,21.92,22.39,12370
,2002-10-01 00:00:00,22.4,22.14,22.12,21.86,22.32,7128
,,,,,,,
,Total Weekly Volume,,,,,,
,,,,,,,
,,,701242,,Total Open Interest,,448047
,,,,*Weekly volume and open interest reflects all traded months.,,,
,Historical Volatility-Spot Month Futures,,,,,,
,,,,,,,
,,,,,,,
,,,,Crude Oil,,,
,5 Day Hist. Vol.,,,0.33,,,
,20 Day Hist. Vol.,,,0.3434,,,
,,,,,,,
,Implied Volatility-Options,,,,,,
,,,,Crude Oil,,,
,At the Money Call & Put,,,,,,
,,,,0.5686,,,
