The New Power Company - sales corrections,,,,,,,,
,,,,,,,,
2000-08-01 00:00:00,Sitara #,Volume,Trigger Price,Nymex Settle,Customer Price,Invoiced,Variance,
central,249252,32457,2.625,3.82,3.985,2.79,38786.115,
,,,,,,,38786.115,Total Due Enron
,,,,,,,,
,,,,,,,,
2000-09-01 00:00:00,Sitara #,Volume,Trigger Price,Nymex Settle,Customer Price,Invoiced,Variance,
central,249252,31740,2.635,4.618,4.790500000000001,2.8075,62940.42000000002,
east,377250,390,2.635,4.618,4.888,2.9049999999999994,773.3700000000002,
east,380492,153390,2.635,4.618,4.788,2.8049999999999997,304172.3700000001,
east,377264,15180,2.635,4.618,4.9430000000000005,2.96,30101.94000000001,
,,,,,,,397988.10000000015,Total Due Enron
,,,,,,,,
,,,,,,,,
2000-10-01 00:00:00,Sitara #,Volume,Trigger Price,Nymex Settle,Customer Price,Invoiced,Variance,
central,249252,34038,2.665,5.312,5.487,2.84,90098.58600000001,
east,377250,899,2.665,5.312,5.582000000000001,2.9350000000000005,2379.6530000000002,
east,380492,142786,2.665,5.312,5.482,2.835,377954.542,
east,377264,15004,2.665,5.312,5.6370000000000005,2.99,39715.588,
,,,,,,,510148.369,Total Due Enron
,,,,,,,,
,,,,,,,,
2000-11-01 00:00:00,Sitara #,Volume,Trigger Price,Nymex Settle,Customer Price,Invoiced,Variance,
central,249252,28842,2.805,4.541,4.781000000000001,3.0450000000000004,50069.71200000001,
east,377250,1650,2.805,4.541,5.221,3.485,2864.4000000000005,
east,380492,75810,2.805,4.541,4.821000000000001,3.0850000000000004,131606.16,
east,377264,14850,2.805,4.541,5.376,3.64,25779.600000000002,
,,,,,,,210319.872,Total Due Enron
,,,,,,,,
,,,,,,,,
2001-12-01 00:00:00,Sitara #,Volume,Trigger Price,Nymex Settle,Customer Price,Invoiced,Variance,
central,249252,31320,2.93,6.016,6.276,3.19,96653.51999999999,
east,377250,2449,2.93,6.016,6.696,3.61,7557.614,
east,380492,83173,2.93,6.016,6.296,3.2100000000000004,256671.878,
east,377264,14725,2.93,6.016,6.851,3.765,45441.35,
,,,,,,,406324.36199999996,Total Due Enron
,,,,,,,,
2001-01-01 00:00:00,,,,,,,,
central,249252,44488,2.95,9.98,10.2575,3.2275,312750.64,
east,377250,3007,2.95,9.98,10.66,3.63,21139.21,
east,380492,125984,2.95,9.98,10.26,3.2299999999999995,885667.52,
east,377264,14570,2.95,9.98,10.815000000000001,3.785000000000001,102427.1,
,,,,,,,1321984.4700000002,Total Due Enron
,,,,,,,,
2001-02-01 00:00:00,Sitara #,Volume,Trigger Price,Nymex Settle,,,,
central,249252,39603,2.795,6.293,6.5680000000000005,3.0700000000000003,138531.294,
east,377250,2408,2.795,6.293,6.973,3.4749999999999996,8423.184000000001,
east,380492,123984,2.795,6.293,6.573,3.075,433696.032,
east,377264,0,0,0,0,0,0,
,,,,,,,580650.51,Total Due Enron
,,,,,,,,
2001-03-01 00:00:00,Sitara #,Volume,Trigger Price,Nymex Settle,,,,
central,249252,54025,2.66,4.998,5.273000000000001,2.9350000000000005,126310.45,
east,377250,2108,2.66,4.998,5.678,3.34,4928.504,
east,168997,84165,2.66,4.998,5.2780000000000005,2.9400000000000004,196777.77000000002,
,,,,,,,328016.72400000005,Total Due Enron
,,,,,,,,
2001-04-01 00:00:00,Sitara #,Volume,Trigger Price,Nymex Settle,,,,
east,377250,1083,2.54,5.384,5.664000000000001,2.8200000000000003,3080.052,
east,168997,92192,2.54,5.384,5.839,2.995,262194.048,
,,,,,,,265274.10000000003,Total Due Enron
