, ,,,,,,,,
,,West Gas Marketing / Priority Listing Report /Hot List,,,,,,,
,,Commercial Employee,,,,,,,
,,Private & Confidential,,,,,,,
,,,,,,,,,
General Issues/Activities,,,,,,,,,
1)  Project Pipe sale,,,,,,,,,
2)  Project Bighorn,Storage Monetization,Cal 2002,,,,,,,
"3)  Project ""Hand Across America""",Strategic review/synergies,Oct 20/Q4,,,,,,,
,,,,,,,,,
,,,,,,,TOTAL,3295250,
Name ,Customer / Description,Project Summary,Date on List,Qtr,Executive Hot List ,Projected $'s,Probability,Expected Value,Status 
Barry Tycholiz,City of Redding,T/P and Long Term Fixed Price,2001-03-01 00:00:00,Q4,N,500000,0.25,125000,Revisiting Structure
,Sierra Pacific,Long Term Gas Supply to Sierra Pacific - Rockies ,2001-03-01 00:00:00,Q4,N,500000,0.1,50000,Ongoing
,PGT - Syndication,Back to Back T/P Assignment (Apache/Suncor),2001-06-01 00:00:00,Q4,N,600000,0.5,300000,New Proposal to be developed
,Sierra Pacific,1 year synthetic T/P to bridge exposures,,,,,,,
,,,,,,, ,475000,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Mark Whitt,J M Huber,Huber Powder River Purchase,2001-10-08 00:00:00,Q4,N,50000,0.2,10000,Ongoing
,AEC,AEC Long term Kern River Supplies ,2001-08-15 00:00:00,Q4,N,500000,0.2,100000,Waiting for NW Rocks to get to mid $20s
,J M Huber,Huber Long term San Juan Purchase El Paso Release,2001-06-01 00:00:00,Q4,N,5000000,0.2,1000000,Ongoing
,WBI ,Monetization,2001-09-24 00:00:00,Q4,N,5000000,0.1,500000,Ongoing
,Producer Network,El Paso/PGE Topock Network,2001-09-24 00:00:00,Q4,N,1000000,0.2,200000,Ongoing
,Black Hills Power & Light,Long term gas sale,2001-11-05 00:00:00,,N,1000000,0.2,200000,
,,,,,,,,2010000,
,,,,,,,,,
,,,,,,,,,
Paul Lucci,Sinclair Oil Refinery,Supply and Transport Mgmt Deal,2001-05-01 00:00:00,Q4,N,15000,1,15000,
,Devon Energy,Term Gas Purchase,2001-10-01 00:00:00,Q4,N,50000,0.5,25000,
,EJW Family,Term Gas Purchase,2001-10-01 00:00:00,Q4,N,50000,0.5,25000,
,CMS,Transportation Back Haul,2001-09-01 00:00:00,Q4,N,50000,0.25,12500,
,WBI-Fidelity,Powder River Purchase,2001-10-08 00:00:00,Q4,N,20000,0.5,5000,
,Various Producers,Kern River Transportation Supply,2001-11-05 00:00:00,Q4,N,15000,0.5,5000,
,Various Producers,Opal Supply,2001-11-05 00:00:00,Q4,N,15000,0.5,5000,
,,,,,,,,,
,,,,,,,,92500,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Stephanie Miller,Interstate Open Seasons,Ruby/Western Frontier,2001-05-01 00:00:00,Q4,N,0,0,0,need to execute PA
,PGT Capacity,Transport Capacity,2001-05-01 00:00:00,Q4,N,0,0.3,0,No live wires at the moment
,Oxy,sale of capacity,2001-03-01 00:00:00,Q4,N,0,0,0,Proposal sent/Waiting for bid
,Longview Project,potential supply & transport arrangement,2001-02-01 00:00:00,Q4,N,200000,1,200000,refining   bids
,Lodi Peaker,peaker for City of Lodi,2001-11-05 00:00:00,Q4,N,0,0,0,provide regulatory/comemrcial assistance
,Roseville/Lodi/Big Foot,Gas supply support,2001-10-22 00:00:00,2002,N,0,0,0,Capacity assistance
,Newport Beach,PGT Capacity Mnmgt/Agency Agreement,2001-09-07 00:00:00,Q4,N,0,0,0,waiting for decision from Newport Gen
,Pemex,Capacity assignment,2001-10-08 00:00:00,Q4,N,0,0,0,PEMEX has capacity summary - call needed
,Mexican de Cobre,Renewal of Agency Arrangement,2001-10-05 00:00:00,Q4,N,27000,1,27000,"receive greater of 9,000 mo or 22%"
,PG&E/Socal Open Seasons,Gas Accord II/GIR restructuring: establish regulatory priorities,2001-05-01 00:00:00,Q4,N,0,0,0,ongoing
,,,,,,,,227000,
,,,,,,,,,
,,,,,,,,,
Dave Fuller,Cascade,Restructure Term Deal,2001-08-28 00:00:00,Q4,,150000,0.05,7500,Working on Documents
