,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Transport Main Page,,,,,,All FT   Pipe Locations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,28,28,,,,,,,Filter Area 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filter Area 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filter Area 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,What Location:,,What is the Price:,,,,,,,,,,,,,,,,,,,,,,,,StartLoc,EndLoc,,,,,,,Number,StartLoc,EndLoc,Path,Backhaul,PathName,StartPath1,EndPath1,TypePath1,StartPath2,EndPath2,TypePath2,StartPath3,EndPath3,TypePath3,StartPath4,EndPath4,TypePath4,StartPath5,EndPath5,TypePath5,StartPath6,EndPath6,TypePath6,StartPath7,EndPath7,TypePath7,StartPath8,EndPath8,TypePath8,StartPath9,EndPath9,TypePath9,StartPath10,EndPath10,TypePath10,BuyorSell,,,,,,Number,StartLoc,EndLoc,Path,Backhaul,PathName,StartPath1,EndPath1,TypePath1,StartPath2,EndPath2,TypePath2,StartPath3,EndPath3,TypePath3,StartPath4,EndPath4,TypePath4,StartPath5,EndPath5,TypePath5,StartPath6,EndPath6,TypePath6,StartPath7,EndPath7,TypePath7,StartPath8,EndPath8,TypePath8,StartPath9,EndPath9,TypePath9,StartPath10,EndPath10,TypePath10,BuyorSell,,,,Number,StartLoc,EndLoc,Path,Backhaul,PathName,StartPath1,EndPath1,TypePath1,StartPath2,EndPath2,TypePath2,StartPath3,EndPath3,TypePath3,StartPath4,EndPath4,TypePath4,StartPath5,EndPath5,TypePath5,StartPath6,EndPath6,TypePath6,StartPath7,EndPath7,TypePath7,StartPath8,EndPath8,TypePath8,StartPath9,EndPath9,TypePath9,StartPath10,EndPath10,TypePath10,BuyorSell
,,,0,,,,,,,,,,,,,,,,,,,,,,,,Tetco ELA,Tetco ELA,,,,,,,214,Tetco ELA,CNG-S,1,NO,ELA to CNG-S/Pool -- FT,Tetco ELA,Tetco M2,FT  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sell,,,,,,175,Tetco   STX,Tetco ELA,1,NO,STX to ELA -- FT,Tetco   STX,Tetco ELA,FT  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buy,,,,214,Tetco ELA,CNG-S,1,NO,ELA to CNG-S/Pool -- FT,Tetco ELA,Tetco M2,FT  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sell
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,Tetco ELA,CNG S/Citygate,1,NO,ELA to CNG-S/Citygate -- FT,Tetco ELA,Tetco M2,FT  ,CNG-S,CNG S/Citygate,FT  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sell,,,,,,176,Tetco   STX,Tetco ELA,2,NO,STX to ELA -- IT,Tetco   STX,Tetco ELA,IT  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buy,,,,215,Tetco ELA,CNG S/Citygate,1,NO,ELA to CNG-S/Citygate -- FT,Tetco ELA,Tetco M2,FT  ,CNG-S,CNG S/Citygate,FT  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sell
,,,"GRI of $0,0088 Added",,,,,,,,,,,,,,,,,,,,,,,,Included Locations,,,,,,,,216,Tetco ELA,TC0/Citygate,1,NO,ELA to TCO/Citygate -- FT,Tetco ELA,Tetco M2,FT  ,TCO,TC0/Citygate,FT  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sell,,,,,,202,Tetco  WLA,Tetco ELA,1,NO,WLA to ELA -- FT,Tetco  WLA,Tetco ELA,FT  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buy,,,,216,Tetco ELA,TC0/Citygate,1,NO,ELA to TCO/Citygate -- FT,Tetco ELA,Tetco M2,FT  ,TCO,TC0/Citygate,FT  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sell
,,,,,,,,,,,,,,,,,,,,,Transport Type,,,,,,1,38,Transco Z2,,,,,,217,Tetco ELA,TCO,1,NO,ELA to TCO/Pool -- FT,Tetco ELA,Tetco M2,FT  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sell,,,,,,203,Tetco  WLA,Tetco ELA,2,NO,WLA to ELA -- IT,Tetco  WLA,Tetco ELA,IT  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buy,,,,217,Tetco ELA,TCO,1,NO,ELA to TCO/Pool -- FT,Tetco ELA,Tetco M2,FT  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sell
,Buy at,For,Path Description,,,,Sell at,For,Path Description,,,,,,,,,,,,Buy,Sell,Buy,On/Off,Sell,On/Off,2,39,Transco Z3,,,,,,218,Tetco ELA,Tetco  ETX,1,NO,ELA to ETX -- FT,Tetco ELA,Tetco  ETX,FT  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sell,,,,,,220,Tetco ELA,Tetco ELA,1,NO,ELA to ELA -- FT,Tetco ELA,Tetco ELA,FT  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buy,,,,218,Tetco ELA,Tetco  ETX,1,NO,ELA to ETX -- FT,Tetco ELA,Tetco  ETX,FT  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sell
,Tetco   STX--------------------------------------------------,-0.09859244933648809,STX to ELA -- FT,,,,CNG-S--------------------------------------------------,0.20979583420997278,ELA to CNG-S/Pool -- FT,,,,,,,,,,,,1,1,Tetco   STX,1,CNG-S,1,3,46,Empty,,,,,,219,Tetco ELA,Tetco  ETX,2,NO,ELA to ETX -- IT,Tetco ELA,Tetco  ETX,IT  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sell,,,,,,221,Tetco ELA,Tetco ELA,2,NO,ELA to ELA -- IT,Tetco ELA,Tetco ELA,IT  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buy,,,,219,Tetco ELA,Tetco  ETX,2,NO,ELA to ETX -- IT,Tetco ELA,Tetco  ETX,IT  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sell
,Tetco   STX--------------------------------------------------,-0.3334924493364881,STX to ELA -- IT,,,,CNG S/Citygate--------------------------------------------------,0.29242620670280933,ELA to CNG-S/Citygate -- FT,,,,,,,,,,,,0,1,Tetco   STX,0,CNG S/Citygate,1,4,46,Empty,,,,,,220,Tetco ELA,Tetco ELA,1,NO,ELA to ELA -- FT,Tetco ELA,Tetco ELA,FT  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,Tetco ELA,Tetco ELA,1,NO,ELA to ELA -- FT,Tetco ELA,Tetco ELA,FT  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sell
