ENRON CORP AND CONSOLIDATED SUBSIDIARIES,,,,,,,,,,,,,,,,,,
COMPANY # 46L,,,,,,,,,,,,,,,,,,
COMPANY NAME:  SUNDANCE ECT CANADA ACCOUNTING ENTITY,,,,,,,,,,,,,,,,,,
ANALYSIS OF A/R - OTHER,,,,,,,,,,,,,,,,,,
FOR THE 9 MONTHS ENDED 09/30/00,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
PREPARED BY:  LAYNIE EAST,,,,,,,,,,,,,,,,COMPANY # 46L,,
EXTENSION:  3-3131,,,,,,,,,,,,,,,,,,E-1
,,12-31-99 Balance,,,,,,,,,,,,,,,,
,,BEGINNING,,OTHER,,03-31-2000,,OTHER,,06-30-2000,,OTHER,,09-30-2000,,OTHER,,12-31-2000
DESCRIPTION,,BALANCE,,CHANGES,,BALANCE,,CHANGES,,BALANCE,,CHANGES,,BALANCE,,CHANGES,,BALANCE
,,DR. (CR.),,DR. (CR.),,DR. (CR.),,DR. (CR.),,DR. (CR.),,DR. (CR.),,DR. (CR.),,DR. (CR.),,DR. (CR.)
(PROVIDE DETAIL OF INDIVDUAL ITEMS,,,,,,,,,,,,,,,,,,
"IN EXCESS OF $200,000.)",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Accts Receivables - Unconsolidated Assoc Companies:,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,, ,,,,0,,,,0,,,,0,,,,0
,,,,,,0,,,,0,,,,0,,,,0
,, ,, ,,0,,,,0,,,,0,,,,0
,,,,,,0,,,,0,,,,0,,,,0
,,,,,,0,,,,0,,,,0,,,,0
,,,,,,,,,,,,,,,,,,
Total (Hyperion line 0053),,0,,0,,0,,0,,0,,0,,0,,0,,0
Asset/Expense Accts:  DR/(CR),,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Accts Receivables - Other:,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Rec from Cypress Sale (1430-999-0000),,0,,483550.45,,483550.45,,,,483550.45,,,,483550.45,,,,483550.45
Rec from Zargon Sale (1430-999-0000),,0,,6.820000000065193,,6.820000000065193,, ,,6.820000000065193,,,,6.820000000065193,,,,6.820000000065193
Rec from Startech Sale (1430-999-0000),,304713,,-321671.8299999996,,-16958.82999999961,,,,-16958.82999999961,, ,,-16958.82999999961,,,,-16958.82999999961
Rec from Highridge Sale (1430-999-0000),,544932,,-525578.38,,19353.619999999995,,,,19353.619999999995,,,,19353.619999999995,,,,19353.619999999995
Rec from Cypress Sale (20029200),,,,,,0,,,,0,,2182512.57,,2182512.57,, ,,2182512.57
,, ,,,,0,,,,0,,,,0,,,,0
,,,,,,0,,,,0,,,,0,,,,0
,,,,,,0,,,,0,,,,0,,,,0
,,,,,,,,,,,,,,,,,,
Total (Hyperion line 0060),,849645,,-363692.93999999954,,485952.06000000046,,0,,485952.06000000046,,2182512.57,,2668464.6300000004,,0,,2668464.6300000004
Asset/Expense Accts:  DR/(CR),,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,, ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
   Asset/Expense Accts:  DR/(CR) ,,,,,,,,,,,,,,,,COMPANY # 46L,,
,,,,,,,,,,,,,,,,,,E-1
