,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Feb 4 2000 12:00AM ,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,"The capacity listed below is an estimate of interruptible capacity available for the gas day referenced above. These capacities are updated throughout the day. However, due to the dynamic nature of the pipeline operations, these capacities are subject to change without notice. Accordingly, there are no guarantees expressed or implied that these capacities will be available for service. Please contact your marketing representative in order to acquire a specific package of capacity on the pipeline. Such capacity must be nominated in accordance with the scheduling provisions contained in TW's FERC Gas Tariff. This capacity report only includes the receipt and delivery points on TW's system with estimated available capacity, and is not a comprehensive listing of all the receipt and delivery points on TW's system. ","The capacity listed below is an estimate of interruptible capacity available for the gas day referenced above. These capacities are updated throughout the day. However, due to the dynamic nature of the pipeline operations, these capacities are subject to change without notice. Accordingly, there are no guarantees expressed or implied that these capacities will be available for service. Please contact your marketing representative in order to acquire a specific package of capacity on the pipeline. Such capacity must be nominated in accordance with the scheduling provisions contained in TW's FERC Gas Tariff. This capacity report only includes the receipt and delivery points on TW's system with estimated available capacity, and is not a comprehensive listing of all the receipt and delivery points on TW's system. ","The capacity listed below is an estimate of interruptible capacity available for the gas day referenced above. These capacities are updated throughout the day. However, due to the dynamic nature of the pipeline operations, these capacities are subject to change without notice. Accordingly, there are no guarantees expressed or implied that these capacities will be available for service. Please contact your marketing representative in order to acquire a specific package of capacity on the pipeline. Such capacity must be nominated in accordance with the scheduling provisions contained in TW's FERC Gas Tariff. This capacity report only includes the receipt and delivery points on TW's system with estimated available capacity, and is not a comprehensive listing of all the receipt and delivery points on TW's system. ","The capacity listed below is an estimate of interruptible capacity available for the gas day referenced above. These capacities are updated throughout the day. However, due to the dynamic nature of the pipeline operations, these capacities are subject to change without notice. Accordingly, there are no guarantees expressed or implied that these capacities will be available for service. Please contact your marketing representative in order to acquire a specific package of capacity on the pipeline. Such capacity must be nominated in accordance with the scheduling provisions contained in TW's FERC Gas Tariff. This capacity report only includes the receipt and delivery points on TW's system with estimated available capacity, and is not a comprehensive listing of all the receipt and delivery points on TW's system. ","The capacity listed below is an estimate of interruptible capacity available for the gas day referenced above. These capacities are updated throughout the day. However, due to the dynamic nature of the pipeline operations, these capacities are subject to change without notice. Accordingly, there are no guarantees expressed or implied that these capacities will be available for service. Please contact your marketing representative in order to acquire a specific package of capacity on the pipeline. Such capacity must be nominated in accordance with the scheduling provisions contained in TW's FERC Gas Tariff. This capacity report only includes the receipt and delivery points on TW's system with estimated available capacity, and is not a comprehensive listing of all the receipt and delivery points on TW's system. ","The capacity listed below is an estimate of interruptible capacity available for the gas day referenced above. These capacities are updated throughout the day. However, due to the dynamic nature of the pipeline operations, these capacities are subject to change without notice. Accordingly, there are no guarantees expressed or implied that these capacities will be available for service. Please contact your marketing representative in order to acquire a specific package of capacity on the pipeline. Such capacity must be nominated in accordance with the scheduling provisions contained in TW's FERC Gas Tariff. This capacity report only includes the receipt and delivery points on TW's system with estimated available capacity, and is not a comprehensive listing of all the receipt and delivery points on TW's system. ","The capacity listed below is an estimate of interruptible capacity available for the gas day referenced above. These capacities are updated throughout the day. However, due to the dynamic nature of the pipeline operations, these capacities are subject to change without notice. Accordingly, there are no guarantees expressed or implied that these capacities will be available for service. Please contact your marketing representative in order to acquire a specific package of capacity on the pipeline. Such capacity must be nominated in accordance with the scheduling provisions contained in TW's FERC Gas Tariff. This capacity report only includes the receipt and delivery points on TW's system with estimated available capacity, and is not a comprehensive listing of all the receipt and delivery points on TW's system. ","The capacity listed below is an estimate of interruptible capacity available for the gas day referenced above. These capacities are updated throughout the day. However, due to the dynamic nature of the pipeline operations, these capacities are subject to change without notice. Accordingly, there are no guarantees expressed or implied that these capacities will be available for service. Please contact your marketing representative in order to acquire a specific package of capacity on the pipeline. Such capacity must be nominated in accordance with the scheduling provisions contained in TW's FERC Gas Tariff. This capacity report only includes the receipt and delivery points on TW's system with estimated available capacity, and is not a comprehensive listing of all the receipt and delivery points on TW's system. ","The capacity listed below is an estimate of interruptible capacity available for the gas day referenced above. These capacities are updated throughout the day. However, due to the dynamic nature of the pipeline operations, these capacities are subject to change without notice. Accordingly, there are no guarantees expressed or implied that these capacities will be available for service. Please contact your marketing representative in order to acquire a specific package of capacity on the pipeline. Such capacity must be nominated in accordance with the scheduling provisions contained in TW's FERC Gas Tariff. This capacity report only includes the receipt and delivery points on TW's system with estimated available capacity, and is not a comprehensive listing of all the receipt and delivery points on TW's system. "
,,,,,,,,,
,Enter date: ,,Order by: ,,,,,,
,Download Capacity Data,,,,,,,,
,The capacity listed below reflects values from the Evening Cycle for the gas day of 2/4/00,The capacity listed below reflects values from the Evening Cycle for the gas day of 2/4/00,The capacity listed below reflects values from the Evening Cycle for the gas day of 2/4/00,The capacity listed below reflects values from the Evening Cycle for the gas day of 2/4/00,The capacity listed below reflects values from the Evening Cycle for the gas day of 2/4/00,The capacity listed below reflects values from the Evening Cycle for the gas day of 2/4/00,The capacity listed below reflects values from the Evening Cycle for the gas day of 2/4/00,The capacity listed below reflects values from the Evening Cycle for the gas day of 2/4/00,The capacity listed below reflects values from the Evening Cycle for the gas day of 2/4/00
,,,,,,,,,
,Point,DRN #,Point Name,Point,Oper.,Scheduled Volume (Dth/D),Estimated Available (Dth/D),Basin,Inter
,Point,DRN #,Point Name,Type,Capacity (Dth/D),Scheduled Volume (Dth/D),Estimated Available (Dth/D),Basin,ruptible
,6838,14402,NGPL EDDY COUNTY - DEL,D,150000,0,150000,CENTRAL,N
,6838,14402,NGPL EDDY COUNTY - DEL,R,0,0,0,CENTRAL,N
,9164,38899,"TW YATES EDDY PECOS DIAMOND PROC 12""",D,69000,0,69000,CENTRAL,N
,9166,38900,"TW YATES EDDY PECOS DIAMOND PROC 8"" IN",D,30000,0,30000,CENTRAL,N
,9167,38902,TW YATES EDDY PECOS DIAMOND PROC 12 OUT,R,65000,0,65000,CENTRAL,Y
,9168,38903,"TW YATES ATOKA PECOS DIAMOND PL ""8",R,30000,0,30000,CENTRAL,N
,9238,34452,PNM CHAVES,D,20000,1999,18001,CENTRAL,N
,10552,14497,CONOCO LEA MALJAMAR PLANT,R,55000,29107,25893,CENTRAL,Y
,10703,14398,GPM ARTESIA PLANT,R,42000,19500,22500,CENTRAL,N
,10705,38916,WARREN BLUITT PLANT,R,0,0,0,CENTRAL,N
,12354,34453,DOMINION GAS/TULE LAKE INTERCONNECT,R,10000,200,9800,CENTRAL,Y
,14347,38914,BLUITT PLANT,D,25000,0,25000,CENTRAL,N
,56339,29684,YATES L.E.C. PLANT,R,60000,33438,26562,CENTRAL,N
,56935,71063,INTEGRATED SERVICES DP-CHAVES,D,3500,1600,1900,CENTRAL,N
,58710,105024,PNM THOMPSON,D,34000,28107,5893,CENTRAL,Y
,59927,111324,GPM ZIA PLANT,R,40000,24000,16000,CENTRAL,Y
,60151,120775,AMOCO ABO REC PT.,R,40000,15250,24750,CENTRAL,Y
,60921,126995,PNM RIO PUERCO BI-DEL,R,80000,13456,66544,CENTRAL,N
,500097,157143,PNM CITY OF DEXTER DEL.,D,30000,0,30000,CENTRAL,N
,500159,172246,BLUITT/WARREN DELIVERY,D,19000,0,19000,CENTRAL,N
,500232,184165,AGAVE STATE 27,R,1000,0,1000,CENTRAL,N
,500233,184169,AGAVE DENTON,R,1000,0,1000,CENTRAL,N
,500234,184173,AGAVE HAYSTACK,R,2000,0,2000,CENTRAL,N
,500238,184181,AGAVE RED BLUFF,R,50000,29308,20692,CENTRAL,Y
,500239,184185,AGAVE BITTER LAKES,R,50000,13296,36704,CENTRAL,Y
,500293,184238,AGAVE AID STATE #1,R,46000,45452,548,CENTRAL,Y
,500300,184246,HIGHLAND EMPIRE DEEP,R,1500,0,1500,CENTRAL,N
,500302,184935,AGAVE CK LATERAL,R,7700,352,7348,CENTRAL,Y
,500303,184248,AGAVE RIO PECOS,R,7500,1006,6494,CENTRAL,Y
,500305,184250,AGAVE ATOKA #3 STA,R,63000,58689,4311,CENTRAL,Y
,500307,184254,AGAVE LONG ARROYO MQ,R,70000,2128,67872,CENTRAL,N
,500309,184258,AGAVE TANNER FEDERAL #1,R,1000,0,1000,CENTRAL,N
,500313,184264,AGAVE SALT CREEK,R,5000,159,4841,CENTRAL,Y
,500314,184266,AGAVE NED STATE,R,5000,0,5000,CENTRAL,N
,500315,184268,AGAVE SALT CREEK #2,R,3000,0,3000,CENTRAL,N
,500385,220785,AGAVE CK LATERAL DELIVERY,D,9000,0,9000,CENTRAL,N
,500633,235535,TW/SPS CUNNINGHAM,D,20000,0,20000,CENTRAL,N
,589,38474,MAXUS LEEDY PLANT,R,60000,0,60000,PANHANDLE,N
,2588,25687,ENERGAS RANDALL,D,60000,0,60000,PANHANDLE,N
,3531,0,NNG BEAVER #1,D,65000,33053,31947,PANHANDLE,Y
,6828,60642,NGPL GRAY COUNTY,D,75000,0,75000,PANHANDLE,N
,6839,42770,NGPL HANSFORD,D,75000,0,75000,PANHANDLE,N
,8042,22712,PEPL HANSFORD CACTUS,D,79000,0,79000,PANHANDLE,N
,8042,22712,PEPL HANSFORD CACTUS,R,0,0,0,PANHANDLE,N
,9018,25926,ANR RED DEER-REC,R,26000,0,26000,PANHANDLE,N
,9022,22339,WESTAR-PAMPA GRAY,D,10000,0,10000,PANHANDLE,N
,9102,21304,WESTAR,R,3000,0,3000,PANHANDLE,N
,9103,34437,CAPROCK PARMER,D,8000,0,8000,PANHANDLE,N
,9198,34398,CIG TUMBLEWEED REC CIG TW,R,40000,0,40000,PANHANDLE,N
,9236,34408,PNM CURRY COUNTY,D,13000,6815,6185,PANHANDLE,Y
