EFF_DT,BOOK_ID,SUM(DELTA_POSITION),,,EFF_DT,BOOK_ID,SUM(DELTA_POSITION)
2000-12-14 00:00:00,EPMI-CL-S02-INV-PRC,1959,,,2000-12-15 00:00:00,EPMI-CL-S02-INV-PRC,1959
2000-12-14 00:00:00,EPMI-LT-CA-PRC,33495.3835916873,,,2000-12-15 00:00:00,EPMI-LT-CA-PRC,-205475.285384694
2000-12-14 00:00:00,EPMI-LT-ECAR-EXT,-376342.790973222,,,2000-12-15 00:00:00,EPMI-LT-ERCOT-PRC,-711443.114604431
2000-12-14 00:00:00,EPMI-LT-ECAR-PRC,-19864.7252903692,,,2000-12-15 00:00:00,EPMI-LT-HED-PRC,1e-10
2000-12-14 00:00:00,EPMI-LT-ERCOT-PRC,-778777.003932023,,,2000-12-15 00:00:00,EPMI-LT-MGMT-PRC,1413321.81596064
2000-12-14 00:00:00,EPMI-LT-HED-PRC,0,,,2000-12-15 00:00:00,EPMI-LT-NAMGMT-PRC,100947.407200823
2000-12-14 00:00:00,EPMI-LT-MAPP-EXT,-618998.643675275,,,2000-12-15 00:00:00,EPMI-LT-NEMGMT-PRC,650167.248320821
2000-12-14 00:00:00,EPMI-LT-MGMT-PRC,1387988.61448234,,,2000-12-15 00:00:00,EPMI-LT-NENG-EXT,-255657.794369485
2000-12-14 00:00:00,EPMI-LT-NAMGMT-PRC,100914.487053603,,,2000-12-15 00:00:00,EPMI-LT-NENG-PRC,-2789323.68936099
2000-12-14 00:00:00,EPMI-LT-NEMGMT-PRC,498706.733773594,,,2000-12-15 00:00:00,EPMI-LT-NW-PRC,12509927.5601349
2000-12-14 00:00:00,EPMI-LT-NENG-EXT,-255075.568203522,,,2000-12-15 00:00:00,EPMI-LT-PJM-PRC,-223964.89064513
2000-12-14 00:00:00,EPMI-LT-NENG-PRC,-2830591.09381972,,,2000-12-15 00:00:00,EPMI-LT-PLT-PRC,245617.38842032
2000-12-14 00:00:00,EPMI-LT-NW-EXT,-8449677.74586744,,,2000-12-15 00:00:00,EPMI-LT-SW-EXT,-409574.010006291
2000-12-14 00:00:00,EPMI-LT-NW-PRC,12589806.6389879,,,2000-12-15 00:00:00,EPMI-LT-SW-PRC,2059853.11081685
2000-12-14 00:00:00,EPMI-LT-PJM-PRC,-186097.454104253,,,2000-12-15 00:00:00,EPMI-MIDWEST-PRC,5477459.40980209
2000-12-14 00:00:00,EPMI-LT-PLT-PRC,245942.6471074,,,2000-12-15 00:00:00,EPMI-NE-TRANS-PRC,0
2000-12-14 00:00:00,EPMI-LT-SERC-EXT,-832975.056585653,,,2000-12-15 00:00:00,EPMI-NOX-INV-PRC,1107
2000-12-14 00:00:00,EPMI-LT-SW-EXT,-406830.384739888,,,2000-12-15 00:00:00,EPMI-NOX-PRC,-1423.76896256761
2000-12-14 00:00:00,EPMI-LT-SW-PRC,2066986.20605911,,,2000-12-15 00:00:00,EPMI-PJM-FTR-PRC,0
2000-12-14 00:00:00,EPMI-MIDWEST-PRC,5923519.56013419,,,2000-12-15 00:00:00,EPMI-SE-ANALYST-PRC,0
2000-12-14 00:00:00,EPMI-NE-TRANS-PRC,0,,,2000-12-15 00:00:00,EPMI-SO2-INV-PRC,562488
2000-12-14 00:00:00,EPMI-NOX-INV-PRC,1107,,,2000-12-15 00:00:00,EPMI-SO2-PRC,-572399.076692346
2000-12-14 00:00:00,EPMI-NOX-PRC,-1423.13111532966,,,2000-12-15 00:00:00,EPMI-SOUTHEAST-PRC,4322673.16355474
2000-12-14 00:00:00,EPMI-PJM-FTR-PRC,0,,,2000-12-15 00:00:00,EPMI-ST-CA-PRC,252671.777177611
2000-12-14 00:00:00,EPMI-SE-ANALYST-PRC,-1e-12,,,2000-12-15 00:00:00,EPMI-ST-ECAR-PRC,378552.149450196
2000-12-14 00:00:00,EPMI-SO2-INV-PRC,538988,,,2000-12-15 00:00:00,EPMI-ST-ERCOT-PRC,66238.6536052919
2000-12-14 00:00:00,EPMI-SO2-PRC,-536942.095184415,,,2000-12-15 00:00:00,EPMI-ST-MAIN-PRC,69559.6809914504
2000-12-14 00:00:00,EPMI-SOUTHEAST-PRC,4289794.26518339,,,2000-12-15 00:00:00,EPMI-ST-MAPP-PRC,97560.3511934033
2000-12-14 00:00:00,EPMI-ST-CA-PRC,251136.879236666,,,2000-12-15 00:00:00,EPMI-ST-NENG-PRC,222213.300995529
2000-12-14 00:00:00,EPMI-ST-ECAR-PRC,423125.404342806,,,2000-12-15 00:00:00,EPMI-ST-NW-PRC,25244.4729261819
2000-12-14 00:00:00,EPMI-ST-ERCOT-PRC,446.46244089658,,,2000-12-15 00:00:00,EPMI-ST-NY-PRC,177430.991096019
