Sources and Notes:,,,,,,,,,,,,,,,,,,,,,,,
CONFIDENTIAL ATTY CLIENT WORK PRODUCT,,,,,,,,,,,,,,,,,,,,,,,
Source: California Audit data base,,,,,,,,,,,,,,,,,,,,,,,
"This table includes all EPMI transactions with physical delivery in California, both short-term and long-term",,,,,,,,,,,,,,,,,,,,,,,
Financial transactions (e.g. financial swaps) are excluded,,,,,,,,,,,,,,,,,,,,,,,
ZP-26 is a zone located between NP-15 and SP-15,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
EPMI Trades with all Counter Parties with Deliveries in California,,,,,,,,,,,,,,,,,,,,,,,
CP_NM,(All),,,,,,,,,,,,,,,,,,,,,,
From_Region,(All),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Total Volume MWh,,year1,month1,,,,,,,,,,,,,,,,,,,,
,,2000,,,,,,,,,,,,2000 Total,2001.0,,,,,,,2001 YTD Total,Grand Total
To_Region,Transaction_Type,1,2,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,,
NP-15,P,778455.2000020202,711573.0599972568,703011.2575117089,874048.6799463034,1156833.2099943254,1548402.1300067902,2247991.7200084925,2806062.00998326,3137259.559973687,3631323.9000110514,4568901.540053487,4389069.489990963,26552931.757479347,2797363.330001708,2626092.949985504,2935672.6700013727,2517240.079996109,2707856.959999617,3160560.010002136,1760477.0,18505262.999986447,45058194.757465795
,S,-781141.4465133641,-649324.87712753,-697755.5174809191,-822123.1000489555,-1132008.349897856,-1503458.0635369415,-2204367.590186484,-2852810.500032138,-3239485.5197988283,-3900639.5163356494,-4789649.369976187,-4595929.630082043,-27168693.481016897,-2852963.6806087457,-2620922.099995084,-2930190.4700047597,-2628991.0000013113,-2876760.0,-3293952.0,-1785851.0,-18989630.2506099,-46158323.731626794
,T,-1900.09002161026,-66433.1700270772,-9924.739977819845,-57534.579999923706,-29929.059982649982,-53468.68902164325,-49213.119895488024,38972.39011938125,94841.49983979203,266339.21166268736,206008.9697827231,205098.78996169567,542857.4124400672,49823.460789788514,7644.989989979193,-5592.609921634197,84484.2399995327,123788.75999969617,-20800.0,31718.0,271066.8408573624,813924.2532974295
NP-15 Total,,-4586.336532954127,-4184.987157350406,-4668.999947030097,-5609.000102575868,-5104.19988618046,-8524.62255179463,-5588.990073479712,-7776.099929496646,-7384.459985349327,-2976.4046619106084,-14738.860139977187,-1761.3501293845475,-72904.31109748222,-5776.88981724903,12815.839980399236,-110.40992502123117,-27266.680005669594,-45114.280000686646,-154191.98999786377,6344.0,-213300.40976609103,-286204.7208635695
SP-15,P,469875.6099996753,665615.3899946511,811080.3499962464,1326374.9400081635,1441476.749995876,1575109.2300201394,2961200.940012474,3478616.7200469915,3951631.189977547,2859877.599996127,2806995.080078082,3240454.3501081467,25588308.150234118,2795299.519976929,2739704.48005268,3100285.579998236,2841110.5600562096,3055769.2900158167,3754157.030004382,2170523.399998665,20456849.860102918,46045158.01033704
,S,-474652.8300015647,-735216.1999828238,-815123.4199554883,-1387750.0600339156,-1473411.070096476,-1601577.5507123657,-2984586.739963332,-3277549.0900898445,-3753466.4552203286,-2508173.2192696277,-2540300.480006719,-3022896.1699389387,-24574703.28527142,-2734013.050115466,-2761663.3099692054,-3098443.409998089,-2699755.7000014335,-2854119.0,-3518864.0,-2031894.0,-19698752.470084194,-44273455.75535561
,T,-214.90997838974,67354.44997761585,1736.4599799942225,47351.12004988268,15559.54998466,18325.745207071304,7123.039980173111,-204635.2501289323,-199060.9254807867,-352264.3114615679,-266599.63978704624,-257491.59995007515,-1122816.2716074008,-132001.41066473722,-9566.739982225,-1452.9300710558891,-91300.2399995327,-130753.75999969617,,-31718.0,-396793.080717247,-1519609.3523246478
SP-15 Total,,-4992.129980279133,-2246.3600105568767,-2306.6099792476743,-14023.999975869432,-16374.7701159399,-8142.575485154986,-16262.759970685001,-3567.6201717853546,-896.1907235682011,-559.9307350683957,94.9602843169123,-39933.419780867174,-109211.40664470382,-70714.94080327451,-31525.569898750633,389.23992909118533,50054.62005524337,70896.53001612052,235293.03000438213,106911.39999866486,361304.3093014769,252092.90265678056
ZP-26,P,,8000,10800.0,6033.939999748021,16789.239999771118,1051.0,42697.470012664795,56630.0,26274.0,,425.0,,168700.65001218393,825.3300000112504,,,,,,,825.3300000112504,169525.98001219518
,S,,-5286.359999563545,-16911.27999970317,-7731.400001503527,-20391.75001144409,-19663.945434570312,-79508.06999397278,-86560.7299900055,-80828.42549324036,-20563.679821014404,-18994.67000102997,-19518.809955596924,-375959.12070164457,-18792.870001781732,-1471.749992961064,-1255.5399926900864,-132.0,,,,-21652.159987432882,-397611.28068907745
,T,,-2713.6399511490017,5044.279997825623,1697.4599500410259,3602.5099979899824,18612.943814571947,36810.599919587374,29929.86000955105,54554.42564099468,20564.099798880517,18569.670004323125,19518.809982657433,206191.01916527376,17969.07999463007,1471.7499922458082,1255.5399926900864,-665.0,-352.0,,,19679.369979565963,225870.38914483972
ZP-26 Total,,,4.9287453293800354e-05,-1067.0000018775463,-5.171447992324829e-05,-1.368299126625061e-05,-0.0016199983656406403,-6.172060966491699e-05,-0.8699804544448853,0.00014775432646274567,0.4199778661131859,3.293156623840332e-06,2.7060508728027344e-05,-1067.4515241868794,1.5399928595870733,-7.152557373046875e-07,0.0,-797.0,-352.0,,,-1147.4600078556687,-2214.911532042548
Grand Total,,-9578.46651323326,-6431.347118619829,-8042.609928155318,-19633.00013015978,-21478.970015803352,-16667.19965694798,-21851.750105885323,-11344.590081736445,-8280.650561163202,-3535.915419112891,-14643.899852367118,-41694.76988319121,-183183.16926637106,-76490.29062766396,-18709.729919066653,278.83000406995416,21990.94004957378,25430.250015433878,81101.04000651836,113255.39999866486,146856.4395275321,-36326.729738827795
,,,,,,,,,,,,,,,,,,,,,,,
"EPMI Trades with Dynegy Power Marketing, Inc. with Deliveries in California",,,,,,,,,,,,,,,,,,,,,,,
CP_NM,"Dynegy Power Marketing, Inc.",,,,,,,,,,,,,,,,,,,,,,
From_Region,(All),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Total Volume MW,,year1,month1,,,,,,,,,,,,,,,,,,,,
,,2000,,,,,,,,,,,,2000 Total,2001.0,,,,,,,2001 YTD Total,Grand Total
To_Region,Transaction_Type,1,2,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,,
NP-15,P,18800,14800,15600.0,10000.0,11200.0,14800.0,19400.0,8600.0,38000.0,750.0,6275.0,50000.0,208225,113600.0,108600.0,110200.0,20200.0,26975.0,29010.0,12440.0,421025,629250
,S,-800,-11000,-2800.0,-6800.0,-2400.0,-18000.0,-40168.0,-33200.0,-55200.0,-22050.0,-29600.0,-11400.0,-233418,-77900.0,-107140.0,-121313.0,-37998.0,-40600.0,-69252.0,-4424.0,-458627,-692045
,,,,,,,,,,,,,,,,,,,,,,,
NP-15 Total,,18000,3800,12800.0,3200.0,8800.0,-3200.0,-20768.0,-24600.0,-17200.0,-21300.0,-23325.0,38600.0,-25193,35700.0,1460.0,-11113.0,-17798.0,-13625.0,-40242.0,8016.0,-37602,-62795
SP-15,P,30550,84125,44800.0,10925.0,22650.0,18260.0,76675.0,96575.0,162100.0,156600.0,108800.0,76984.0,889044,59650.0,62240.0,88400.0,101335.0,70892.0,97934.0,85720.0,566171,1455215
