,,,,,,,,,,,,,,,,
,European Option Pricing,,,,,,,,,,,,,,,
,Function: EURO,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,EffDt,1996-02-28 00:00:00,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,INPUTS,,,,,,OUTPUTS,,,,,,,,
,,,,,,,,0,1,2,3,4,5,6,7,8
Fwd Price,Strike,Ann.IntRt,Yield,Ann.Vol,ExpDt,Call=1/Put=0,,Price,Delta,Gamma,Vega ,Rho,Theta,B-S Rho,DeltaVega,Charm
20,10,0.06,0.01,0.2,1996-12-20 00:00:00,1,,,,,,,,,,
20,15,0.06,0.01,0.2,1996-12-20 00:00:00,1,,,,,,,,,,
20,20,0.06,0.01,0.2,1996-12-20 00:00:00,1,,,,,,,,,,
20,25,0.06,0.01,0.2,1996-12-20 00:00:00,1,,,,,,,,,,
20,10,0.06,0.06,0.2,1996-12-20 00:00:00,0,,,,,,,,,,
20,15,0.06,0.06,0.2,1996-12-20 00:00:00,0,,,,,,,,,,
20,20,0.06,0.06,0.2,1996-12-20 00:00:00,0,,,,,,,,,,
20,25,0.06,0.06,0.2,1996-12-20 00:00:00,0,,,,,,,,,,
