Enron Powe,r Trading,& Transmi,ssion,,,,,,,,Pos,t ID:,13134,,,,,,,,,,,,,
Swap Detai,l Report,,,,,,,,,,Rep,ort Date,:  09/28,/01,,,,,,,,,,,,
Desk: EPMI,"-NOX-INV,",Region: N,OX,,,,,,,,Run,Date:,2001-09-28 00:00:00,/01,,,,,,,,,,,,
,,,,,,,,,,,Run,Time:,17:55:00,:06,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Contract,Fixed,Mid,Pru,Basis,Mid,,Cntract,Fwd,,Disc,Delta,Delta,,,,
,,Start Dt,Hr,End Dt,Hr,Delivery,Basis,Hrly,Perd,Volume,Price,Price,Price,Price,Basis,Adj,Price,Mid,Int,Factor,Peak,Off Peak,$,$,$,$
Cnterparty,Deal,MM/DD/YY,Start,MM/DD/YY,End,Point,Point,Volume,Type,mwhrs,$/mwhr,$/mwhr,$/mwhr,$/mwhr,$/mwhr,$/mwhr,$/mwhr,$/mwhr,Rate %,1/i^(1/n),mwhrs,mwhrs,Mid Ctr Val,Pru Ctr Val,Mid Bss Val,Cash
----------,---------,--------,------,--------,------,-----------------------------,-----,-------,----,-----------,-------,-------,-------,-------,-------,-------,-------,-------,-------,---------,---------,------------,------------,------------,------------,----------
AESCORP,273569.01,2001-09-28 00:00:00,0,2001-09-28 00:00:00,100,1999,,1,P,1,0,1300,1299.85,0,0,0,0,1300,0.0354,1,1,0,1300,1300,0,
,,,,,,,--,--------,-----,------------,--------,--------,--------,--------,--------,--------,--------,--------,--------,----------,----------,-------------,-------------,-------------,-------------,-----------
,,,,,,,De,al Total,--->,1,,,,,,,,,,,1,0,1300,1300,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
AQUILA,458767.01,2001-09-28 00:00:00,0,2001-09-28 00:00:00,100,2000,,6,P,6,0,1300,1299.85,0,0,0,0,1300,0.0354,1,6,0,7800,7799,0,
,,,,,,,--,--------,-----,------------,--------,--------,--------,--------,--------,--------,--------,--------,--------,----------,----------,-------------,-------------,-------------,-------------,-----------
,,,,,,,De,al Total,--->,6,,,,,,,,,,,6,0,7800,7799,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
BROOKLYNNA,273510.01,2001-09-28 00:00:00,0,2001-09-28 00:00:00,100,2001,,20,P,20,0,1300,1299.85,0,0,0,0,1300,0.0354,1,20,0,26000,25997,0,
BROOKLYNNA,273510.01,2002-01-15 00:00:00,0,2002-01-15 00:00:00,100,2002,,20,P,20,0,1300,1299.85,0,0,0,0,1300,0.0264,1,20,0,26000,25997,0,
,,,,,,,--,--------,-----,------------,--------,--------,--------,--------,--------,--------,--------,--------,--------,----------,----------,-------------,-------------,-------------,-------------,-----------
,,,,,,,De,al Total,--->,40,,,,,,,,,,,40,0,52000,51994,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
CONECTIVEN,458761.01,2001-09-28 00:00:00,0,2001-09-28 00:00:00,100,2001,,50,P,50,0,1300,1299.85,0,0,0,0,1300,0.0354,1,50,0,65000,64992,0,
,,,,,,,--,--------,-----,------------,--------,--------,--------,--------,--------,--------,--------,--------,--------,----------,----------,-------------,-------------,-------------,-------------,-----------
,,,,,,,De,al Total,--->,50,,,,,,,,,,,50,0,65000,64992,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
CONECTIVEN,503340.01,2001-09-28 00:00:00,0,2001-09-28 00:00:00,100,2001,,50,P,50,0,1300,1299.85,0,0,0,0,1300,0.0354,1,50,0,65000,64992,0,
,,,,,,,--,--------,-----,------------,--------,--------,--------,--------,--------,--------,--------,--------,--------,----------,----------,-------------,-------------,-------------,-------------,-----------
,,,,,,,De,al Total,--->,50,,,,,,,,,,,50,0,65000,64992,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTERGYKOC,561234.01,2001-09-28 00:00:00,0,2001-09-28 00:00:00,100,2000,,50,P,50,0,1300,1299.85,0,0,0,0,1300,0.0354,1,50,0,65000,64992,0,
,,,,,,,--,--------,-----,------------,--------,--------,--------,--------,--------,--------,--------,--------,--------,----------,----------,-------------,-------------,-------------,-------------,-----------
,,,,,,,De,al Total,--->,50,,,,,,,,,,,50,0,65000,64992,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
