,Strip of Daily Fixed Price or Forward Start Options,,,,,,,,,,,,,,,,,,,,,,,,
,Function:OSTRIP2 ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,EffDt,1997-12-02 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Ostrip2 model,,,,,,,,,,
,,,,,,,,,,,,,,OUTPUTS,,,,,,,,,,,
,INPUTS,,,,,,,,,,,,,0,1,2,3,4,5,6,7,8,9,10,
,Fwd Price,Strike,Fwd.Start,BeginDt,EndDt,FwdSt.Flag,Ann.IntRt,Vol_prior,Vol_after,% of Index,Basis Offset,Call=1/Put=0,,Price,Delta,Gamma,Vega ,Rho,Theta,FixDelta,Fwd Vega,GD Vega,Charm,Basis Offset,
,2.354,2.354,1998-01-01 00:00:00,1998-01-01 00:00:00,1998-01-31 00:00:00,1,0.06,0.61,0.85,1,0.11,0,,,,,,,,,,,,,
,2.354,3,1998-01-01 00:00:00,1998-01-01 00:00:00,1998-01-31 00:00:00,1,0.06,0.61,0.85,1,0,0,,,,,,,,,,,,,
,2.354,2,1998-01-01 00:00:00,1998-01-01 00:00:00,1998-01-31 00:00:00,0,0.06,0.61,0.85,1,0,0,,,,,,,,,,,,,
,2.354,2.5,1998-01-01 00:00:00,1998-01-01 00:00:00,1998-01-31 00:00:00,0,0.06,0.61,0.85,1,0,0,,,,,,,,,,,,,
,2.354,3,1998-01-01 00:00:00,1998-01-01 00:00:00,1998-01-31 00:00:00,0,0.06,0.61,0.85,1,0,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1997-12-03 00:00:00,,,,,,,,,,,
,,,,,,,,,,,,,,Price,Delta,Gamma,Vega ,Rho,Theta,FixDelta,Fwd Vega,GD Vega,Charm,,Charm Check
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,EffDt,,,,,Fwd.Start,,BeginDt,,,EndDt,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Strike is set,,Strip Starts,,,Strip Ends,,,,,,,,,,,,,
