California EES RETAIL Scheduling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Sunday,,
,,,EEMC = ENRON ENERGY MARKETING CORP. (PGES),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Monday,,
2001-06-13 00:00:00, ,,EES = ENRON ENERGY SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Tuesday,,
Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Wednesday,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Thursday,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APX NP15,,,Other,PGES NP15,,,,,,,,,,,,,,,,6,Friday,,
Schedule Type,Loc.,Counterparty,Total Volume,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,Notes,,Purchase,Sale,,Purchase,Sale,,,,,,,,,FTP FILE FORMATS,,,,,,,7,Saturday,,
,PGE1,EES,1.8838268608000002,0.071397896,0.0700162704,0.0694805712,0.0690045568,0.0688294128,0.0699140528,0.072336768,0.0751726176,0.0778172384,0.0810829808,0.0822277488,0.083443664,0.08424425760000001,0.0853146352,0.0840997824,0.084399632,0.0853396944,0.08721255200000001,0.0866886208,0.0825791936,0.08078598560000001,0.0804836864,0.0777730736,0.07418196960000001,Load may vary slightly from file sent by FTP (This,1.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,
,PGE2,EES,14.717397350000002,0.5577960625,0.5470021125,0.5428169625,0.5390981,0.5377297875,0.5462035375000001,0.5651309999999999,0.5872860750000001,0.6079471750000001,0.6334607875,0.6424042875,0.6519036250000001,0.6581582625000001,0.6665205875,0.6570295500000001,0.659372125,0.6667163625,0.6813480625000001,0.6772548500000001,0.64514995,0.6311405125,0.6287788000000001,0.6076021375,0.5795466375,Schedule does not replace FTP Server File),2.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,
,PGE3,EES,1146.8973406907999,43.4679315585,42.62678062289999,42.300640253699996,42.0108367368,41.9042068803,42.5645492703,44.039528567999994,45.7660292526,47.376107453399996,49.364332248299995,50.0612813163,50.801545689,51.2889570801,51.9406163427,51.2009987724,51.383550957,51.955872696899995,53.0960918145,52.777115950799995,50.275245303599995,49.183517858100004,48.9994743264,47.3492193711,45.1629103671, load forecasting group,3.0,0,0,0.0,0,0,NP15,Purchases APX,,,,NP15 Sales APX,,,,,NP15 Purchases,,,,,NP15 Sales PGES,,,
NP15 RETAIL LOAD,PGE1,EEMC (PGES),0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,
,PGE2,EEMC (PGES),0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,0,0,0.0,0,0,0,0,0.0,0.0,,0,0,0.0,0,,0,0.0,0.0,0.0,,0,0,0.0,0.0
,PGE3,EEMC (PGES),45.584666999999996,1.370583,1.216279,1.109252,1.06894,1.090701,1.196778,1.374137,1.544623,1.595527,1.782562,1.734833,1.814421,1.91332,2.00362,2.16592,2.336759,2.546428,2.795146,2.894646,2.747011,2.659111,2.659324,2.254442,1.710304,,6.0,0,0,0.0,0,0,0,0,0.0,0.0,,0,0,0.0,0,,0,0.0,0.0,0.0,,0,0,0.0,0.0
Total Load EEMC,NP15,EEMC (PGES),45.584666999999996,1.370583,1.216279,1.109252,1.06894,1.090701,1.196778,1.374137,1.544623,1.595527,1.782562,1.734833,1.814421,1.91332,2.00362,2.16592,2.336759,2.546428,2.795146,2.894646,2.747011,2.659111,2.659324,2.254442,1.710304,,7.0,0,0,0.0,0,0,0,0,0.0,0.0,,0,0,0.0,0,,0,0.0,0.0,0.0,,0,0,0.0,0.0
Total Load EES,NP15,EES,1163.4985649015998,44.097125516999995,43.24379900579999,42.9129377874,42.6189393936,42.5107660806,43.1806668606,44.676996335999995,46.4284879452,48.0618718668,50.07887601659999,50.7859133526,51.536892978000004,52.0313596002,52.6924515654,51.9421281048,52.127322713999995,52.7079287538,53.864652429,53.541059421599996,51.002974447199996,49.8954443562,49.7087368128,48.0345945822,45.816638974199996,,8.0,0,0,0.0,0,0,0,0,0.0,0.0,,0,0,0.0,0,,0,0.0,0.0,0.0,,0,0,0.0,0.0
