On Peak Pricing,On Peak Pricing,On Peak Pricing,On Peak Pricing,On Peak Pricing,,On Peak Pricing,On Peak Pricing,On Peak Pricing,On Peak Pricing,On Peak Pricing
,,,,,,,,,,
,A-West,G-West,J-West,East-West,,,A-East,G-East,J-East,West-East
2000-01-01 00:00:00,,,,11.666667377976186,,,,,,
2000-02-01 00:00:00,,,,1.5950480654761954,,,,,,
2000-03-01 00:00:00,-1.1166343586956557,8.243365641304347,10.87219716304347,0.47305778532608755,,2000-03-01 00:00:00,-1.5896921440217433,7.77030785597826,10.399139377717383,-11.666667377976186
2000-04-01 00:00:00,-0.9076393878676399,4.275117965073527,8.461257670955895,2.8120189270833365,,2000-04-01 00:00:00,-3.7196583149509763,1.4630990379901903,5.649238743872559,-1.5950480654761954
2000-05-01 00:00:00,37.06956969798138,68.77217839363358,85.83050913897516,11.583282741847817,,2000-05-01 00:00:00,25.48628695613356,57.188895651785764,74.24722639712735,-0.47305778532608755
2000-06-01 00:00:00,-1.5154498068181859,30.39292113474026,40.99518168668831,13.042830650568174,,2000-06-01 00:00:00,-14.55828045738636,17.350090484172085,27.952351036120135,-2.8120189270833365
2000-07-01 00:00:00,-13.78176703354978,16.938487295454557,27.169945628787893,6.427231755952377,,2000-07-01 00:00:00,-20.208998789502157,10.51125553950218,20.742713872835516,-11.583282741847817
2000-08-01 00:00:00,-5.0797827282608665,30.54323357608697,53.641412923913045,4.166932633152186,,2000-08-01 00:00:00,-9.246715361413052,26.376300942934783,49.47448029076086,-13.042830650568174
2000-09-01 00:00:00,9.812423151785708,24.222333866071438,38.80176838988095,0.9529849404761883,,2000-09-01 00:00:00,8.85943821130952,23.26934892559525,37.84878344940476,-6.427231755952377
2000-10-01 00:00:00,7.332889904008198,13.515942625096628,25.126048917613637,0.09246727556818968,,2000-10-01 00:00:00,7.240422628440008,13.423475349528438,25.033581642045448,-4.166932633152186
2000-11-01 00:00:00,4.41285686647727,12.53680573011362,20.32930951799242,0.33437504829544196,,2000-11-01 00:00:00,4.078481818181828,12.202430681818178,19.99493446969698,-0.9529849404761883
2000-12-01 00:00:00,1.4146316994047652,11.780316223214264,30.36924479464283,3.0807476994047605,,2000-12-01 00:00:00,-1.6661159999999953,8.699568523809504,27.28849709523807,-0.09246727556818968
2001-01-01 00:00:00,-1.2475780951087074,11.718997991847829,17.768101252717386,1.8941122038043474,,2001-01-01 00:00:00,-3.141690298913055,9.824885788043481,15.873989048913039,-0.33437504829544196
2001-02-01 00:00:00,1.685077193749997,12.550702193749999,20.58995219375,8.268319828125001,,2001-02-01 00:00:00,-6.583242634375004,4.282382365624997,12.321632365625,-3.0807476994047605
2001-03-01 00:00:00,1.0571302102272853,11.519772255681822,26.714772255681837,7.897673428977278,,2001-03-01 00:00:00,-6.840543218749993,3.622098826704544,18.81709882670456,-1.8941122038043474
2001-04-01 00:00:00,-4.790262196428564,2.7942913750000002,22.52345804166667,2.247732589285718,,2001-04-01 00:00:00,-7.037994785714282,0.5465587857142822,20.275725452380954,-8.268319828125001
2001-05-01 00:00:00,2.361613937499989,15.747755241847813,23.661722633152152,7.2695827853260795,,2001-05-01 00:00:00,-4.9079688478260906,8.478172456521733,16.392139847826073,-7.897673428977278
2001-06-01 00:00:00,-1.6523459761904746,17.202862357142877,20.519171880952385,19.47906780059524,,2001-06-01 00:00:00,-21.131413776785713,-2.276205443452362,1.0401040803571462,-2.247732589285718
2001-07-01 00:00:00,-0.38319618181818527,11.135781090909106,16.91447427272726,21.332837252840925,,2001-07-01 00:00:00,-21.71603343465911,-10.197056161931819,-4.418362980113663,-7.2695827853260795
2001-08-01 00:00:00,-13.300000000000004,8.099999999999994,23.25,37.209999999999994,,2001-08-01 00:00:00,-50.51,-29.11,-13.959999999999994,-19.47906780059524
2001-09-01 00:00:00,5.7500000000000036,8.529999999999998,11.489999999999998,19.12,,2001-09-01 00:00:00,-13.369999999999997,-10.590000000000003,-7.630000000000003,-21.332837252840925
2001-10-01 00:00:00,,,,,,,,,,
2001-11-01 00:00:00,,,,,,,,,,
2001-12-01 00:00:00,,,,,,,,,,
