Updated 9/17/01,,,,,,,,,,,,,
,,"ROFR:  Any contract executed prior to March 27, 2000 with term of one year or longer.  (Grandfathered ""GF'd"")",,,,,,,,,,,
,,"ROFR:  Any contract executed after March 27, 2000 with term of one year or longer at max rate.",,,,,,,,,,,
,,"Notice:  Term of 2 years or less, 6 months prior to termination date.",,,,,,,,,,,
,,"Notice:  Term greater than 2 years, 1 year prior to termination date.",,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,ROFR,,ROFR,
Area,Total,Receipt,Delivery,Volume,Ctrc #,Shipper,Start,Term Date,Term,Criteria,ROFR,TRIGGER,Notes:
,,,,,,,,,,,,,
,,SJ,SJ,30000,27496,Reliant,2001-02-07 00:00:00,2001-09-30 00:00:00,8 months,neg. rate,no,,"(Pool to Pool w/alt West, MAXDTQ 20,000/d Feb)"
,,IG,BL,25000,24924,ENA,1996-09-01 00:00:00,2004-01-31 00:00:00,7+ years,GF'd,yes,2003-01-31 00:00:00,
,,IG,BL,100000,24925,WESCO,1996-09-01 00:00:00,2004-01-31 00:00:00,7+ years,GF'd,yes,2003-01-31 00:00:00,
,,IG,BL,30000,24927,Phillips,1996-09-01 00:00:00,2006-01-31 00:00:00,9+ years,GF'd,yes,2005-01-31 00:00:00,
,,IG,BL,15000,25067,BRT,1996-09-01 00:00:00,2001-11-30 00:00:00,5+ years,GF'd,yes,Expired,
,,IG,BL,10000,25397,PNM,1998-04-01 00:00:00,2003-03-31 00:00:00,5 years,GF'd,yes,2002-03-31 00:00:00,
,,IG,BL,85000,26044,Pan Alb,1998-04-01 00:00:00,2003-10-31 00:00:00,5+ years,GF'd,yes,2002-10-31 00:00:00,
,,IG,BL,59000,26436,Pan Alb,1998-11-01 00:00:00,2003-10-31 00:00:00,5 years,GF'd,yes,2002-10-31 00:00:00,
,,IG,BL,30000,27342,Sempra,2001-01-01 00:00:00,2002-12-31 00:00:00,1 year,1 yr ext at max,yes,2002-06-30 00:00:00,
IG to BL,376000,IG,BL,22000,27370,BP Energy,2001-01-01 00:00:00,2002-12-31 00:00:00,1 year,1 yr ext at max,yes,2002-06-30 00:00:00,
,,S.IG,BL,12500,24669,Utes,1996-09-01 00:00:00,2006-01-31 00:00:00,9+ years,GF'd,yes,2005-01-31 00:00:00,
,,S.IG,BL,125000,27047,Red Cedar,2000-02-01 00:00:00,2005-12-31 00:00:00,5+ years,not max,no,,"*See Shipper Options tab.  (MAXDTQ increases to 150,000/d 1/1/2002.)"
,,S.IG,BL,15000,27651,BRT,2001-07-01 00:00:00,2001-09-30 00:00:00,1 month,less than year,no,,"(MAXDTQ 33,000/d July & Aug, 15,000/d Sept)"
,,S.IG,BL,13500,27344,Texaco,2001-01-01 00:00:00,2002-12-31 00:00:00,2 years,not max,no,,
S.IG to BL,187200,S.IG,BL,21200,27371,BP Energy,2001-02-01 00:00:00,2001-12-31 00:00:00,0 year,less than year,no,,
,,BL,EOT,20000,24809,PG&E,1996-12-01 00:00:00,2001-11-30 00:00:00,5 years,GF'd,yes,Expired,
BL to EOT,100000,BL,EOT,80000,25025,BRT,1996-12-01 00:00:00,2006-11-30 00:00:00,10 years,GF'd,yes,2005-11-30 00:00:00,"(MAXDTQ reduces to 60,000/d on 12/1/2004.)"
,,EOT,EOT,35714,24198,Sid,1995-06-01 00:00:00,2002-11-30 00:00:00,6+years,GF'd,yes,2001-11-30 00:00:00,*See Shipper Options tab.  (Furthest possible term date shown.)
,,EOT,EOT,1000,24754,E New Mex,1996-03-01 00:00:00,2005-04-30 00:00:00,5+ years,4 yr ext at disc,no,,
,,EOT,EOT,various,24194,PNM,1996-10-01 00:00:00,2001-09-30 00:00:00,5 years,GF'd,yes,Expired,"(40,000/d Nov-Feb, 25,000/d Mar-Apr, 10,000/d May-Sept)"
,,EOT,EOT,40000,26606,Agave**,1998-11-01 00:00:00,2003-10-31 00:00:00,5 years,GF'd,yes,2002-10-31 00:00:00,*See Shipper Options tab.  (**26606 is Adm Ctrc for 26490)
,,EOT,EOT,8000,26740,ENA,1999-06-01 00:00:00,2007-01-31 00:00:00,7+ years,GF'd,yes,2006-02-01 00:00:00,
,,EOT,EOT,1613,27104,New Mex,2000-02-01 00:00:00,2005-01-31 00:00:00,5 years,GF'd,yes,2004-02-01 00:00:00,
,,EOT,EOT,400000,27161,USGT,2000-04-01 00:00:00,2003-03-31 00:00:00,1+ year,per ctrc,no,,
,,EOT,EOT,20000,27291,Duke,2000-08-01 00:00:00,2002-07-31 00:00:00,2 years,not max,no,,
,,EOT,EOT,1400,27420,WTG Gas,2000-12-01 00:00:00,2001-11-30 00:00:00,1 year,not max,no,,
,,EOT,EOT,20000,27349,Duke,2001-01-01 00:00:00,2005-12-31 00:00:00,5 years,not max,no,,
