Output ,,,,,52562361.50780007
Deal Num,CounterParty,Exp Dt,Phy/Fin,PV Qty,Mid Value
EA1267.2,TXUENETRACOM,2001-12-01 00:00:00,P,-619962.3556,99658.9487
EA1267.2,TXUENETRACOM,2002-01-01 00:00:00,P,-618824.3988,-27073.5674
EA1267.2,TXUENETRACOM,2002-02-01 00:00:00,P,-557971.915,-21621.4117
EA1267.2,TXUENETRACOM,2002-03-01 00:00:00,P,-616815.5024,-16191.4069
EA1267.2,TXUENETRACOM,2002-04-01 00:00:00,P,-596018.3258,3725.1145
EA1267.2,TXUENETRACOM,2002-05-01 00:00:00,P,-614846.9512,3842.7935
EA1267.2,TXUENETRACOM,2002-06-01 00:00:00,P,-593963.8488,3712.274
EA1267.2,TXUENETRACOM,2002-07-01 00:00:00,P,-612648.1768,3829.0511
EA1267.2,TXUENETRACOM,2002-08-01 00:00:00,P,-611369.4706,3821.0592
EA1267.2,TXUENETRACOM,2002-09-01 00:00:00,P,-590360.0664,3689.7504
EA1267.2,TXUENETRACOM,2002-10-01 00:00:00,P,-608659.6262,3804.1226
EA1267.2,TXUENETRACOM,2002-11-01 00:00:00,P,-587525.919,-22766.6294
EA1267.2,TXUENETRACOM,2002-12-01 00:00:00,P,-605542.9258,-32547.9323
EJ2331.1,TXUENETRACOM,2002-01-01 00:00:00,F,154706.0997,10055.8965
EJ2331.1,TXUENETRACOM,2002-02-01 00:00:00,F,139492.9788,7672.1138
EJ2331.1,TXUENETRACOM,2002-03-01 00:00:00,F,154203.8756,4626.1163
EJ2331.1,TXUENETRACOM,2002-04-01 00:00:00,F,149004.5815,-4470.1374
EJ2331.1,TXUENETRACOM,2002-05-01 00:00:00,F,153711.7378,-4611.3521
EJ2331.1,TXUENETRACOM,2002-06-01 00:00:00,F,148490.9622,-4454.7289
EJ2331.1,TXUENETRACOM,2002-07-01 00:00:00,F,153162.0442,-4594.8613
EJ2331.1,TXUENETRACOM,2002-08-01 00:00:00,F,152842.3677,-4585.271
EJ2331.1,TXUENETRACOM,2002-09-01 00:00:00,F,147590.0166,-4427.7005
EJ2331.1,TXUENETRACOM,2002-10-01 00:00:00,F,152164.9066,-4564.9472
EJ2331.1,TXUENETRACOM,2002-11-01 00:00:00,F,146881.4797,4406.4444
EJ2331.1,TXUENETRACOM,2002-12-01 00:00:00,F,151385.7314,9083.1439
EK6378.2,TXUENETRACOM,2002-01-01 00:00:00,F,-154706.0997,-44245.9445
EK6378.2,TXUENETRACOM,2002-02-01 00:00:00,F,-139492.9788,-51751.8951
EK6378.2,TXUENETRACOM,2002-03-01 00:00:00,F,-154203.8756,-59214.2882
EK6378.2,TXUENETRACOM,2002-04-01 00:00:00,F,-149004.5815,-51257.576
EK6378.2,TXUENETRACOM,2002-05-01 00:00:00,F,-153711.7378,-59025.3073
EK6378.2,TXUENETRACOM,2002-06-01 00:00:00,F,-148490.9622,-64445.0776
EK6378.2,TXUENETRACOM,2002-07-01 00:00:00,F,-153162.0442,-71832.9987
EK6378.2,TXUENETRACOM,2002-08-01 00:00:00,F,-152842.3677,-77338.238
EK6378.2,TXUENETRACOM,2002-09-01 00:00:00,F,-147590.0166,-74680.5484
