,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,ENRON ENERGY SERVICES,,,,,,,,,,,
,,,,,,,,,,,,NATURAL GAS BASIS POSITIONS,,,,,,,,,,,
,,,,,,,,,,,,,,,(In Contracts),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,2001-02-14 00:00:00,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,West Region Basis Notional,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Prompt Month,,Summer 2001,,Winter 2001-2002,,Summer 2002,,Remainder,,Total,
,,,,,,,,,,,,2001-03-01 00:00:00,,Apr-01/Oct-01,,Nov-01/Mar-02,,Apr-02/Oct-02,,Nov-02/May-20,,,
,West Region Basis Notional,,,,,,,,,,,,,,,,,,,,,,
,NGI-PGE/CG,,,,,,,,,A,,-2.5112025713229786,,-28.41296501182238,,2.9456211501892646,,-13.875508611365365,,-18.616954689206363,,-48.19079503704845,
,NGI-MALIN,,,,,,,,,A,,1.8879419097656789,,3.7467449597015996,,6.987370742149362,,-1.2899066630043352,,-0.7083430986404908,,7.219087384684207,
,NGI-SOCAL,,,,,,,,,A,,0.3708324976183852,,11.143233711730653,,1.1810906313162701,,-4.166155908099317,,-112.08816619374555,,-104.58558061618339,
,NW/CIG,,,,,,,,,A,,-0.8084532330505957,,-5.076110087031563,,-3.8428922224554745,,-1.0333797422019815,,-13.734435520229649,,-25.641717431742215,
,PERMIAN,IF-NNG/TOK,,,,,,,,A,,-0.21979377945949197,,5.7669917176429495,,-4.294194230066692,,-14.175519327174733,,-22.893516510674075,,-38.9072509106311,
,SAN JUAN,,,,,,,,,A,,-2.0349418476575036,,-4.674963706409932,,-6.808926200076343,,-7.102161027143842,,7.960363307081721,,-17.00947291211378,
,Other,NGI-NOCAL,,,,,,,,A,,-2.024032741567411,,-14.493533844764608,,-5.3688155829170645,,-2.2621099934953843,,-7.091827831575175,,-27.53363418051346,
,Total,,,,,,,,,,,-5.339649765673917,,-32.00060226095328,,-9.200745711860677,,-43.90474127248496,,-167.17288053698962,,-254.6493637035482,
,Western Canada Region Notional,,,,,,,,,,,,,,,,,,,,,,
,SUMAS,,,,,,,,,A,,-1.2539153262878757,,-7.485645572021651,,-7.400552093354291,,-7.111456235145419,,-85.67926882087552,,-110.39079274114737,
,AECO/EMPRESS/STA2,,,,,,,,,A,,0,,0,,0,,0,,0,,0.04594600294781994,
,Total,,,,,,,,,,,-1.2539153262878757,,-7.485645572021651,,-7.400552093354291,,-7.111456235145419,,-85.67926882087552,,-110.34484673819955,
,Ontario Region Notional,,,,,,,,,,,,,,,,,,,,,,
,PARKWAY,,,,,,,,,A,,0,,0,,0,,0,,0,,-0.9101071648212381,
,DAWN,,,,,,,,,A,,0,,0,,0,,0,,0,,0,
,NIAGARA,,,,,,,,,A,,-2.7552999341908855,,1.2805890092666192,,-2.5099571642696077,,-30.285455364205163,,-134.64173056162628,,-179.60200076208054,
,Other,,,,,,,,,A,,0,,0,,0,,0,,0,,0,
,Total,,,,,,,,,,,-2.7552999341908855,,1.2805890092666192,,-2.5099571642696077,,-30.285455364205163,,-134.64173056162628,,-180.51210792690176,
,Central Region Notional,,,,,,,,,,,,,,,,,,,,,,
,NGI/CHI. GATE,,,,,,,,,A,,1.0178576377731514,,7.296290061472403,,0.999766510700173,,4.5290007759929445,,-79.26912605095771,,-64.40573562001762,
,MICH-CG,NGI-MICH_CG,,,,,,,,A,,-0.2666876505083157,,1.938157454968745,,2.816233079056501,,3.3067043119808766,,47.414822240885364,,54.78136739723588,
