,,,,,
,,,,,
YearNum,2001,,,,
MonthNum,10,,,,
PeakorOffPeak,P,,,,
,,,,,
Sum of Price,ZoneCode,,,,
CADateTime,COB,MC,NP,PV,SP
2001-10-01 00:00:00,26,22,26.93000030517578,28.649999618530273,26.56999969482422
2001-10-02 00:00:00,27.75,24.549999237060547,28.309999465942383,29.739999771118164,28.540000915527344
2001-10-03 00:00:00,25.5,23.399999618530273,26.75,25.420000076293945,25.81999969482422
2001-10-04 00:00:00,24.75,22.850000381469727,25.489999771118164,25.399999618530273,25.600000381469727
2001-10-05 00:00:00,23.25,21.600000381469727,24.1200008392334,23.649999618530273,24.1299991607666
2001-10-06 00:00:00,23.25,21.600000381469727,24.1200008392334,23.649999618530273,24.1299991607666
2001-10-08 00:00:00,23.700000762939453,22.700000762939453,23.969999313354492,23.850000381469727,24.030000686645508
2001-10-09 00:00:00,22.5,22.100000381469727,22.979999542236328,22.799999237060547,23.139999389648438
2001-10-10 00:00:00,22,21.100000381469727,23.290000915527344,22.579999923706055,23.299999237060547
2001-10-11 00:00:00,22.899999618530273,21.5,23.739999771118164,23.75,24.149999618530273
2001-10-12 00:00:00,24.899999618530273,23.75,24.65999984741211,25.969999313354492,25.15999984741211
2001-10-13 00:00:00,24.899999618530273,23.75,24.65999984741211,25.969999313354492,25.15999984741211
2001-10-15 00:00:00,27,25,27.959999084472656,27.559999465942383,27.940000534057617
2001-10-16 00:00:00,24.5,23.25,26.649999618530273,27,27.110000610351562
2001-10-17 00:00:00,25.25,22.75,26.309999465942383,25.920000076293945,26.299999237060547
2001-10-18 00:00:00,28.25,26,28.670000076293945,29.479999542236328,29.969999313354492
2001-10-19 00:00:00,25,24,25.700000762939453,26.15999984741211,26.209999084472656
2001-10-20 00:00:00,25,24,25.700000762939453,26.15999984741211,26.209999084472656
2001-10-22 00:00:00,27,27.299999237060547,26.860000610351562,27.329999923706055,26.959999084472656
2001-10-23 00:00:00,28.25,28.299999237060547,27.350000381469727,,27.40999984741211
2001-10-24 00:00:00,28.25,28.299999237060547,27.350000381469727,,27.40999984741211
2001-10-25 00:00:00,28.25,28.299999237060547,27.350000381469727,,27.40999984741211
