,,,,,,,,,
Inside FERC's Gas Market Report monthly bidweek price file.  ,,,,,,,,,
"When done, e-mail to BOTH kdool@mh.com AND mhenergy@yahoo.com",,,,,,,,,
"or fax to 202-383-2109, attention: Kelley Doolan",,,,,,,,,
Prices must be sent to INSIDE FERC by 3:30 pm EASTERN TIME on the last business day of the month or,,,,,,,,,
"they might not be included.  If you have problems, call 202-383-2145 (Kelley Doolan)",,,,,,,,,
,,,,,,,,,
SURVEY / WORKBOOK  NOTES:,,,,,,,,,
"* The essential fields to fill out below are the price, volume, date and price source (your company name) fields.",,,,,,,,,
* Add the specific pipeline names and delivery points in column A as you go.,,,,,,,,,
"* We round the volumes to the nearest thousand, and truncate the last three zeros,",,,,,,,,,
"  ie, 15,320 MMBtu/day is entered as just 15; likewise, 3,000 MMBtu/day, as 3, etc.",,,,,,,,,
"* Only report FIXED-PRICED,  BASELOAD DEALS negotiated during BIDWEEK. NO EFPs please, or basis deals.",,,,,,,,,
"* In the last two columns on the right, please report a low and a high for BASIS DEALS during BIDWEEK ",,,,,,,,,
  at each pricing point. The basis should be reported as plus or minus values to the last day NYMEX ,,,,,,,,,
"  Henry Hub Settlement price, ie., minus a half cents is -0.05, etc.",,,,,,,,,
"* Please do not change the format of the file, and do not put formulas in the cells, just values.",,,,,,,,,
"Thank you for participating, Kelley Doolan.",,,,,,,,,
,,,,,,,,,
,Price,Volume,Date,Price Source,IF Reporter,Comments,Bidweek Basis Low,Bidweek Basis High,
example:,,,,,,,,,
ANR Louisiana,2.02,15,1998-12-24 00:00:00,Your Company,Leave Blank,"baseload,etc",-0.0525,-0.0325,
,2.01,5,1998-12-29 00:00:00,company name,Leave Blank,right after NYMEX close,,,
,1.99,7,1998-12-30 00:00:00,company name,Leave Blank,counterparty,,,
,,,,,,,,,
,Price,Volume,Date,Price Source,IF Reporter,Comments,Bidweek Basis Low,Bidweek Basis High,
,,,,,,,,,
ANR Louisiana,4.26,5,2000-06-28 00:00:00,Enron,Donohoe,,-0.115,-0.085,
,4.26,5,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.255,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.27,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.27,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.27,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.275,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.28,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.27,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.26,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.255,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.25,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.28,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.27,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.27,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.27,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.265,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.275,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.28,15,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.25,15,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.255,15,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.27,25,2000-06-28 00:00:00,Enron,Donohoe,,,,
,,,,,,,,,
NGPL LA Pool,4.28,5,2000-06-28 00:00:00,Enron,Donohoe,,-0.11,-0.08,#VALUE!
,4.28,5,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.29,5,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.285,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.29,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.27,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.27,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.275,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.28,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.27,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.285,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.275,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.285,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.27,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.28,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.26,80,2000-06-28 00:00:00,Enron,Donohoe,,,,
,,,,,,,-0.15,-0.13,
NGPL TXOK,4.24,5,2000-06-28 00:00:00,Enron,Donohoe,,,,#VALUE!
,4.25,5,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.24,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.245,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.23,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.22,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.23,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.225,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.22,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.225,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.225,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.225,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,,,,,,,,,
TRKL ELA,4.27,5,2000-06-28 00:00:00,Enron,Donohoe,,-0.11,-0.095,#VALUE!
,4.26,5,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.255,5,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.265,5,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.25,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.26,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.27,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.255,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.25,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.265,10,2000-06-28 00:00:00,Enron,Donohoe,,,,
,4.26,15,2000-06-28 00:00:00,Enron,Donohoe,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
