2018-07-19 00:00:00,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,Alliance Pricing Sheet,Alliance Pricing Sheet,Alliance Pricing Sheet,Alliance Pricing Sheet,Alliance Pricing Sheet,Alliance Pricing Sheet,Alliance Pricing Sheet,Alliance Pricing Sheet,Alliance Pricing Sheet,Alliance Pricing Sheet,Alliance Pricing Sheet,Alliance Pricing Sheet
 , ,,,,,,,,,,,,
 , ,1150 mmcf/day,1150 mmcf/day,664 mmcf/day,664 mmcf/day,1584 mmcf/day,1584 mmcf/day,650 mmcf/day,650 mmcf/day,350 mmcf/day,350 mmcf/day,600 mmcf/day,600 mmcf/day
,,ANR,ANR,Vector,Vector,NGPL,NGPL,Midwestern,Midwestern,Nicor/Nigas,Nicor/Nigas,Peoples,Peoples
Pricing Date,,M.I. ,D.I. / AOS,M.I. ,D.I. / AOS,M.I. ,D.I. / AOS,M.I. ,D.I. / AOS,M.I. ,D.I. / AOS,M.I. ,D.I. / AOS
2000-08-31 00:00:00,Nov/Mar,0,-0.005,0,0,0,0,0,0,0,0,0,0
 ,Apr-Oct,-0.005,-0.005,0,0,0,0,0,0,0,0,0,0
 ,Nov/Mar,,,,,,,,,,,,
 ,Apr-Oct,,,,,,,,,,,,
 ,Nov/Mar,,,,,,,,,,,,
,Apr-Oct,,,,,,,,,,,,
,Nov/Mar,,,,,,,,,,,,
,Apr-Oct,,,,,,,,,,,,
,Nov/Mar,,,,,,,,,,,,
,Apr-Oct,,,,,,,,,,,,
,Nov/Mar,,,,,,,,,,,,
,Apr-Oct,,,,,,,,,,,,
,Nov/Mar,,,,,,,,,,,,
,Apr-Oct,,,,,,,,,,,,
,Nov/Mar,,,,,,,,,,,,
,Apr-Oct,,,,,,,,,,,,
,Nov/Mar,,,,,,,,,,,,
,Apr-Oct,,,,,,,,,,,,
,Nov/Mar,,,,,,,,,,,,
,Apr-Oct,,,,,,,,,,,,
,Nov/Mar,,,,,,,,,,,,
,Apr-Oct,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Comments:,,"Fletch,  Add your comments here based on any issues / thoughts you may have on pricing. ",,,,,,,,,,
,,,ENA bids on this sheet only.,,,,,,,,,,
,,,M.I. =  NGI Chicago Monthly Index,,,,,,,,,,
,,,"D.I.= Gas Daily, Daily Index Midpoint",,,,,,,,,,
