,2002-02-02 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHED TERM,BORDER 1,S DEAL#,S PRICE,S CONT TERM,SCHD HRS,TZ,MWS,UPSTREAM PATH,,SUPPLY,-E-,MARKET,X,DOWNSTREAM PATH,MWS,M CONT TERM,M PRICE,M DEAL#,TAG,GLOBAL ID,PHY?,COMMENTS,TRAN1 NAME,,,,,,,,,,,,,,,,S STRIP ID,M STRIP ID
,PORTLAND GENERAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NW Delivered,445159.2,0,10/29/2001-4/6/2002,1-24,PST,4,,,CLATSKANPE,-E-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COB N/S HLH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COB N/S,,0.0,,,679089
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COB N/S,153325.1,24.75,1/1/2002-4/6/2002,7-22,PST,25,C#21896,,BPA,-E-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COB N/S,153327.1,25.35,1/1/2002-4/6/2002,7-22,PST,25,C#21892,,BPA,-E-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COB N/S,305699.1,27.25,1/1/2002-4/6/2002,7-22,PST,50,C#23273,,BPA,-E-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COB N/S,305700.1,27.64,1/1/2002-4/6/2002,7-22,PST,50,C#23274,,BPA,-E-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,-E-,SPP,,,25,1/1/2002-4/6/2002,180,556514.1,,,,,,,,,,,,,,,,,COB N/S,,,,,
,,,,,,,,,,,-E-,MID,,,7,10/29/2001-4/6/2002,19.3,3689.4,,,,,,,,,,,,,,,,,COB N/S,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,150,,,,,118,,,32,,,,,,,,,,,,,,,,,,,,COB N/S,,0.0,,,2910276
,COB N/S LLH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COB N/S,,0.0,,,679089
,COB N/S,153325.1,24.75,1/1/2002-4/6/2002,"1-6, 23-24",PST,25,C#21896,,BPA,-E-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COB N/S,153327.1,25.35,1/1/2002-4/6/2002,"1-6, 23-24",PST,25,C#21892,,BPA,-E-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COB N/S,305699.1,27.25,1/1/2002-4/6/2002,"1-6, 23-24",PST,50,C#23273,,BPA,-E-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COB N/S,305700.1,27.64,1/1/2002-4/6/2002,"1-6, 23-24",PST,50,C#23274,,BPA,-E-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COB N/S,474381.1,76,1/1/2002-4/6/2002,"1-6, 23-24",PST,50,,,CRC,-E-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,-E-,MID,,,7,10/29/2001-4/6/2002,19.3,3689.4,,,,,,,,,,,,,,,,,COB N/S,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,200,,,,,193,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
,MIDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MID COLUMBIA,51353.3,21.6,10/29/2001-4/6/2002,7-22,PST,2,C#10123,,BPA,-E-,BPA,,C#42022,2,2/1/2002-2/28/2002,47.5,664061.1,,,,,,,,,,,,,,,,,,,,,,
,MID COLUMBIA,51353.3,21.6,10/29/2001-4/6/2002,7-22,PST,50,C#10123,,BPA,-E-,BPA,,C#10642,50,11/1/2001-4/6/2002,30.65,281938.1,,,,,,,,,,,,,,,,,MID COLUMBIA,,,,,
,MID COLUMBIA,51353.3,21.6,10/29/2001-4/6/2002,7-22,PST,50,C#10123,,BPA,-E-,BPA,,C#10742,50,1/1/2002-4/6/2002,42.75,447576.1,,,,,,,,,,,,,,,,,MID COLUMBIA,,,,,
,,,,,,,,,,,-E-,BPA,,C#24517,25,1/1/2002-3/31/2002,31.85,871641.1,,,,,,,,,,,,,,,,,MID COLUMBIA,,,,,
,,,,,,,,,,,-E-,BPA,,C#24474,25,2/1/2002-2/28/2002,34.5,822090.1,,,,,,,,,,,,,,,,,MID COLUMBIA,,,,,
,,,,,,,,,,,-E-,BPA,,C#10743,50,1/1/2002-4/6/2002,42.9,448835.1,,,,,,,,,,,,,,,,,MID COLUMBIA,,,,,
,,,,,,,,,,,-E-,BPA,,C#42022,12,2/1/2002-2/28/2002,47.5,664061.1,,,,,,,,,,,,,,,,,MID COLUMBIA,,,,,
,,,,,,,,,,,-E-,BPA,,C#42013,50,1/1/2002-4/6/2002,72,600521.1,,,,,,,,,,,,,,,,,MID COLUMBIA,,,,,
