book_id,master_deal_id,instrument_type_cd,otc_exchange_cd,deal_nature_cd,external_cp_cd,internal_cp_cd,region_cd,opt_class_cd,premium_currency_cd,reference_dt,mtm_value_amt,expiry_dt,call_put_cd,strike_price_amt,energy_conversion_factor,curve_cd_correlation_num,cross_gamma_qty,option_premium_amt,premium_due_dt,price_curve_cd,sprd_2nd_curve_cd,commodity_cd,sprd_2nd_cmdty,currency_cd,uom_cd,sprd_2nd_uomd,risk_type_cd,gross_position_qty,delta_position_qty,sprd_2nd_delta,gamma_num,sprd_2nd_gamma,curve_shift_amt,sprd_2nd_curve_shift,peakness_cd,vega_num,sprd_2nd_vega,fixed_price_amt
FT-NW-XL-OPT-BAS,QL1692.2,OPTION,O,F,OPTIONS-EXOTIC,ENA,NGI-SOCAL,USD,USD,2001-03-01 00:00:00,-625013.6487896421,2001-02-27 00:00:00,C,1,0,0,0,0,,NGI-SOCAL,,NG,,USD,MMBTU,,D,-1000000,-503436.65718091704,0,0,0,0,0,N,0,0,0
FT-NW-XL-OPT-BAS,0,OPTION,O,F,0,ENA,0,USD,USD,00:00:00,0,00:00:00,0,0,0,0,0,0,,0,,NG,,USD,MMBTU,,D,0,0,0,0,0,0,0,N,0,0,0
FT-NW-XL-OPT-BAS,0,OPTION,O,F,0,ENA,0,USD,USD,00:00:00,0,00:00:00,0,0,0,0,0,0,,0,,NG,,USD,MMBTU,,D,0,0,0,0,0,0,0,N,0,0,0
FT-NW-XL-OPT-BAS,0,OPTION,O,F,0,ENA,0,USD,USD,00:00:00,0,00:00:00,0,0,0,0,0,0,,0,,NG,,USD,MMBTU,,D,0,0,0,0,0,0,0,N,0,0,0
FT-NW-XL-OPT-BAS,0,OPTION,O,F,0,ENA,0,USD,USD,00:00:00,0,00:00:00,0,0,0,0,0,0,,0,,NG,,USD,MMBTU,,D,0,0,0,0,0,0,0,N,0,0,0
FT-NW-XL-OPT-BAS,0,OPTION,O,F,0,ENA,0,USD,USD,00:00:00,0,00:00:00,0,0,0,0,0,0,,0,,NG,,USD,MMBTU,,D,0,0,0,0,0,0,0,N,0,0,0
FT-NW-XL-OPT-BAS,0,OPTION,O,F,0,ENA,0,USD,USD,00:00:00,0,00:00:00,0,0,0,0,0,0,,0,,NG,,USD,MMBTU,,D,0,0,0,0,0,0,0,N,0,0,0
FT-NW-XL-OPT-BAS,0,OPTION,O,F,0,ENA,0,USD,USD,00:00:00,0,00:00:00,0,0,0,0,0,0,,0,,NG,,USD,MMBTU,,D,0,0,0,0,0,0,0,N,0,0,0
FT-NW-XL-OPT-BAS,0,OPTION,O,F,0,ENA,0,USD,USD,00:00:00,0,00:00:00,0,0,0,0,0,0,,0,,NG,,USD,MMBTU,,D,0,0,0,0,0,0,0,N,0,0,0
FT-NW-XL-OPT-BAS,0,OPTION,O,F,0,ENA,0,USD,USD,00:00:00,0,00:00:00,0,0,0,0,0,0,,0,,NG,,USD,MMBTU,,D,0,0,0,0,0,0,0,N,0,0,0
FT-NW-XL-OPT-PRC,QL1692.2,OPTION,O,F,OPTIONS-EXOTIC,ENA,NGI-SOCAL,USD,USD,2001-03-01 00:00:00,-625013.6487896421,2001-02-27 00:00:00,C,1,0,0,0,0,,NG,,NG,,USD,MMBTU,,D,-1000000,-82918.39303529443,0,0,0,0,0,N,0,0,0
FT-NW-XL-OPT-PRC,0,OPTION,O,F,0,ENA,0,USD,USD,00:00:00,0,00:00:00,0,0,0,0,0,0,,NG,,NG,,USD,MMBTU,,D,0,0,0,0,0,0,0,N,0,0,0
FT-NW-XL-OPT-PRC,0,OPTION,O,F,0,ENA,0,USD,USD,00:00:00,0,00:00:00,0,0,0,0,0,0,,NG,,NG,,USD,MMBTU,,D,0,0,0,0,0,0,0,N,0,0,0
FT-NW-XL-OPT-PRC,0,OPTION,O,F,0,ENA,0,USD,USD,00:00:00,0,00:00:00,0,0,0,0,0,0,,NG,,NG,,USD,MMBTU,,D,0,0,0,0,0,0,0,N,0,0,0
FT-NW-XL-OPT-PRC,0,OPTION,O,F,0,ENA,0,USD,USD,00:00:00,0,00:00:00,0,0,0,0,0,0,,NG,,NG,,USD,MMBTU,,D,0,0,0,0,0,0,0,N,0,0,0
FT-NW-XL-OPT-PRC,0,OPTION,O,F,0,ENA,0,USD,USD,00:00:00,0,00:00:00,0,0,0,0,0,0,,NG,,NG,,USD,MMBTU,,D,0,0,0,0,0,0,0,N,0,0,0
FT-NW-XL-OPT-PRC,0,OPTION,O,F,0,ENA,0,USD,USD,00:00:00,0,00:00:00,0,0,0,0,0,0,,NG,,NG,,USD,MMBTU,,D,0,0,0,0,0,0,0,N,0,0,0
FT-NW-XL-OPT-PRC,0,OPTION,O,F,0,ENA,0,USD,USD,00:00:00,0,00:00:00,0,0,0,0,0,0,,NG,,NG,,USD,MMBTU,,D,0,0,0,0,0,0,0,N,0,0,0
FT-NW-XL-OPT-PRC,0,OPTION,O,F,0,ENA,0,USD,USD,00:00:00,0,00:00:00,0,0,0,0,0,0,,NG,,NG,,USD,MMBTU,,D,0,0,0,0,0,0,0,N,0,0,0
FT-NW-XL-OPT-PRC,0,OPTION,O,F,0,ENA,0,USD,USD,00:00:00,0,00:00:00,0,0,0,0,0,0,,NG,,NG,,USD,MMBTU,,D,0,0,0,0,0,0,0,N,0,0,0
