,,,,,,,,
,,,,,,,,
,,,MW/Hr,Price,Hours,,,
,,2002-04-28 00:00:00,38,18,14,9576.0,Paid,
,,2002-04-29 00:00:00,12,28,14,4704.0,Paid,
,,2002-04-30 00:00:00,0,0,0,0.0,Paid,
,,2002-05-01 00:00:00,20,29.75,14,8330.0,Paid,
,,2002-05-02 00:00:00,,,14,0.0,Paid,
,,,,,,22610.0,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Avista Purchases to Replace BPA Curtailments at COB on COI line,,,,,,
,,,MW/Hr,Price,Hours,,,
,,2002-04-22 00:00:00,12,35,16,6720.0,Paid,
,,2002-04-23 00:00:00,12,31,14,5208.0,Paid,
,,2002-04-24 00:00:00,12,34,14,5712.0,Paid,
,,2002-04-25 00:00:00,12,29,14,4872.0,Paid,
,,2002-04-26 00:00:00,12,26,14,4368.0,Paid,
,,2002-04-27 00:00:00,12,26,13,4056.0,Paid,
,,2002-04-28 00:00:00,38,18,14,9576.0,Paid,
,,2002-04-29 00:00:00,12,28,14,4704.0,Paid,
,,2002-04-30 00:00:00,0,0,0,0.0,Paid,
,,2002-05-01 00:00:00,20,29.75,14,8330.0,Paid,
,,,,,,,,
,,Avista Purchases ,,,,,,
,,,MW/Hr,Price,Hours,,Location,
,,2002-05-20 00:00:00,12,28,16,5376.0,PGE,Paid
,,2002-05-21 00:00:00,3,24.5,16,1176.0,PGE,Paid
,,2002-05-21 00:00:00,1,24.5,2,49.0,PGE,Paid
,,2002-05-22 00:00:00,3,21,16,1008.0,PGE,Paid
,,2002-05-23 00:00:00,3,21,16,1008.0,PGE,Paid
,,2002-05-23 00:00:00,14,24,14,4704.0,COB,Paid
,,2002-05-24 00:00:00,3,15.25,16,732.0,PGE,Paid
,,2002-05-25 00:00:00,3,15.25,16,732.0,PGE,Paid
,,,,,,14785.0,,
,,,MW/Hr,Price,Hours,,Location,
,,2002-05-26 00:00:00,0,,16,0.0,,
,,2002-05-27 00:00:00,0,,16,0.0,,
,,2002-05-28 00:00:00,6,,16,0.0,,
,,2002-05-29 00:00:00,3,,16,0.0,,
,,2002-05-30 00:00:00,3,,16,0.0,,
,,2002-05-31 00:00:00,3,,16,0.0,,
,,,,,,,,
,,Avista Purchases to Replace BPA Curtailments at COB on COI line,,,,,,
,,,MW/Hr,Price,Hours,,,
,,2002-05-23 00:00:00,14,24,14,4704.0,Paid - same as above,
,,,,,,,,
,,2002-05-17 00:00:00,20,26.5,13,6890.0,Paid,
