Effective Date,NG 6-yy,Effective Date,IF-HPL/SHPCHAN 7-yy,NG 6-yy vol,IF-HPL/SHPCHAN 7-yy vol,NG 6-yy returns,IF-HPL/SHPCHAN 7-yy returns,NG 6-yy CORR to IF-HPL/SHPCHAN 7-yy,,NG 6-yy stdev of price returns,NG 6-yy stdev of price changes
2000-12-14 00:00:00,5.055,2000-12-14 00:00:00,5.09,,,,,,,,
2000-12-15 00:00:00,5.15,2000-12-15 00:00:00,5.185,,,0.018618862203210202,0.01849201111905916,,0.09500000000000064,,
2000-12-18 00:00:00,5.11,2000-12-18 00:00:00,5.145,,,-0.00779731046003173,-0.007744472395477711,,-0.040000000000000036,0.018679054823173072,0.0954594154601844
2000-12-19 00:00:00,5.17,2000-12-19 00:00:00,5.205,,,0.011673284304724587,0.011594332780919446,,0.05999999999999961,0.01369403331754076,0.07005949852327922
2000-12-20 00:00:00,5.185,2000-12-20 00:00:00,5.22,,,0.0028971531611527873,0.002877699827614974,,0.01499999999999968,0.011415353170944158,0.05838093296045686
2000-12-21 00:00:00,5.31,2000-12-21 00:00:00,5.35,,,0.023821993572356714,0.024599159013367816,,0.125,0.012601619941201278,0.06532610504231842
2000-12-22 00:00:00,5.23,2000-12-22 00:00:00,5.2675,,,-0.015180557177015754,-0.015540694211708094,,-0.07999999999999918,0.015211904289873793,0.07920963746077017
2000-12-26 00:00:00,5.346,2000-12-26 00:00:00,5.3835,,,0.021937339639895706,0.021782853577427562,,0.11599999999999966,0.01518645416968697,0.07940792811564232
2000-12-27 00:00:00,5.365,2000-12-27 00:00:00,5.3925,,,0.0035477583659344644,0.0016703790075397727,,0.019000000000000128,0.014147601842831174,0.07394930696091732
2000-12-28 00:00:00,5.285,2000-12-28 00:00:00,5.3075,,,-0.015023756760460862,-0.015888184685900333,,-0.08000000000000007,0.015205371309728214,0.07969804124178811
2000-12-29 00:00:00,5.4,2000-12-29 00:00:00,5.4225,0.24232003102327954,0.24706668097944523,0.02152633424802779,0.0214360491236183,0.9991800339538577,0.11500000000000021,0.015264727137548907,0.08028733122700954
2001-01-02 00:00:00,5.23,2001-01-02 00:00:00,5.2525,0.29866649462303724,0.30103077581819315,-0.03198767549339713,-0.03185280998187396,0.9993381670457945,-0.16999999999999993,0.018576596491477627,0.09799638212245847
2001-01-03 00:00:00,5.204,2001-01-03 00:00:00,5.2265,0.29652949013504964,0.29900915303360637,-0.004983717426572825,-0.004962315746393734,0.9993348885877296,-0.02600000000000069,0.01786492413462503,0.0942158627189646
2001-01-04 00:00:00,5.375,2001-01-04 00:00:00,5.4075,0.33178151942486134,0.33868725386246895,0.03233101336346773,0.034045040854451994,0.9992226233535179,0.17100000000000026,0.01900989661961028,0.10035647999468236
2001-01-05 00:00:00,5.575,2001-01-05 00:00:00,5.6075,0.3697610705626756,0.37567375161481115,0.03653374333245607,0.036318108567149676,0.9993239078841031,0.20000000000000018,0.020146082362617744,0.10720925415198158
2001-01-08 00:00:00,5.78,2001-01-08 00:00:00,5.805,0.38978526209203107,0.39171313504531113,0.03611136533810362,0.03461462773762841,0.9992181199310451,0.20500000000000007,0.020818168191287834,0.1120323082652415
2001-01-09 00:00:00,5.965,2001-01-09 00:00:00,5.99,0.38078382763639135,0.38292132824389385,0.03150537286559332,0.03137179697750317,0.9991815424109037,0.1849999999999996,0.020888794933465547,0.11349823787178372
2001-01-10 00:00:00,6.015,2001-01-10 00:00:00,6.04,0.37810420022972147,0.38008624132170404,0.00834729387676282,0.008312599819365565,0.9991627994338924,0.04999999999999982,0.020231295397084223,0.10990684558244018
2001-01-11 00:00:00,5.955,2001-01-11 00:00:00,5.985,0.3922634287087463,0.3916293657995798,-0.010025146619378707,-0.009147672936787072,0.9993828003377494,-0.05999999999999961,0.02019943541972809,0.11010262592369953
