10220019   / 0530,,,,,,19646717.02,Total,,
ENA Cash Svc CINY Ba,,,,,,19646717.02,Subtotal,,
Allocation,Doc.no.,DT, Doc Date,PK,Curr.,  Amount,Tx, CL,   Text
20000731,2000017269,ZR,2000-07-14 00:00:00,40,USD,18710,,,30019609331 SAME DAY DR TRANSFER GID:LCT0195069520
20000731,2000017270,ZR,2000-07-17 00:00:00,40,USD,24157.27,,,30019909404 SAME DAY DR TRANSFER GID:LCT0196186460
20000731,2000017809,ZR,2000-07-18 00:00:00,40,USD,18720,,,30020009504 SAME DAY DR TRANSFER GID:LCT0200138780
20000731,2000017299,ZR,2000-07-21 00:00:00,40,USD,110000,,,30020309798 SAME DAY DR TRANSFER GID:LCT0203250230
0,2000017793,ZR,2000-07-31 00:00:00,40,USD,147792.04,,,
20000810,100000328,SA,2000-08-10 00:00:00,40,USD,4701607.46,,,0364 10205220 CINY 40673648 07-05-00
0,100000603,AB,2000-08-31 00:00:00,40,USD,1918679.97,,,
20001023,2000039708,ZR,2000-10-20 00:00:00,40,USD,115000,,,SM Clear Cash
20001130,2000054244,ZR,2000-11-03 00:00:00,40,USD,960.44,,,SM-Not Recorded in AP/SAP as of 11/30/00
0,2000054217,ZR,2000-11-08 00:00:00,40,USD,100000,,,TWS000190221  Brownsville Public Utility
20010108,2000063927,ZR,2000-12-07 00:00:00,40,USD,5980.28,,,TWS000202337  Compression Projects Financie Ltd
20010108,2000063930,ZR,2000-12-22 00:00:00,40,USD,36.55,,,SM Clear Cash - 1/8/01
20010110,2000065005,ZR,2000-12-29 00:00:00,40,USD,5944291.67,,,TWS000212425  Barclays London
20010122,100002201,SA,2000-12-31 00:00:00,40,USD,105000,,,Period 13 - bk GE 147 & upl
20010102,100001471,SA,2001-01-02 00:00:00,40,USD,28067.58,,,Reverse Doc 0530-2000081208  03-12-01
20010328,2000085310,ZR,2001-03-22 00:00:00,40,USD,160.69,,,
20010328,2000085311,ZR,2001-03-23 00:00:00,40,USD,266961.28,,,
20010403,2000094413,ZR,2001-04-03 00:00:00,40,USD,78684.22,,,TWS000255838
20010420,2000094417,ZR,2001-04-20 00:00:00,40,USD,96308.58,,,TWS000263918
20010507,2000095358,ZR,2001-04-25 00:00:00,40,USD,25049.77,,,Sent to 2 acct. from main acct.
20010425,2000094420,ZR,2001-04-25 00:00:00,40,USD,278830,,,TWS000266199
20010425,100002051,SA,2001-04-25 00:00:00,40,USD,795925,,,RETW 04-25-01 - UNABLE TO APPLY DUE T0 NO ACCT AS
20010524,2000099397,ZR,2001-05-07 00:00:00,40,USD,12800,,,virginia power
20010524,2000099393,ZR,2001-05-07 00:00:00,40,USD,108000,,,virginia power
20010529,2000100845,ZR,2001-05-16 00:00:00,40,USD,219.18,,,
20010604,2000102603,ZR,2001-05-24 00:00:00,40,USD,39710,,,clear cash to outflow acct.
20010525,100006450,SA,2001-05-25 00:00:00,40,USD,120475,,,Reverse doc 0530-2000102303 no bank activity
20010529,2000101163,ZR,2001-05-29 00:00:00,40,USD,5871.93,,,
20010604,2000102601,ZR,2001-05-31 00:00:00,40,USD,713538,,,clear cash to outflow acct.
20010604,2000102599,ZR,2001-05-31 00:00:00,40,USD,3656979.89,,,TWS000283459 Linder Oil Company
20010626,2000108638,ZR,2001-06-21 00:00:00,40,USD,11802.5,,,
20010626,2000108935,ZR,2001-06-22 00:00:00,40,USD,136482.53,,,
20010626,2000110101,ZP,2001-06-26 00:00:00,40,USD,5068.55,,,
20010831,2000130638,ZR,2001-08-24 00:00:00,40,USD,6846.64,,,
20010831,2000131836,ZR,2001-08-31 00:00:00,40,USD,8000,,,TWS000329655 KSTARR VPP LP
20010926,2000117744,ZR,2001-09-26 00:00:00,40,USD,40000,,,TWS000240240 David R Oxley
