,,,,,,,,,0.028316819,22.605159,,,,0.0283168,22.605159,,,,All Values in,Tank Shell Capacity,,155151.2,(97%),,,,,,,,,,1CT SHUTDOWN,,,ESTIMATED,534200.0,,,
,,,WORKING INVENTORY,,,,,,,22.544719,,,,,22.544719,,,,Cubic Meters,Heel,,9230,(6 Feet) -(Does not include 395 M3 in Unloading Line),,,,,,,,,,,DISPATCH FACTOR @ %,,ESTIMATED,765970.0,,0.7294,817300.0
,,,0,,,,,,,,,,,,,,,,,Working Inventory,,145921.2,,,,,,,,,,,,0.822,,,925380.0,,0.524,657350.0
,,,,,,,,5.614589,,,,,5.614589,,,,,,,,,,,,,,,,,,,,,0.628,,,732150.0,,0.657,783680.0
,,LNG TANK,,,,,INVENTORY,INVENTORY,INVENTORY,INVENTORY,,CONSUMPTION,CONSUMPTION,CONSUMPTION,CONSUMPTION,,,,,LNG Opening,,Daily ,Available,,,Shipment Vol.,Theoretical,,,,,,,0.853,,,908680.0,,0.7049,809130.0
,DATE,HOUR,FT-IN,FT-IN,%,,GALLONS,CUBIC FEET,CUBIC METER,MMBTU,,GALLONS,CUBIC FEET,CUBIC METER,MMBTU,,,,,Tank Inventory,,Consumption,Tank Space,,Ship,Cubic Meters,Closing,,,,,,,0.624,,,750470.0,,0.76,
,,,,,,,,,,,,,,,,,,,,Above Heel,,,,,,,Above Heel,,,,,,,0.675,,,775680.0,,,
APRIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2001-04-01 00:00:00,00:00:00,23.391,23.393,22.4572728136727,,9439360,1261860.1624533331,35731.865823501634,807724.5083069204,,-681030,-91040.56063499999,-2577.9790771598196,-58276.71,,,,2001-04-01 00:00:00,30443.844976009543,,2577.9790771598196,115477.35502399047,*,,,27865.865898849723,,,,,,,,,,,,,
,2001-04-02 00:00:00,00:00:00,21.502,21.507,20.646713393051712,,8674280,1159583.7397838095,32835.722874801235,742256.736464819,,-765080,-102276.4226695238,-2896.1429487004025,-65468.98857142857,,,,2001-04-02 00:00:00,27865.865898849723,,2896.1429487004025,118055.33410115029,,,,24969.72295014932,,,,,,,,,,,,,
,2001-04-03 00:00:00,00:00:00,19.545,19.546,18.76415399547072,,7884014,1053940.4352439523,29844.24054158422,674633.8026767573,,-790266,-105643.30453985713,-2991.4823332170126,-67624.19057142857,,,,2001-04-03 00:00:00,24969.72295014932,,2991.4823332170126,120951.47704985068,*,,,21978.240616932308,,,,,,,,,,,,,
