,San Juan Lateral,,,,,,366,365.0,365.0,365.0,366.0,365.0,365.0,365.0,366.0,365.0,365.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Actual,Start,Termination,Contract Days,Contract Days,Contract Days,Contract Days,Contract Days,Contract Days,Contract Days,Contract Days,Contract Days,Contract Days,Contract Days,,Total,Annual Volumes,Annual Volumes,Annual Volumes,Annual Volumes,Annual Volumes,Annual Volumes,Annual Volumes,Annual Volumes,Annual Volumes,Annual Volumes,Annual Volumes,,Annual Revenues,Annual Revenues,Annual Revenues,Annual Revenues,Annual Revenues,Annual Revenues,Annual Revenues,Annual Revenues,Annual Revenues,Annual Revenues,Annual Revenues
Path,Shipper,Contract #,SJ,Demand $,Date,Date,2000,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,,Days,2000,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,,2000,2001.0,2002.0,2003.0,2004,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0
EOT to EOT,Agave,27377,10000,,2001-03-01 00:00:00,2002-02-28 00:00:00,0,306.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,3060000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
EOT to EOT,Agave,     26490***,40000,,1998-11-01 00:00:00,2003-10-31 00:00:00,366,365.0,365.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,14640000,14600000.0,14600000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
EOT to EOT,Astra Power,27495,50000,,2001-03-01 00:00:00,2003-03-31 00:00:00,0,306.0,365.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,15300000.0,18250000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
EOT to EOT,Bass Enterprises,27600,2500,,2001-06-01 00:00:00,2002-05-31 00:00:00,0,214.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,535000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
EOT to EOT,Burlington,25025,80000,,,2006-11-30 00:00:00,366,365.0,365.0,365.0,366.0,365.0,,,,,,,,29280000,,,,,,,,,,,,,,,,,,,,,,
EOT to EOT,Burlington,25031,0,,1996-12-01 00:00:00,2006-11-30 00:00:00,366,365.0,365.0,365.0,366.0,365.0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,
EOT to EOT,Duke,27291,20000,,2000-08-01 00:00:00,2002-07-31 00:00:00,153,365.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3060000,7300000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
EOT to EOT,Duke Energy,27349,20000,,2001-01-01 00:00:00,2005-12-31 00:00:00,0,365.0,365.0,365.0,366.0,,,0.0,0.0,0.0,0.0,,,0,7300000.0,7300000.0,7300000.0,7320000.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,
