,,,,,,,,,,,,,
Index,MICH_CG-GD,,,,,,,,,,,,
,,,,,,,,,,,,,
 ,Month,,,,,,,,,,,,
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Grand Total
2001,,,,,,-1717.598891348578,1262.0217061580042,-1884.3777561251773,30349.206011224807,67240.38632817953,3962.2533143498404,-3220.7175578485894,95991.17315458984
2002,-1536.4522918381329,756.4476217561505,5974.556803739457,39657.2266047843,41593.51101789662,35364.567851922686,33550.12726862644,31447.95133569317,43765.36187746244,37449.453905929215,26250.902394060337,20659.964130098517,314933.6185201312
2003,26203.306342776275,28147.877453973386,31874.175851161403,32923.5051401026,31523.809128235287,29275.784570503147,28009.70356534415,25351.567595444998,27126.381227119433,27377.155116829956,28171.52450746408,23574.171184966075,339558.96168392076
2004,26202.11018275128,28146.885571338968,31872.73249658839,32922.05187765772,31522.373244117243,29274.4202899468,28008.37076114332,25350.286746427526,27125.118133188644,27375.909358163444,28170.311139245037,23573.511331383117,339544.0811319515
2005,26201.291396609613,28146.208346509047,31871.75532406305,32921.06665867807,31521.394923204665,29273.48564895091,28007.450703077862,25349.39401475653,27124.2287745992,27375.021087171328,28169.433365389013,23573.026920543827,339533.7571635531
2006,26200.68081590016,28145.695309587147,31871.001246975808,32920.28998263394,31520.605482360756,29296.01657329071,28008.670721781484,25354.746611299277,27137.175970566575,27456.05493742479,28361.66583455525,24983.306411463265,341255.9098978391
2007,27227.08051435678,29349.324321555738,32269.746895453394,33102.68438743703,31544.82077809536,29295.49061351028,28008.144489745668,25354.223029835775,27136.640123551002,27455.494708451966,28361.07932195271,24982.702707745346,344087.4318916911
2008,27226.47139287643,29348.735184331344,32269.160771892293,33102.124090530706,31544.2839680801,29294.97091348264,28007.635356734572,25353.727602318795,27136.144492286898,27454.988061872762,28360.561386462206,24982.182023691777,344080.9852445605
2009,27225.95899855974,29348.25213824597,32268.694345569787,15929.690108142853,16687.37920342275,16096.077569340629,16200.741801565542,16523.336021817224,16266.743730717031,15932.569057069417,16238.622715143214,9270.8275,227988.89318959415
2010,20000,20000,20000,0,0,0,-0.9911523966493405,0,0,0,0,0,59999.00884760335
2011,0,0,0,,,,,,,,,,0
Grand Total,204950.44735199216,221389.42594729774,250271.82373544358,253478.63884996722,247458.1777454128,225453.2151395992,219061.87522178036,198200.8552014681,253167.00034071604,285117.0325610924,216046.35397862172,172378.9746520433,2746973.820725435
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Index,ANR/ML7-GDM,,,,,,,,,,,,
,,,,,,,,,,,,,
 ,Month,,,,,,,,,,,,
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Grand Total
2001,,,,,,3892.064630044566,2358.719998946588,4636.649534200027,-19213.422019824502,-57745.70503638836,-8104.25749835468,3355.9828083901957,-70819.96758298617
2002,-31658.784650527232,-33765.54799381562,-8606.500518479821,-62190.62759738083,-25315.776649243042,-35865.851008088604,-28450.27822040178,-26852.66275663155,-34092.44813384438,-39961.41505380389,-38414.326524266544,-47509.253265098705,-412683.47237158206
2003,-49512.2730631434,-40136.50441942182,-34761.01413881232,-20105.73500953604,-11162.625073337878,-9067.62344846293,-11147.771516649409,-8404.995825183809,-9490.465201812294,-15284.084818032625,-21314.322006824517,-30305.294136294244,-260692.70865751128
2004,-39306.16261007084,-32494.996792943028,-26082.26588754843,-15390.39965745294,-8233.2569766874,-5588.994694426095,-7619.523077413702,-5475.687395299913,-6388.613606745808,-10587.117025143216,-21320.99971808987,-30293.45411554369,-208781.47155736492
2005,-39279.81457156063,-32432.69132843445,-26056.429564673632,-15349.249859941072,-8067.5326403489635,-5498.830209483487,-7453.8920987183465,-5438.357064521415,-6259.015316517251,-10138.308502860118,-18874.077312167043,-25197.78722103017,-200045.98569025652
2006,-30477.824985377807,-25891.135919088436,-21775.084358194734,-12580.75456718196,-7456.165469270655,-4803.524263868554,-6819.640015348253,-4868.318645499093,-5034.067755281442,-7202.553500032476,-11605.692029828884,-15077.613897073283,-153592.37540604558
2007,-18038.050433240784,-13881.829548896443,-14609.251123656755,-7715.536410343781,-5809.492824615784,-4725.9798717498925,-6806.839796144248,-4828.583839319035,-4995.667961147166,-7199.8670230169255,-11580.821476191864,-15064.468580549572,-115256.38888887224
2008,-18023.763019535545,-13909.715029135818,-14574.205377760316,-7712.861850959301,-5739.5785846816125,-4686.4021588791065,-6793.453901364476,-4732.564057921504,-5005.326406084207,-7189.065433132488,-11520.95446722842,-15072.150266745504,-114960.04055342832
2009,-17157.566599244397,-12686.631213938597,-13363.50829220705,-6322.3947436622275,-3101.266292156537,-1812.4619317228187,-1915.3845890413224,-1940.5565482481056,-3381.5398500502383,-6285.915611405212,-9617.32807791322,-14681.262550504538,-92265.81630009427
2010,-11145.081638613763,-7821.402883826417,-8110.036274999925,-1656.7763511642497,2824.4622860041527,3940.506261449991,8073.233616438361,8154.498048326768,7458.420298072306,6701.7079924897225,5663.639510705298,4615.987278028317,18699.158142910564
2011,4287.186362170623,5683.830366108363,5095.178010231812,-3340.2839093593047,-2330.289825498055,-1967.0634347649702,-1909.3750190320495,-1828.0019802377476,-24.774892856372986,-74.32423451426669,-101.08033491068483,-424.1384792145419,3066.862628122804
2012,-451.88306673031127,-253.2907869431468,-196.2100399047459,-94.14059963512271,-58.465917882639296,-16.846007946547132,-43.60117188143207,-5.945577648543902,-24.77308729415807,0,0,0,-1145.1562558666471
Grand Total,-250764.01827587408,-207589.91555033537,-163039.32756600593,-152458.76055661682,-74449.98796771842,-66201.00613789845,-68527.80579061006,-51584.526107983926,-86451.69393338551,-154966.6482458399,-146790.2199350704,-185653.45242563574,-1608477.3624929746
