UNIT ID,SC ID,OPR DT,HE,DA MKT,DA RMR,DA INC,DA FINAL,NOT USED,DA MKT REPL,RT CHANGE,FIRM FLAG,HA MKT,HA RMR,INT FINAL,HA MKT REPL,RT RMR,RT INC REPL,RT INC REGUP,RT INC REGDN,PAYMENT OPTION,RT INT 1,RT INT 2,RT INT 3,RT INT 4,RT INT 5,RT INT 6,VOLT SUPP,VOLT SUPP MW,SUB UNIT1,SUB UNIT1 MW,SUB UNIT2,SUB UNIT2 MW,SUB UNIT3,SUB UNIT3 MW
SAMPLE_UNIT,SCID,2001-11-14 00:00:00,1,80,80,0,80,,0,0,0,80,80,80,0,80,0,0,0,C,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,0,0,UNIT_ID_1,20,UNIT_ID_2,10,UNIT_ID_3,50
SAMPLE_UNIT,SCID,2001-11-14 00:00:00,2,80,80,0,80,,0,0,0,80,80,80,0,80,0,0,0,C,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,0,0,UNIT_ID_1,20,UNIT_ID_2,10,UNIT_ID_3,50
SAMPLE_UNIT,SCID,2001-11-14 00:00:00,3,80,80,0,80,,0,0,0,80,80,80,0,80,0,0,0,C,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,0,0,UNIT_ID_1,20,UNIT_ID_2,10,UNIT_ID_3,50
SAMPLE_UNIT,SCID,2001-11-14 00:00:00,4,80,80,0,80,,0,0,0,80,80,80,0,80,0,0,0,C,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,0,0,UNIT_ID_1,20,UNIT_ID_2,10,UNIT_ID_3,50
SAMPLE_UNIT,SCID,2001-11-14 00:00:00,5,80,80,0,80,,0,0,0,80,80,80,0,80,0,0,0,C,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,0,0,UNIT_ID_1,20,UNIT_ID_2,10,UNIT_ID_3,50
SAMPLE_UNIT,SCID,2001-11-14 00:00:00,6,80,80,0,80,,0,0,0,80,80,80,0,80,0,0,0,C,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,0,0,UNIT_ID_1,20,UNIT_ID_2,10,UNIT_ID_3,50
SAMPLE_UNIT,SCID,2001-11-14 00:00:00,7,80,80,0,80,,44.5,0,0,80,80,80,44.5,80,0,0,0,M,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,0,0,UNIT_ID_1,40,UNIT_ID_2,10,UNIT_ID_3,30
SAMPLE_UNIT,SCID,2001-11-14 00:00:00,8,80,80,0,80,,35,0,0,80,80,80,35,80,0,0,0,M,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,0,0,UNIT_ID_1,60,UNIT_ID_2,10,UNIT_ID_3,10
SAMPLE_UNIT,SCID,2001-11-14 00:00:00,9,96,80,0,96,,23.49,0,0,96,80,96,23.49,80,0,0,0,M,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,0,0,UNIT_ID_1,60,UNIT_ID_2,10,UNIT_ID_3,10
SAMPLE_UNIT,SCID,2001-11-14 00:00:00,10,96,80,0,96,,0,0,0,96,80,96,0,80,0,0,0,M,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,0,0,UNIT_ID_1,60,UNIT_ID_2,0,UNIT_ID_3,20
SAMPLE_UNIT,SCID,2001-11-14 00:00:00,11,96,80,0,96,,0,0,0,96,80,96,0,80,0,0,0,M,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,0,0,UNIT_ID_1,60,UNIT_ID_2,0,UNIT_ID_3,20
SAMPLE_UNIT,SCID,2001-11-14 00:00:00,12,96,80,0,96,,0,0,0,96,80,96,0,80,0,0,0,M,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,0,0,UNIT_ID_1,50,UNIT_ID_2,0,UNIT_ID_3,30
SAMPLE_UNIT,SCID,2001-11-14 00:00:00,13,96,80,0,96,,0,0,0,96,80,96,0,80,0,0,0,M,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,0,0,UNIT_ID_1,50,UNIT_ID_2,0,UNIT_ID_3,30
SAMPLE_UNIT,SCID,2001-11-14 00:00:00,14,96,80,0,96,,0,0,0,96,80,96,0,80,0,0,0,M,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,0,0,UNIT_ID_1,50,UNIT_ID_2,0,UNIT_ID_3,30
SAMPLE_UNIT,SCID,2001-11-14 00:00:00,15,96,80,0,96,,0,0,0,96,80,96,0,80,0,0,0,M,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,0,0,UNIT_ID_1,50,UNIT_ID_2,0,UNIT_ID_3,30
SAMPLE_UNIT,SCID,2001-11-14 00:00:00,16,96,80,0,96,,0,0,0,96,80,96,0,80,0,0,0,M,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,0,0,UNIT_ID_1,45,UNIT_ID_2,10,UNIT_ID_3,25
SAMPLE_UNIT,SCID,2001-11-14 00:00:00,17,96,80,0,96,,0,0,0,96,80,96,0,80,0,0,0,M,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,0,0,UNIT_ID_1,45,UNIT_ID_2,10,UNIT_ID_3,25
SAMPLE_UNIT,SCID,2001-11-14 00:00:00,18,96,80,0,96,,19.5,0,0,96,80,96,19.5,80,0,0,0,M,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,0,0,UNIT_ID_1,60,UNIT_ID_2,10,UNIT_ID_3,10
SAMPLE_UNIT,SCID,2001-11-14 00:00:00,19,96,80,0,96,,19.5,0,0,96,80,96,19.5,80,0,0,0,M,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,0,0,UNIT_ID_1,65,UNIT_ID_2,10,UNIT_ID_3,5
SAMPLE_UNIT,SCID,2001-11-14 00:00:00,20,96,80,0,96,,19.49,0,0,96,80,96,19.49,80,0,0,0,M,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,0,0,UNIT_ID_1,35,UNIT_ID_2,10,UNIT_ID_3,35
SAMPLE_UNIT,SCID,2001-11-14 00:00:00,21,96,80,0,96,,0,0,0,96,80,96,0,80,0,0,0,M,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,13.333333333333334,0,0,UNIT_ID_1,20,UNIT_ID_2,10,UNIT_ID_3,50
SAMPLE_UNIT,SCID,2001-11-14 00:00:00,22,56,0,0,56,,19.49,0,0,56,0,56,19.49,0,0,0,0,U,0,0,0,0,0,0,0,0,UNIT_ID_1,0,UNIT_ID_2,0,UNIT_ID_3,0
SAMPLE_UNIT,SCID,2001-11-14 00:00:00,23,40,0,0,40,,0,0,0,40,0,40,0,0,0,0,0,U,0,0,0,0,0,0,0,0,UNIT_ID_1,0,UNIT_ID_2,0,UNIT_ID_3,0
SAMPLE_UNIT,SCID,2001-11-14 00:00:00,24,20,0,0,20,,0,0,0,20,0,20,0,0,0,0,0,U,0,0,0,0,0,0,0,0,UNIT_ID_1,0,UNIT_ID_2,0,UNIT_ID_3,0
SAMPLE_UNIT,SCID,2001-11-14 00:00:00,25,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,U,0,0,0,0,0,0,0,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.  The Market substitution columns have been marked not used.  They are no longer needed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.  The Real Time change column will be based on Hour Ahead.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.  The integrated Real Time numbers will be based on Hour Ahead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4.  Header row is for information purposes only, it will not be part of the notice sent out.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
