,,,,,,
,YearNum,MonthNum,,PXDayAheadBill,ExpostBill,AncillaryServiceBill
,1998,4,1998-04-01,333.8918996333,7.38791436650943,19.6732793789062
,1998,5,1998-05-01,183.666224944217,3.22559609575602,19.4755450273437
,1998,6,1998-06-01,207.831543932533,1.05848880004882,59.6571121127929
,1998,7,1998-07-01,681.325471675781,17.0377411390771,121.332452535156
,1998,8,1998-08-01,833.048632054687,48.6051892387049,120.829314104736
,1998,9,1998-09-01,625.392079453125,34.5102277392497,63.2231201439819
,1998,10,1998-10-01,408.918593727226,20.3555678537845,14.7581238457946
,1998,11,1998-11-01,387.706896226562,10.7217579475288,1.44696054601287
,1998,12,1998-12-01,470.46148946875,13.4808444179611,52.1876287788085
,1999,1,1999-01-01,335.214183015625,7.20862522542572,25.0623674513778
,1999,2,1999-02-01,259.420045070312,4.58962980253791,15.9620561455078
,1999,3,1999-03-01,299.999589789062,7.95360992561318,21.24268794458
,1999,4,1999-04-01,354.310371515624,9.69415852077388,35.2084368349609
,1999,5,1999-05-01,374.521552135673,2.66620107780647,42.7148530786132
,1999,6,1999-06-01,415.592589041479,8.85375864195346,42.7589960775756
,1999,7,1999-07-01,636.214370226562,19.3444070374815,55.8475351269531
,1999,8,1999-08-01,695.151812296875,32.5501226128729,40.2127526569824
,1999,9,1999-09-01,606.783869515625,27.3427587513275,31.4228731352539
,1999,10,1999-10-01,844.224435718749,25.1235632929161,46.4311743730468
,1999,11,1999-11-01,578.582014789062,24.2445479182662,21.669129677246
,1999,12,1999-12-01,478.69484571875,19.8696383711297,10.3912561020507
,2000,1,2000-01-01,493.153157109375,15.1792043618685,11.5662010429687
,2000,2,2000-02-01,401.349459374999,7.6421199013462,10.2595927436523
,2000,3,2000-03-01,429.553384781249,12.2617540478897,11.1410098823242
,2000,4,2000-04-01,413.713374945312,24.4803263050142,16.0215210878906
,2000,5,2000-05-01,818.71284746875,77.5790543085939,62.3875554926757
,2000,6,2000-06-01,2066.97625043749,252.310415993309,395.882972221679
