New TC Interruptible Services,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,IT service will be biddable with a floor price equal to the greater of :,,,,,,,,,,,
,"  (a) 80% of the 100% load factor FT toll, or",,,,,,,,,,,
,"  (b) proxy for incremental marginal fuel costs, plus",,,,,,,,,,,
,"        FT commodity toll, plus",,,,,,,,,,,
,        contribution to fixed costs,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
METHODOLOGY,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
**Priced out for Empress to Eastern Zone,,,,,,,,,,,,
,,,,,,,,,,,,
(a),," 80% of the 100% load factor FT toll, or",,,,,0.8,x,0.98495,=,0.78796,
,,,,,,,,,,,,
,,,,,,,,,,,,
(b),Proxy for Incremental Monthly Marginal Fuel Costs,,,,,,,,,,,
,,,,,,,,,,,,
,,(21% - 5.5%),x,(8.00  +  0.156),,/,0.98495,x,0.98495,=,,
,,0.155,x,8.156,,/,0.98495,x,0.98495,=,1.26418,
,,,,,,,,,,,,
,Contribution to Fixed Costs,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,0.04,x,0.9435133150684931,=,0.037740532602739726,
,,,,,,,,,,,,
,FT Commodity Toll,,,,,,,,,,,
,,,,,,,,,,,0.04144,
,,,,,,,,,,,,
,,,,,,,,,,,1.3433605326027398,
,,,,,,,,,,,,
EMPRESS TO DAWN EXAMPLE,,,,,,,,,,,,
1.13232,,,,,,,,,,,,
,,,,,,,,,,,,
,,(A),,(B),,,IT Floor Price,,,Max IT,,
Date,,,,AMI,,,,,IT % of FT,,Min,Max
2001-03-01 00:00:00,,0.78796,,7.86,1.1599533494742955,,1.1599533494742955,,1.4720967428223457,1.2,0.8,1.2
2001-04-01 00:00:00,,0.78796,,7.526010533771549,1.1149225690075852,,1.1149225690075852,,1.4149481813893918,1.2,0.8,1.2
2001-05-01 00:00:00,,0.78796,,7.459446208399765,1.1059479041578824,,1.1059479041578824,,1.403558434638665,1.2,0.8,1.2
2001-06-01 00:00:00,,0.78796,,7.502047191313438,1.1116916646749864,,1.1116916646749864,,1.410847840848503,1.2,0.8,1.2
2001-07-01 00:00:00,,0.78796,,7.501484033439182,1.1116157358174386,,1.1116157358174386,,1.410751479538858,1.2,0.8,1.2
2001-08-01 00:00:00,,0.78796,,7.5176474440294765,1.113794999140034,,1.113794999140034,,1.4135171825219985,1.2,0.8,1.2
2001-09-01 00:00:00,,0.78796,,7.523640332531875,1.1146030020077904,,1.1146030020077904,,1.4145426189245525,1.2,0.8,1.2
2001-10-01 00:00:00,,0.78796,,7.563069988912773,1.119919182246695,,1.119919182246695,,1.4212893830228628,1.2,0.8,1.2
2001-11-01 00:00:00,,0.78796,,7.771734811072051,1.1480528234177385,,1.1480528234177385,,1.4569937857476756,1.2,0.8,1.2
2001-12-01 00:00:00,,0.78796,,7.9080823969162495,1.1664361523132565,,1.1664361523132565,,1.4803240676090874,1.2,0.8,1.2
2002-01-01 00:00:00,,0.78796,,7.921290032942832,1.1682168975718223,,1.1682168975718223,,1.4825840113353754,1.2,0.8,1.2
2002-02-01 00:00:00,,0.78796,,7.558152204039555,1.1192561323202732,,1.1192561323202732,,1.420447906391534,1.2,0.8,1.2
2002-03-01 00:00:00,,0.78796,,6.992891903210693,1.0430438110138271,,1.0430438110138271,,1.3237268529034814,1.2,0.8,1.2
2002-04-01 00:00:00,,0.78796,,6.008886803977673,0.9103734064586818,,0.9103734064586818,,1.1553548485439384,1.1553548485439384,0.8,1.2
2002-05-01 00:00:00,,0.78796,,5.769753265457491,0.8781317612447447,,0.8781317612447447,,1.1144369780759742,1.1144369780759742,0.8,1.2
2002-06-01 00:00:00,,0.78796,,5.761852893488115,0.87706657820237,,0.87706657820237,,1.1130851543255622,1.1130851543255622,0.8,1.2
2002-07-01 00:00:00,,0.78796,,5.789946490535428,0.8808543521565716,,0.8808543521565716,,1.1178922180777853,1.1178922180777853,0.8,1.2
2002-08-01 00:00:00,,0.78796,,5.788820146950249,0.8807024906883429,,0.8807024906883429,,1.1176994906953943,1.1176994906953943,0.8,1.2
2002-09-01 00:00:00,,0.78796,,5.766008030216215,0.8776268026068255,,0.8776268026068255,,1.1137961350916614,1.1137961350916614,0.8,1.2
2002-10-01 00:00:00,,0.78796,,5.743132562523417,0.8745425731088714,,0.8745425731088714,,1.109881939576719,1.109881939576719,0.8,1.2
2002-11-01 00:00:00,,0.78796,,6.131424711025034,0.9268948185062268,,0.9268948185062268,,1.1763221718186543,1.1763221718186543,0.8,1.2
2002-12-01 00:00:00,,0.78796,,6.295859044831679,0.9490649979147354,,0.9490649979147354,,1.2044583454930904,1.2,0.8,1.2
