,,,,,,Annual Statistics,Annual Statistics,Annual Statistics,,,,,,,,,,,,,,,,,,,
,,,,,,Total,Peak,Load,,,,,,,,,,,,,,,,,,,
,,,,,,KWH,KW,Factor,,,,,,,,,,,,,,,,,,,
Customer,D.O.T. ,,,,,6259953.599999996,1566.72,0.45487010975838393,,,,,,,,,,,,,,,,,,,
Address,5TH & MONROE ST,,,,,,,,,,,,,,,,,,,,,,,,,,
Account,1150-064-0021,,,,,,,,,,,,,,,,,,,,,,,,,,
Date / Time,01:00:00,02:00:00,03:00:00,04:00:00,05:00:00,06:00:00,07:00:00,08:00:00,09:00:00,10:00:00,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00,1900-01-01 00:00:00,Total KWH,Peak KW,Minimum KW
2000-01-01 00:00:00,667.68,659.52,664.8,613.44,564,522.24,532.8,517.92,517.92,523.68,524.16,537.12,540.48,540,539.52,538.56,553.92,559.2,551.52,551.52,548.64,555.36,550.08,551.04,13425.120000000003,667.68,517.92
2000-01-02 00:00:00,527.52,535.2,526.56,528.48,526.56,534.72,527.52,522.72,529.44,528.48,538.08,534.72,533.76,535.68,548.16,552,564.96,569.28,559.68,552,567.36,566.4,555.84,558.72,13023.839999999998,569.28,522.72
2000-01-03 00:00:00,554.88,550.08,558.72,550.56,671.52,727.68,802.08,864,899.04,921.6,943.2,952.8,941.76,955.68,957.6,944.64,920.64,878.4,836.64,669.6,632.64,613.44,589.44,580.8,18517.439999999995,957.6,550.08
2000-01-04 00:00:00,577.44,586.56,570.72,570.24,573.12,709.92,752.64,799.2,853.92,914.88,934.56,963.84,958.56,952.32,968.64,970.08,951.84,910.08,882.24,727.2,675.84,672,654.72,648.48,18779.04,970.08,570.24
2000-01-05 00:00:00,656.64,652.8,638.88,631.68,607.2,746.88,805.92,822.72,872.64,899.52,916.32,965.28,970.08,981.12,975.36,970.56,916.8,846.72,812.64,781.92,762.24,758.4,758.4,763.2,19513.920000000006,981.12,607.2
2000-01-06 00:00:00,753.6,746.4,744.48,755.52,763.2,772.32,797.76,853.92,886.08,912.96,920.64,945.6,947.04,936,941.28,926.4,890.88,847.2,809.76,685.44,674.4,658.08,645.6,635.52,19450.08,947.04,635.52
2000-01-07 00:00:00,635.52,633.12,632.16,637.44,632.64,736.8,796.8,853.44,898.08,936.96,953.76,939.36,913.92,915.36,904.32,895.68,853.44,813.12,772.32,763.2,737.28,617.76,633.6,652.32,18758.399999999998,953.76,617.76
2000-01-08 00:00:00,648,638.4,647.04,649.44,646.56,640.8,647.04,629.76,623.52,593.28,576,595.2,604.8,607.68,621.6,650.88,633.6,628.8,625.44,619.2,624,631.2,624,624,15030.24,650.88,576
2000-01-09 00:00:00,622.08,620.16,618.72,614.88,614.88,612.96,602.4,597.6,599.04,605.28,600.48,606.24,614.4,618.72,630.24,619.68,617.28,624.48,628.32,632.16,625.44,639.84,632.64,627.36,14825.279999999999,639.84,597.6
2000-01-10 00:00:00,635.04,621.12,620.64,621.12,623.52,694.56,788.64,850.56,894.24,932.64,933.6,941.28,937.44,941.28,930.72,913.44,881.76,834.24,748.32,608.16,594.24,588,582.72,576,18293.280000000002,941.28,576
2000-01-11 00:00:00,584.64,588.96,579.84,567.36,567.36,606.24,765.6,809.76,862.56,897.12,899.04,901.92,902.88,908.64,908.16,892.32,861.6,822.24,799.68,734.88,672.48,654.24,633.6,628.32,18049.44,908.64,567.36
2000-01-12 00:00:00,627.36,627.36,632.16,625.44,626.4,676.32,756,796.8,817.44,872.64,891.84,908.64,908.64,916.32,908.64,898.08,865.92,830.4,710.88,624.48,619.2,606.24,597.12,592.8,17937.12,916.32,592.8
2000-01-13 00:00:00,592.32,590.4,588.96,574.56,577.92,615.84,748.32,803.04,837.6,865.44,873.6,888,885.6,895.68,894.24,877.44,846.24,816.96,804.96,786.72,782.4,774.24,761.28,752.16,18433.92,895.68,574.56
2000-01-14 00:00:00,754.08,747.36,744.48,737.76,742.08,756.96,784.32,834.72,864,907.2,936,941.28,941.76,946.08,937.44,907.68,901.92,871.2,838.56,814.56,796.8,788.64,776.64,776.64,20048.16,946.08,737.76
2000-01-15 00:00:00,775.68,771.84,776.16,774.24,777.12,776.64,772.8,765.12,755.52,760.8,773.28,776.16,777.6,775.68,777.12,775.68,783.36,782.4,778.56,777.6,771.36,775.2,775.2,774.24,18579.360000000004,783.36,755.52
2000-01-16 00:00:00,771.36,768.48,771.36,763.2,765.6,766.56,763.2,764.64,757.44,754.08,756.96,753.12,761.28,767.04,768,769.92,767.52,773.76,778.56,772.32,771.84,768.96,765.6,771.36,18392.160000000003,778.56,753.12
2000-01-17 00:00:00,765.6,758.4,757.44,760.32,756.96,744.48,754.08,758.4,767.04,771.84,768,763.68,765.12,777.12,792.48,781.92,777.12,780.48,770.88,768.48,768.96,759.84,749.28,757.44,18375.36,792.48,744.48
2000-01-18 00:00:00,753.6,751.68,755.52,754.08,754.08,763.68,775.2,828.96,661.92,897.12,915.36,923.52,928.8,919.2,913.44,906.24,875.52,838.56,787.2,764.64,744.96,737.28,717.12,718.56,19386.24,928.8,661.92
2000-01-19 00:00:00,717.12,714.24,717.12,713.76,713.76,729.12,770.4,810.72,869.76,895.68,911.04,922.08,922.08,923.04,926.88,921.12,892.32,846.72,786.72,757.44,748.8,734.4,717.6,714.72,19376.64,926.88,713.76
2000-01-20 00:00:00,716.64,713.76,711.84,706.08,704.64,728.16,764.64,812.16,848.16,902.88,932.16,929.76,927.36,925.92,927.84,903.36,865.92,831.84,784.8,758.88,735.36,728.64,711.36,708.96,19281.120000000003,932.16,704.64
2000-01-21 00:00:00,704.16,703.2,705.6,710.88,706.56,724.32,763.2,813.6,857.76,893.76,913.44,918.72,915.84,907.2,906.72,893.76,854.88,820.32,770.88,747.36,727.68,719.04,713.28,709.92,19102.079999999998,918.72,703.2
2000-01-22 00:00:00,709.44,709.92,710.88,711.36,707.52,717.12,721.92,715.68,722.4,718.08,719.52,720.48,715.68,719.04,719.52,722.88,714.24,723.36,700.8,700.8,698.88,706.56,704.64,701.28,17111.999999999996,723.36,698.88
2000-01-23 00:00:00,698.88,699.36,706.56,698.4,703.68,710.88,722.88,708.48,705.12,707.04,709.92,708.48,709.92,714.72,720.96,712.32,716.16,722.88,704.64,703.68,703.2,703.2,707.04,707.52,17005.92,722.88,698.4
2000-01-24 00:00:00,706.56,708.96,706.56,708.96,703.2,727.2,763.68,822.24,854.88,891.84,900.96,922.08,932.16,934.08,933.12,916.32,873.6,835.68,783.84,749.28,739.68,727.68,720.48,718.08,19281.120000000003,934.08,703.2
2000-01-25 00:00:00,711.36,711.84,708.96,708,708.96,729.12,780.48,831.84,873.6,911.52,907.2,914.88,914.88,926.4,906.72,885.6,857.76,834.72,788.64,680.16,630.24,614.88,604.8,601.44,18743.999999999996,926.4,601.44
2000-01-26 00:00:00,602.4,597.6,607.68,600.48,602.88,734.88,780.96,831.84,873.12,888,879.84,902.88,922.08,926.4,936.48,925.44,883.2,853.44,815.04,782.88,769.92,757.44,742.56,749.76,18967.199999999997,936.48,597.6
2000-01-27 00:00:00,743.52,736.32,736.8,733.92,733.44,744.48,780.96,796.8,841.92,911.52,932.16,937.92,926.88,919.2,934.56,918.72,876.96,853.92,809.76,792,776.64,766.08,739.2,708.48,19652.16,937.92,708.48
2000-01-28 00:00:00,710.4,697.92,710.88,710.88,710.4,721.92,758.4,806.4,855.84,899.52,921.12,926.88,917.76,915.36,914.4,903.36,845.28,816.96,780.96,768.96,750.72,724.8,730.08,719.52,19218.72,926.88,697.92
2000-01-29 00:00:00,725.76,722.88,717.12,711.36,712.32,713.28,717.6,696.48,702.72,709.92,714.24,711.84,714.72,724.32,722.88,725.76,721.92,732,725.28,734.88,729.6,731.04,729.12,723.36,17270.399999999998,734.88,696.48
2000-01-30 00:00:00,721.44,717.12,716.16,719.52,717.6,716.16,718.56,705.6,699.84,695.52,710.88,730.56,731.52,732.96,736.8,725.28,710.88,739.68,735.84,740.64,734.4,730.56,745.44,736.8,17369.76,745.44,695.52
2000-01-31 00:00:00,742.08,731.52,732.96,731.04,733.44,734.88,754.56,809.76,856.8,888,913.92,930.72,923.04,926.88,926.88,911.04,866.88,838.08,794.4,698.4,680.16,674.4,657.6,650.88,19108.319999999996,930.72,650.88
