, ,,,,,,,,,,
CNG Pricing,,,,,,,,,,,
,,,,,,,,,,,
Tenn,,Z1 - Z3,,Z0 - Z3,,,,,,,
Index,Z1,5.24,,5.21,,,,,,,
Index Prem,,0.005,,0.005,,,,,,,
Comm,,0.0874,,0.0978,,,,,,,
Surcharges,,0.0022,,0.0022,,,,,,,
Fuel,,0.0429,,0.0504,,,,,,,
Transport,,0.3247,,0.3768,,,,,,,
,,5.5697,,5.5918,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Tenn Pricing Volumes,,Volume,Avg,Comm,Avg Comm,Index,Avg Index,,,,
,Z1,4250,0.5,0.3247,0.1624,5.24,2.62,,,,
,Z0,4250,0.5,0.3768,0.1884,5.21,2.605,,,,
,,8500,1,,0.3508,,5.225,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
CNG,,FTS,,Strg Inj,,,,,,,
Tenn Index,Tenn,5.2299999999999995,,5.2299999999999995,,,,,,,
Tenn Comm,,0.3508,,0.3508,,,,,,,
Comm,,0.044,,0.0246,,,,,,,
Surcharges,,0.0022,,0,,,,,,,
Fuel,,0.0228,,0.0278,,,,,,,
Transport,,0.17640000000000056,,0.18420000000000014,,,,,,,
,,5.757200000000001,,5.765000000000001,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,Weighted Avg Tenn Transport,,0.3508,,,,,,,
,,CNG Transport,,0.17640000000000056,,,,,,,
,,Total Commodity to Citygate,,0.5272000000000006,Deal 418065,,,,,,
,,,,,,,,,,,
,,Weighted Avg Tenn Transport,,0.3508,,,,,,,
,,CNG Storage Inj,,0.18420000000000014,,,,,,,
,,Total Commodity to FSS,,0.5350000000000001,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
CGAS ,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
CGLF,,FT-1,,,,,,,,,
Index,CGLF,4.34,,,,,,,,,
Index Prem,,0.06,,,,,,,,,
Comm,,0.017,,,,,,,,,
Surcharges,,0.0022,,,,,,,,,
Fuel,,0.0282,,,,,,,,,
Transport,,0.14690000000000009,,,,,,,,,
,,4.5469,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
CNG,,CES S-N Transport,,,,,,,,,
Index,CNG,4.56,,,,,,,,,
Index Prem,,0.0075,,,,,,,,,
Comm,,0.0395,,,,,,,,,
Surcharges,,0.0022,,,,,,,,,
Fuel,,0.0228,,,,,,,,,
Transport,,0.14810000000000034,,,,,,,,,
Demand,,0,,,,,,,,,
Delivered Price,,4.7156,,,,,,,,,
 , ,37170,,,,,,,,,
,,,,,,,, ,,,
 ,,,,,,,,,,,
 , ,,,,,,,,,,
 , ,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
East Tennessee,,Tenn 1-1,,E Tenn ,,,,,,,
Index,LA,4.29,,4.4635,,,,,,,
Index Prem,,0.01,,0,,,,,,,
Comm,,0.0572,,0.0011,,,,,,,
Surcharges,,0.0319,,0.0094,Note:  Tenn 1-1 surcharge of $.0225 does not apply,,,,,,
Fuel,,0.017,,0.022,,,,,,,
Transport,,0.1635,,0.1109,,,,,,,
Delivered Price,,4.4635,,4.5744,Deal 231743,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Texas Eastern M3,,,,,,,,,,,
Index,Ela,4.3,,,,,,,,,
Index Prem,,0.01,,,,,,,,,
Comm,,0.1012,,,,,,,,,
Surcharges,,0.0094,,,,,,,,,
Fuel,,0.0705,,,,,,,,,
Transport,,0.4375,Deal 228296 ENA will bill CES 895 dth/day at Ela + $.01 + transport,,,,,,,,
,,4.7475,The balance of the volumes on this deal will be billed Tetco M3 IF + $.01,,,,,,,,
,,,,,,,,,,,
CES has 895 dt of Access to M3 space.,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Transco,,,,,,,,,,,
,,,,,,,,,,,
FT Z3-Z6,,,,,,,,,,,
Index,St 65,4.36,,,,,,,,,
,,0.0075,,,,,,,,,
Comm,,0.0274,,,,,,,,,
Surcharges,,0.0225,,,,,,,,,
Fuel,,0.0472,,,,,,,,,
Transport,,0.2662999999999996,,,,,,,,,
,,4.6338,Deal 232619,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
FT Z3-Z4,,,,,,,,,,,
Index,St 65,4.36,,,,,,,,,
,,0.0075,,,,,,,,,
Comm,,0.014,,,,,,,,,
Surcharges,,0.0225,,,,,,,,,
Fuel,,0.0235,,,,,,,,,
Transport,,0.14159999999999978,,,,,,,,,
,,4.5091,Deal 231742,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
FT Z4-Z4 Rate Schedule FTSR No. 37F,,,,,,,,FT Z4-Z4 Rate Schedule FTCHR No. 37M,,,
Index,St 85,4.37,,,,,,Index,St 85,4.37,
Index Prem,,0.0175,,,,,,,,0.0175,
Comm,,0.0115,,,,,,Comm,,0.0023,
Surcharges,,0.0094,(excluded Great Plains),,,,,Surcharges,,0.0094,(excluded Great Plains)
Fuel,,0.019,,,,,,Fuel,,0.019,
Transport,,0.10590000000000017,,,,,,Transport,,0.0967000000000003,
Delivered Price,,4.4934,Deal 231741,,,,,Delivered Price,,4.4842,Deal 206266
,,,,,,,,,,,
,,,,,,,,,,,
FT Z4-Z5 PSNC Volumetric Release,,,,,,,,,,,
Index,St 85,4.37,Deal 158693.  PSNC sends ENA an invoice for this gas.  ENA will forward this to PSNC each month.,,,,,,,,
Comm,,0.0203,,,,,,,,,
Surcharges,,0.0225,,,,,,,,,
Fuel,,0.0343,,,,,,,,,
Transport,,0.14280000000000026,,,,,,,,,
Volumetric Demand,,0.27,,,,,,,,,
Delivered Price,,3.0428,"Deal 157591.  Because this is a volumetric contract, the demand charge",,,,,,,,
,,,for the capacity is included in the sales price.  There should not be a demand,,,,,,,,
,,,charge for this contract on the capacity worksheet.,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
FT Z3-Z5,,,,,,,,,,,
Index,St 65,4.36,,,,,,,,,
,,0.0075,,,,,,,,,
Comm,,0.0228,,,,,,,,,
Surcharges,,0.0225,,,,,,,,,
Fuel,,0.0388,,,,,,,,,
Transport,,0.22159999999999985,,,,,,,,,
Delivered Price,,4.5891,Deal 232614,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Texas Gas,,,,,,,,,,,
Index,SL,4.33,,,,,,,,,
Index Prem,,-0.01,,,,,,,,,
Comm,,0.0323,,,,,,,,,
Surcharges,,0.0094,,,,,,,,,
Fuel,,0.0268,,,,,,,,,
Transport,,0.16069999999999962,,,,,,,,,
Delivered Price,,4.4807, ,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Sonat,,,,,,,,,,,
Index,La,4.35,,,,,,,,,
Index Prem,,0.0075,,,,,,,,,
Comm,,0.021,,,,,,,,,
Surcharges,,0.0094,,,,,,,,,
Fuel,,0.026,,,,,,,,,
Transport,,0.1467,,,,,,,,,
Delivered Price,,4.5042,Deal 231744,,,,,,,,
