,,27381.988059484665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYMEX Equivalent Gas Position,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canadian Intra-Month Positions 1 Day Lag,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITION   REPORT,,,,,,
2000-04-13 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   (Positions in Cont. Equiv.)     From:,,2000-04-01 00:00:00,,2000-05-01 00:00:00,,2000-06-01 00:00:00,,2000-07-01 00:00:00,,2000-08-01 00:00:00,,2000-09-01 00:00:00,,2000-10-01 00:00:00,,2001-01-01 00:00:00,,2002-01-01 00:00:00,,2003-01-01 00:00:00,,2004-01-01 00:00:00,,2005-01-01 00:00:00,,2011-01-01 00:00:00,,2016-01-01 00:00:00,,Total ECT,,Prior Day,,,,Total ECT
To:,,2000-04-01 00:00:00,,2000-05-01 00:00:00,,2000-06-01 00:00:00,,2000-07-01 00:00:00,,2000-08-01 00:00:00,,2000-09-01 00:00:00,,2000-12-01 00:00:00,,2001-12-01 00:00:00,,2002-12-01 00:00:00,,2003-12-01 00:00:00,,2004-12-01 00:00:00,,2010-12-01 00:00:00,,2015-12-01 00:00:00,,2023-10-01 00:00:00,,Apr-00/Oct-23,,2000-04-12 00:00:00,,Change,,Apr-00/Oct-23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  FIRM TRADING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
       GAS DAILY - HUB  (Keavey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         Gas Daily,,636.8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,636.8,,540.8,,96,,636.8
         Basis - Notional,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
         Basis - Equivalent,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
         Price,,0,,-295.6006,,54.5442,,100.1335,,50.5249,,43.8988,,1.4552,,0,,0,,0,,0,,0,,0,,0,,-45.044,,-63.981500000000004,,18.9375,,-45.044
         Transportation,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
TOTAL:,,636.8,,-295.6006,,54.5442,,100.1335,,50.5249,,43.8988,,1.4552,,0,,0,,0,,0,,0,,0,,0,,591.756,,476.8185,,114.9375,,591.756
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
       PIPE OPTIONS  (May),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         Gas Daily Options,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
         Exotic Options,,0,,1.8227,,3.7865,,5.1686,,6.4254,,7.3898,,21.904600000000002,,6.945400000000001,,-8.0816,,0,,0,,0,,0,,0,,45.3614,,40.500600000000006,,4.860799999999998,,45.3614
         Basis - Notional,,0,,241.54450000000003,,289.1688,,298.6578,,286.5922,,257.1785,,513.9628,,648.9879,,596.4761000000001,,380.9715,,306.9614000000001,,123.12239999999994,,-5.515199999999999,,1.1562000000000001,,3939.2649000000006,,3688.9811999999997,,250.28370000000086,,3939.2649000000006
         Basis - Equivalent,,0,,5.5801,,4.1422,,3.8712,,3.8481,,3.764,,5.3104,,1.1118999999999999,,0.40190000000000003,,0.2959,,0.6469999999999998,,-0.18770000000000006,,0.01660000000000001,,0,,28.801599999999997,,37.7904,,-8.988800000000001,,28.801599999999997
         Price,,0,,41.9086,,8.8173,,55.349,,58.6142,,46.6096,,-8.8989,,113.648,,0.17340000000000177,,-7.0126,,-5.2428,,-3.9688999999999997,,-0.8930999999999996,,1.1562000000000001,,300.26,,255.99849999999998,,44.26150000000001,,300.26
TOTAL:,,0,,49.3114,,16.746,,64.3888,,68.8877,,57.763400000000004,,18.316100000000006,,121.7053,,-7.506299999999998,,-6.7167,,-4.5958000000000006,,-4.1566,,-0.8764999999999995,,1.1562000000000001,,374.423,,334.2895,,40.13350000000001,,374.423
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      TRANSPORTATION  (McPherson),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
         Gas Daily,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
         Basis - Notional,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
         Basis - Equivalent,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
         Price,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
         Exotics,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
TOTAL:,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
