People QuickFacts,Fayette County,Ohio
"Population, 2012 estimate    ","28,880","11,544,225"
"Population, 2010 (April 1) estimates base    ","29,030","11,536,502"
"Population, percent change, April 1, 2010 to July 1, 2012    ",-0.5%,0.1%
"Population, 2010    ","29,030","11,536,504"
"Persons under 5 years, percent, 2012    ",6.6%,6.0%
"Persons under 18 years, percent, 2012    ",24.1%,23.1%
"Persons 65 years and over, percent, 2012    ",15.8%,14.8%
"Female persons, percent, 2012    ",50.7%,51.1%
,,
"White alone, percent, 2012 (a)    ",95.1%,83.4%
"Black or African American alone, percent, 2012 (a)    ",2.3%,12.5%
"American Indian and Alaska Native alone, percent, 2012 (a)    ",0.3%,0.3%
"Asian alone, percent, 2012 (a)    ",0.7%,1.8%
"Native Hawaiian and Other Pacific Islander alone, percent, 2012 (a)    ",Z,Z
"Two or More Races, percent, 2012    ",1.6%,2.0%
"Hispanic or Latino, percent, 2012 (b)    ",1.9%,3.3%
"White alone, not Hispanic or Latino, percent, 2012    ",93.6%,80.7%
,,
"Living in same house 1 year & over, percent, 2007-2011    ",83.6%,85.3%
"Foreign born persons, percent, 2007-2011    ",1.4%,3.9%
"Language other than English spoken at home, percent age 5+, 2007-2011    ",3.0%,6.5%
"High school graduate or higher, percent of persons age 25+, 2007-2011    ",80.9%,87.8%
"Bachelor's degree or higher, percent of persons age 25+, 2007-2011    ",13.4%,24.5%
"Veterans, 2007-2011    ","2,462","914,971"
"Mean travel time to work (minutes), workers age 16+, 2007-2011    ",23.4,22.9
,,
"Housing units, 2011    ","12,688","5,133,446"
"Homeownership rate, 2007-2011    ",63.0%,68.7%
"Housing units in multi-unit structures, percent, 2007-2011    ",16.9%,22.9%
"Median value of owner-occupied housing units, 2007-2011    ","$110,000","$135,600"
"Households, 2007-2011    ","11,543","4,554,007"
"Persons per household, 2007-2011    ",2.46,2.46
"Per capita money income in the past 12 months (2011 dollars), 2007-2011    ","$20,523","$25,618"
"Median household income, 2007-2011    ","$39,263","$48,071"
"Persons below poverty level, percent, 2007-2011    ",18.5%,14.8%
,,
Business QuickFacts,Fayette County,Ohio
"Private nonfarm establishments, 2011    ",593,"250,476"
"Private nonfarm employment, 2011    ","9,412","4,432,849"
"Private nonfarm employment, percent change, 2010-2011    ",0.5%,1.8%
"Nonemployer establishments, 2011    ","1,500","742,500"
,,
"Total number of firms, 2007    ","1,761","897,939"
"Black-owned firms, percent, 2007    ",F,5.8%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.3%
"Asian-owned firms, percent, 2007    ",F,2.0%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,S
"Hispanic-owned firms, percent, 2007    ",F,1.1%
"Women-owned firms, percent, 2007    ",21.4%,27.7%
,,
"Manufacturers shipments, 2007 ($1000)    ","975,549","295,890,890"
"Merchant wholesaler sales, 2007 ($1000)    ",D,"135,575,279"
"Retail sales, 2007 ($1000)    ","610,736","138,816,008"
"Retail sales per capita, 2007    ","$21,602","$12,049"
"Accommodation and food services sales, 2007 ($1000)    ","38,947","17,779,905"
"Building permits, 2012    ",20,"16,905"
,,
Geography QuickFacts,Fayette County,Ohio
"Land area in square miles, 2010    ",406.36,"40,860.69"
"Persons per square mile, 2010    ",71.4,282.3
FIPS Code    ,47,39
Metropolitan or Micropolitan Statistical Area    ,"Washington Court House, OH Micro Area", 
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
