People QuickFacts,Auburn Hills,Michigan
"Population, 2012 estimate    ","21,614","9,883,360"
"Population, 2010 (April 1) estimates base    ","21,412","9,883,635"
"Population, percent change, April 1, 2010 to July 1, 2012    ",0.9%,Z
"Population, 2010    ","21,412","9,883,640"
"Persons under 5 years, percent, 2010    ",6.6%,6.0%
"Persons under 18 years, percent, 2010    ",19.4%,23.7%
"Persons 65 years and over, percent,  2010    ",9.4%,13.8%
"Female persons, percent, 2010    ",51.6%,50.9%
,,
"White alone, percent, 2010 (a)    ",66.3%,78.9%
"Black or African American alone, percent, 2010 (a)    ",18.5%,14.2%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",0.3%,0.6%
"Asian alone, percent, 2010 (a)    ",8.9%,2.4%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",Z,0.0%
"Two or More Races, percent, 2010    ",3.4%,2.3%
"Hispanic or Latino, percent, 2010 (b)    ",7.8%,4.4%
"White alone, not Hispanic or Latino, percent, 2010    ",62.0%,76.6%
,,
"Living in same house 1 year & over, percent, 2007-2011    ",76.9%,85.4%
"Foreign born persons, percent, 2007-2011    ",14.5%,6.0%
"Language other than English spoken at home, percent age 5+, 2007-2011    ",19.1%,9.0%
"High school graduate or higher, percent of persons age 25+, 2007-2011    ",90.7%,88.4%
"Bachelor's degree or higher, percent of persons age 25+, 2007-2011    ",38.8%,25.3%
"Veterans, 2007-2011    ","1,184","711,613"
"Mean travel time to work (minutes), workers age 16+, 2007-2011    ",21.6,23.9
,,
"Housing units, 2010    ","9,965","4,532,233"
"Homeownership rate, 2007-2011    ",52.8%,73.5%
"Housing units in multi-unit structures, percent, 2007-2011    ",43.0%,18.1%
"Median value of owner-occupied housing units, 2007-2011    ","$138,900","$137,300"
"Households, 2007-2011    ","8,850","3,825,182"
"Persons per household, 2007-2011    ",2.25,2.5300000000000002
"Per capita money income in the past 12 months (2011 dollars), 2007-2011    ","$27,134","$25,482"
"Median household income, 2007-2011    ","$52,047","$48,669"
"Persons below poverty level, percent, 2007-2011    ",11.9%,15.7%
,,
Business QuickFacts,Auburn Hills,Michigan
"Total number of firms, 2007    ","2,423","816,972"
"Black-owned firms, percent, 2007    ",6.9%,8.9%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.7%
"Asian-owned firms, percent, 2007    ",5.7%,2.6%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",S,1.3%
"Women-owned firms, percent, 2007    ",24.5%,30.4%
,,
"Manufacturers shipments, 2007 ($1000)    ","2,708,733","234,455,768"
"Merchant wholesaler sales, 2007 ($1000)    ","10,061,622","107,109,349"
"Retail sales, 2007 ($1000)    ","842,476","109,102,594"
"Retail sales per capita, 2007    ","$40,269","$10,855"
"Accommodation and food services sales, 2007 ($1000)    ","181,995","14,536,648"
,,
Geography QuickFacts,Auburn Hills,Michigan
"Land area in square miles, 2010    ",16.6,"56,538.90"
"Persons per square mile, 2010    ","1,290.0",174.8
FIPS Code    ,4105,26
Counties    ,"Oakland County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
