People QuickFacts,Carroll County,Mississippi
"Population, 2012 estimate    ","10,423","2,984,926"
"Population, 2010 (April 1) estimates base    ","10,597","2,967,299"
"Population, percent change, April 1, 2010 to July 1, 2012    ",-1.6%,0.6%
"Population, 2010    ","10,597","2,967,297"
"Persons under 5 years, percent, 2012    ",5.1%,6.8%
"Persons under 18 years, percent, 2012    ",20.5%,25.0%
"Persons 65 years and over, percent, 2012    ",19.5%,13.5%
"Female persons, percent, 2012    ",49.3%,51.4%
,,
"White alone, percent, 2012 (a)    ",65.3%,59.9%
"Black or African American alone, percent, 2012 (a)    ",33.5%,37.4%
"American Indian and Alaska Native alone, percent, 2012 (a)    ",0.2%,0.6%
"Asian alone, percent, 2012 (a)    ",0.2%,0.9%
"Native Hawaiian and Other Pacific Islander alone, percent, 2012 (a)    ",0.0%,0.1%
"Two or More Races, percent, 2012    ",0.8%,1.1%
"Hispanic or Latino, percent, 2012 (b)    ",1.2%,2.9%
"White alone, not Hispanic or Latino, percent, 2012    ",64.4%,57.6%
,,
"Living in same house 1 year & over, percent, 2007-2011    ",92.1%,85.2%
"Foreign born persons, percent, 2007-2011    ",0.2%,2.2%
"Language other than English spoken at home, percent age 5+, 2007-2011    ",1.3%,3.9%
"High school graduate or higher, percent of persons age 25+, 2007-2011    ",78.8%,80.3%
"Bachelor's degree or higher, percent of persons age 25+, 2007-2011    ",14.0%,19.7%
"Veterans, 2007-2011    ",646,"209,408"
"Mean travel time to work (minutes), workers age 16+, 2007-2011    ",21.5,23.9
,,
"Housing units, 2011    ","5,040","1,281,711"
"Homeownership rate, 2007-2011    ",83.8%,70.6%
"Housing units in multi-unit structures, percent, 2007-2011    ",2.6%,13.4%
"Median value of owner-occupied housing units, 2007-2011    ","$62,200","$99,200"
"Households, 2007-2011    ","3,958","1,085,062"
"Persons per household, 2007-2011    ",2.58,2.64
"Per capita money income in the past 12 months (2011 dollars), 2007-2011    ","$16,412","$20,521"
"Median household income, 2007-2011    ","$28,793","$38,718"
"Persons below poverty level, percent, 2007-2011    ",23.9%,21.6%
,,
Business QuickFacts,Carroll County,Mississippi
"Private nonfarm establishments, 2011    ",90,"58,592"
"Private nonfarm employment, 2011    ",481,"887,772"
"Private nonfarm employment, percent change, 2010-2011    ",-11.3%,0.6%
"Nonemployer establishments, 2011    ",664,"198,171"
,,
"Total number of firms, 2007    ",S,"225,977"
"Black-owned firms, percent, 2007    ",S,18.0%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",S,0.3%
"Asian-owned firms, percent, 2007    ",S,1.8%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",S,0.0%
"Hispanic-owned firms, percent, 2007    ",S,0.8%
"Women-owned firms, percent, 2007    ",S,26.9%
,,
"Manufacturers shipments, 2007 ($1000)    ",0,"59,869,456"
"Merchant wholesaler sales, 2007 ($1000)    ",D,"23,003,585"
"Retail sales, 2007 ($1000)    ","24,204","33,751,407"
"Retail sales per capita, 2007    ","$2,344","$11,552"
"Accommodation and food services sales, 2007 ($1000)    ",667,"7,045,097"
"Building permits, 2012    ",0,"6,039"
,,
Geography QuickFacts,Carroll County,Mississippi
"Land area in square miles, 2010    ",628.24,"46,923.27"
"Persons per square mile, 2010    ",16.9,63.2
FIPS Code    ,15,28
Metropolitan or Micropolitan Statistical Area    ,"Greenwood, MS Micro Area", 
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
