People QuickFacts,Clinton County,Indiana
"Population, 2013 estimate    ","32,916","6,570,902"
"Population, 2012 estimate    ","32,968","6,537,782"
"Population, 2010 (April 1) estimates base    ","33,224","6,483,797"
"Population, percent change, April 1, 2010 to July 1, 2013    ",-0.9%,1.3%
"Population, percent change, April 1, 2010 to July 1, 2012    ",-0.8%,0.8%
"Population, 2010    ","33,224","6,483,802"
"Persons under 5 years, percent, 2012    ",7.2%,6.5%
"Persons under 18 years, percent, 2012    ",26.4%,24.3%
"Persons 65 years and over, percent, 2012    ",15.0%,13.6%
"Female persons, percent, 2012    ",50.7%,50.8%
,,
"White alone, percent, 2012 (a)    ",98.0%,86.6%
"Black or African American alone, percent, 2012 (a)    ",0.6%,9.4%
"American Indian and Alaska Native alone, percent, 2012 (a)    ",0.4%,0.4%
"Asian alone, percent, 2012 (a)    ",0.3%,1.8%
"Native Hawaiian and Other Pacific Islander alone, percent, 2012 (a)    ",Z,0.1%
"Two or More Races, percent, 2012    ",0.8%,1.8%
"Hispanic or Latino, percent, 2012 (b)    ",14.1%,6.3%
"White alone, not Hispanic or Latino, percent, 2012    ",84.4%,81.0%
,,
"Living in same house 1 year & over, percent, 2008-2012    ",84.8%,84.7%
"Foreign born persons, percent, 2008-2012    ",7.0%,4.6%
"Language other than English spoken at home, pct age 5+, 2008-2012    ",12.7%,8.1%
"High school graduate or higher, percent of persons age 25+, 2008-2012    ",84.2%,87.0%
"Bachelor's degree or higher, percent of persons age 25+, 2008-2012    ",13.4%,23.0%
"Veterans, 2008-2012    ","2,270","468,648"
"Mean travel time to work (minutes), workers age 16+, 2008-2012    ",22.1,23.2
"Housing units, 2012    ","13,281","2,808,256"
"Homeownership rate, 2008-2012    ",72.0%,70.6%
"Housing units in multi-unit structures, percent, 2008-2012    ",12.9%,18.5%
"Median value of owner-occupied housing units, 2008-2012    ","$97,000","$123,400"
"Households, 2008-2012    ","11,689","2,478,846"
"Persons per household, 2008-2012    ",2.7800000000000002,2.54
"Per capita money income in past 12 months (2012 dollars), 2008-2012    ","$21,457","$24,558"
"Median household income, 2008-2012    ","$48,321","$48,374"
"Persons below poverty level, percent, 2008-2012    ",14.1%,14.7%
,,
Business QuickFacts,Clinton County,Indiana
"Private nonfarm establishments, 2011    ",593,"143,479"
"Private nonfarm employment, 2011    ","8,562","2,440,507"
"Private nonfarm employment, percent change, 2010-2011    ",-3.0%,1.7%
"Nonemployer establishments, 2011    ","1,623","386,889"
,,
"Total number of firms, 2007    ","2,280","482,847"
"Black-owned firms, percent, 2007    ",F,4.6%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.5%
"Asian-owned firms, percent, 2007    ",F,1.8%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.0%
"Hispanic-owned firms, percent, 2007    ",1.4%,1.8%
"Women-owned firms, percent, 2007    ",26.2%,26.8%
,,
"Manufacturers shipments, 2007 ($1000)    ","2,283,489","221,877,814"
"Merchant wholesaler sales, 2007 ($1000)    ",D,"67,634,947"
"Retail sales, 2007 ($1000)    ","223,595","78,745,589"
"Retail sales per capita, 2007    ","$6,579","$12,408"
"Accommodation and food services sales, 2007 ($1000)    ","25,067","11,669,759"
"Building permits, 2012    ",0,"13,781"
,,
Geography QuickFacts,Clinton County,Indiana
"Land area in square miles, 2010    ",405.07,"35,826.11"
"Persons per square mile, 2010    ",82,181
FIPS Code    ,23,18
Metropolitan or Micropolitan Statistical Area    ,"Frankfort, IN Micro Area", 
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
