People QuickFacts,Waldo County,Maine
"Population, 2013 estimate    ","38,940","1,328,302"
"Population, 2010 (April 1) estimates base    ","38,786","1,328,361"
"Population, percent change, April 1, 2010 to July 1, 2013    ",0.4%,Z
"Population, 2010    ","38,786","1,328,361"
"Persons under 5 years, percent, 2013    ",5.1%,4.9%
"Persons under 18 years, percent, 2013    ",20.0%,19.7%
"Persons 65 years and over, percent, 2013    ",18.6%,17.7%
"Female persons, percent, 2013    ",51.1%,51.0%
,,
"White alone, percent, 2013 (a)    ",97.0%,95.2%
"Black or African American alone, percent, 2013 (a)    ",0.5%,1.4%
"American Indian and Alaska Native alone, percent, 2013 (a)    ",0.5%,0.7%
"Asian alone, percent, 2013 (a)    ",0.5%,1.1%
"Native Hawaiian and Other Pacific Islander alone, percent, 2013 (a)    ",0.1%,Z
"Two or More Races, percent, 2013    ",1.4%,1.6%
"Hispanic or Latino, percent, 2013 (b)    ",1.1%,1.4%
"White alone, not Hispanic or Latino, percent, 2013    ",96.2%,94.0%
,,
"Living in same house 1 year & over, percent, 2009-2013    ",88.5%,86.4%
"Foreign born persons, percent, 2009-2013    ",2.0%,3.4%
"Language other than English spoken at home, pct age 5+, 2009-2013    ",3.0%,6.8%
"High school graduate or higher, percent of persons age 25+, 2009-2013    ",91.2%,91.1%
"Bachelor's degree or higher, percent of persons age 25+, 2009-2013    ",28.2%,27.9%
"Veterans, 2009-2013    ","4,219","126,842"
"Mean travel time to work (minutes), workers age 16+, 2009-2013    ",26.5,23.3
"Housing units, 2013    ","21,603","723,128"
"Homeownership rate, 2009-2013    ",78.5%,71.8%
"Housing units in multi-unit structures, percent, 2009-2013    ",9.5%,19.2%
"Median value of owner-occupied housing units, 2009-2013    ","$156,000","$174,500"
"Households, 2009-2013    ","16,448","553,823"
"Persons per household, 2009-2013    ",2.32,2.33
"Per capita money income in past 12 months (2013 dollars), 2009-2013    ","$22,853","$26,824"
"Median household income, 2009-2013    ","$42,221","$48,453"
"Persons below poverty level, percent, 2009-2013    ",16.4%,13.6%
,,
Business QuickFacts,Waldo County,Maine
"Private nonfarm establishments, 2012    ",957,"40,120"
"Private nonfarm employment, 2012    ","8,480","486,838"
"Private nonfarm employment, percent change, 2011-2012    ",1.0%,1.5%
"Nonemployer establishments, 2012    ","3,788","110,117"
,,
"Total number of firms, 2007    ","5,089","150,389"
"Black-owned firms, percent, 2007    ",F,0.5%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.5%
"Asian-owned firms, percent, 2007    ",F,0.7%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.0%
"Hispanic-owned firms, percent, 2007    ",F,0.7%
"Women-owned firms, percent, 2007    ",29.7%,25.6%
,,
"Manufacturers shipments, 2007 ($1000)    ","210,346","16,363,192"
"Merchant wholesaler sales, 2007 ($1000)    ","522,257","8,823,719"
"Retail sales, 2007 ($1000)    ","340,345","20,444,031"
"Retail sales per capita, 2007    ","$8,857","$15,520"
"Accommodation and food services sales, 2007 ($1000)    ","37,580","2,515,827"
"Building permits, 2012    ",67,"3,001"
,,
Geography QuickFacts,Waldo County,Maine
"Land area in square miles, 2010    ",729.92,"30,842.92"
"Persons per square mile, 2010    ",53.1,43.1
FIPS Code    ,27,23
Metropolitan or Micropolitan Statistical Area    ,None, 
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
