People QuickFacts,East Liverpool,Ohio
"Population, 2012 estimate    ","11,062","11,544,225"
"Population, 2010 (April 1) estimates base    ","11,226","11,536,502"
"Population, percent change, April 1, 2010 to July 1, 2012    ",-1.5%,0.1%
"Population, 2010    ","11,195","11,536,504"
"Persons under 5 years, percent, 2010    ",7.6%,6.2%
"Persons under 18 years, percent, 2010    ",25.4%,23.7%
"Persons 65 years and over, percent,  2010    ",14.6%,14.1%
"Female persons, percent, 2010    ",52.4%,51.2%
,,
"White alone, percent, 2010 (a)    ",91.7%,82.7%
"Black or African American alone, percent, 2010 (a)    ",4.6%,12.2%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",0.2%,0.2%
"Asian alone, percent, 2010 (a)    ",0.2%,1.7%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",Z,0.0%
"Two or More Races, percent, 2010    ",3.0%,2.1%
"Hispanic or Latino, percent, 2010 (b)    ",1.1%,3.1%
"White alone, not Hispanic or Latino, percent, 2010    ",91.1%,81.1%
,,
"Living in same house 1 year & over, percent, 2007-2011    ",80.5%,85.3%
"Foreign born persons, percent, 2007-2011    ",1.0%,3.9%
"Language other than English spoken at home, percent age 5+, 2007-2011    ",1.0%,6.5%
"High school graduate or higher, percent of persons age 25+, 2007-2011    ",78.7%,87.8%
"Bachelor's degree or higher, percent of persons age 25+, 2007-2011    ",5.1%,24.5%
"Veterans, 2007-2011    ",938,"914,971"
"Mean travel time to work (minutes), workers age 16+, 2007-2011    ",23.2,22.9
,,
"Housing units, 2010    ","5,316","5,127,508"
"Homeownership rate, 2007-2011    ",57.6%,68.7%
"Housing units in multi-unit structures, percent, 2007-2011    ",23.0%,22.9%
"Median value of owner-occupied housing units, 2007-2011    ","$54,000","$135,600"
"Households, 2007-2011    ","4,692","4,554,007"
"Persons per household, 2007-2011    ",2.37,2.46
"Per capita money income in the past 12 months (2011 dollars), 2007-2011    ","$15,917","$25,618"
"Median household income, 2007-2011    ","$27,472","$48,071"
"Persons below poverty level, percent, 2007-2011    ",30.7%,14.8%
,,
Business QuickFacts,East Liverpool,Ohio
"Total number of firms, 2007    ",385,"897,939"
"Black-owned firms, percent, 2007    ",F,5.8%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.3%
"Asian-owned firms, percent, 2007    ",F,2.0%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,S
"Hispanic-owned firms, percent, 2007    ",F,1.1%
"Women-owned firms, percent, 2007    ",35.6%,27.7%
,,
"Manufacturers shipments, 2007 ($1000)    ",,"295,890,890"
"Merchant wholesaler sales, 2007 ($1000)    ","6,031","135,575,279"
"Retail sales, 2007 ($1000)    ","88,463","138,816,008"
"Retail sales per capita, 2007    ","$7,308","$12,049"
"Accommodation and food services sales, 2007 ($1000)    ","10,897","17,779,905"
,,
Geography QuickFacts,East Liverpool,Ohio
"Land area in square miles, 2010    ",4.5600000000000005,"40,860.69"
"Persons per square mile, 2010    ","2,453.4",282.3
FIPS Code    ,23730,39
Counties    ,"Columbiana County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
