People QuickFacts,Henderson,North Carolina
"Population, 2013 estimate    ","15,345","9,848,060"
"Population, 2010 (April 1) estimates base    ","15,408","9,535,471"
"Population, percent change, April 1, 2010 to July 1, 2013    ",-0.4%,3.3%
"Population, 2010    ","15,368","9,535,483"
"Persons under 5 years, percent, 2010    ",7.5%,6.6%
"Persons under 18 years, percent, 2010    ",25.5%,23.9%
"Persons 65 years and over, percent,  2010    ",17.3%,12.9%
"Female persons, percent, 2010    ",55.6%,51.3%
,,
"White alone, percent, 2010 (a)    ",30.0%,68.5%
"Black or African American alone, percent, 2010 (a)    ",64.0%,21.5%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",0.3%,1.3%
"Asian alone, percent, 2010 (a)    ",0.8%,2.2%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",0.0%,0.1%
"Two or More Races, percent, 2010    ",1.4%,2.2%
"Hispanic or Latino, percent, 2010 (b)    ",6.4%,8.4%
"White alone, not Hispanic or Latino, percent, 2010    ",27.9%,65.3%
,,
"Living in same house 1 year & over, percent, 2009-2013    ",84.5%,84.7%
"Foreign born persons, percent, 2009-2013    ",6.5%,7.6%
"Language other than English spoken at home, pct age 5+, 2009-2013    ",8.2%,10.9%
"High school graduate or higher, percent of persons age 25+, 2009-2013    ",73.7%,84.9%
"Bachelor's degree or higher, percent of persons age 25+, 2009-2013    ",14.1%,27.3%
"Veterans, 2009-2013    ",980,"724,295"
"Mean travel time to work (minutes), workers age 16+, 2009-2013    ",18.1,23.6
"Housing units, 2010    ","7,101","4,327,528"
"Homeownership rate, 2009-2013    ",43.2%,66.4%
"Housing units in multi-unit structures, percent, 2009-2013    ",26.6%,17.2%
"Median value of owner-occupied housing units, 2009-2013    ","$116,800","$153,600"
"Households, 2009-2013    ","5,674","3,715,565"
"Persons per household, 2009-2013    ",2.63,2.5300000000000002
"Per capita money income in past 12 months (2013 dollars), 2009-2013    ","$16,188","$25,284"
"Median household income, 2009-2013    ","$26,149","$46,334"
"Persons below poverty level, percent, 2009-2013    ",35.5%,17.5%
,,
Business QuickFacts,Henderson,North Carolina
"Total number of firms, 2007    ","1,603","798,791"
"Black-owned firms, percent, 2007    ",28.3%,10.5%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,1.0%
"Asian-owned firms, percent, 2007    ",F,2.5%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",S,2.7%
"Women-owned firms, percent, 2007    ",22.8%,28.2%
,,
"Manufacturers shipments, 2007 ($1000)    ","224,900","205,867,299"
"Merchant wholesaler sales, 2007 ($1000)    ","331,447","88,795,885"
"Retail sales, 2007 ($1000)    ","499,941","114,578,173"
"Retail sales per capita, 2007    ","$31,700","$12,641"
"Accommodation and food services sales, 2007 ($1000)    ","47,463","16,126,939"
,,
Geography QuickFacts,Henderson,North Carolina
"Land area in square miles, 2010    ",8.51,"48,617.91"
"Persons per square mile, 2010    ","1,806.9",196.1
FIPS Code    ,30660,37
Counties    ,"Vance County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
