People QuickFacts,Juneau,Alaska
"Population, 2013 estimate    ","32,660","735,132"
"Population, 2010 (April 1) estimates base    ","31,275","710,231"
"Population, percent change, April 1, 2010 to July 1, 2013    ",4.4%,3.5%
"Population, 2010    ","31,275","710,231"
"Persons under 5 years, percent, 2010    ",6.3%,7.6%
"Persons under 18 years, percent, 2010    ",23.5%,26.4%
"Persons 65 years and over, percent,  2010    ",8.4%,7.7%
"Female persons, percent, 2010    ",49.0%,48.0%
,,
"White alone, percent, 2010 (a)    ",69.7%,66.7%
"Black or African American alone, percent, 2010 (a)    ",0.9%,3.3%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",11.8%,14.8%
"Asian alone, percent, 2010 (a)    ",6.1%,5.4%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",0.7%,1.0%
"Two or More Races, percent, 2010    ",9.5%,7.3%
"Hispanic or Latino, percent, 2010 (b)    ",5.1%,5.5%
"White alone, not Hispanic or Latino, percent, 2010    ",67.4%,64.1%
,,
"Living in same house 1 year & over, percent, 2009-2013    ",81.0%,80.3%
"Foreign born persons, percent, 2009-2013    ",6.5%,7.0%
"Language other than English spoken at home, pct age 5+, 2009-2013    ",9.9%,16.2%
"High school graduate or higher, percent of persons age 25+, 2009-2013    ",95.5%,91.6%
"Bachelor's degree or higher, percent of persons age 25+, 2009-2013    ",36.7%,27.5%
"Veterans, 2009-2013    ","2,739","71,004"
"Mean travel time to work (minutes), workers age 16+, 2009-2013    ",15.1,18.8
"Housing units, 2010    ","13,055","306,967"
"Homeownership rate, 2009-2013    ",64.5%,63.8%
"Housing units in multi-unit structures, percent, 2009-2013    ",32.2%,24.0%
"Median value of owner-occupied housing units, 2009-2013    ","$309,900","$241,800"
"Households, 2009-2013    ","12,099","251,899"
"Persons per household, 2009-2013    ",2.58,2.75
"Per capita money income in past 12 months (2013 dollars), 2009-2013    ","$37,558","$32,651"
"Median household income, 2009-2013    ","$81,490","$70,760"
"Persons below poverty level, percent, 2009-2013    ",6.2%,9.9%
,,
Business QuickFacts,Juneau,Alaska
"Total number of firms, 2007    ","3,500","68,728"
"Black-owned firms, percent, 2007    ",1.0%,1.5%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",5.2%,10.0%
"Asian-owned firms, percent, 2007    ",3.6%,3.1%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.3%
"Hispanic-owned firms, percent, 2007    ",S,S
"Women-owned firms, percent, 2007    ",26.5%,25.9%
,,
"Manufacturers shipments, 2007 ($1000)    ",0,"8,204,030"
"Merchant wholesaler sales, 2007 ($1000)    ",D,"4,563,605"
"Retail sales, 2007 ($1000)    ","465,334","9,303,387"
"Retail sales per capita, 2007    ","$15,235","$13,635"
"Accommodation and food services sales, 2007 ($1000)    ","86,874","1,851,293"
,,
Geography QuickFacts,Juneau,Alaska
"Land area in square miles, 2010    ","2,701.93","570,640.95"
"Persons per square mile, 2010    ",11.6,1.2
FIPS Code    ,36400,2
Counties    ,"Juneau City and Borough
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
