ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Carole,Peon,FRA,6,00:09:55,00:02:40,00:33:02,00:00:24,00:18:08,1,01:04:11
Tomoko,Sakimoto,JPN,4,00:10:02,00:02:41,00:32:56,00:00:27,00:18:21,2,01:04:30
Zurine,Rodriguez,ESP,7,00:09:55,00:02:40,00:33:03,00:00:26,00:18:30,3,01:04:37
Margit,Vanek,HUN,20,00:09:37,00:02:59,00:33:04,00:00:36,00:18:23,4,01:04:41
Agnieszka,Jerzyk,POL,12,00:10:26,00:02:43,00:32:55,00:00:24,00:18:13,5,01:04:44
Alexandra,Razarenova,RUS,21,00:10:12,00:02:48,00:33:07,00:00:30,00:18:02,6,01:04:44
Lisa,Perterer,AUT,24,00:10:14,00:02:43,00:33:08,00:00:29,00:18:09,7,01:04:45
Vicky,Holland,GBR,2,00:09:52,00:02:39,00:33:08,00:00:24,00:18:52,8,01:04:57
Carlyn,Fischer,RSA,36,00:10:18,00:02:41,00:33:06,00:00:26,00:18:31,9,01:05:05
Maria,Czesnik,POL,9,00:10:07,00:02:59,00:33:02,00:00:31,00:18:31,10,01:05:12
Mariko,Adachi,JPN,1,00:09:43,00:02:51,00:33:05,00:00:24,00:19:09,11,01:05:14
Line ,Jensen,DEN,15,00:09:40,00:02:47,00:33:14,00:00:29,00:19:13,12,01:05:24
Mariya,Shorets,RUS,22,00:10:11,00:02:47,00:33:08,00:00:29,00:18:53,13,01:05:31
Anahi,Leon,MEX,19,00:09:55,00:02:51,00:32:53,00:00:26,00:19:31,14,01:05:39
Claudia,Rivas,MEX,14,00:09:48,00:02:48,00:33:04,00:00:26,00:19:34,15,01:05:45
Elizabeth,Bravo,ECU,17,00:10:11,00:02:50,00:33:07,00:00:29,00:19:21,16,01:06:01
Vendula,Frintova,CZE,11,00:10:26,00:02:40,00:34:12,00:00:29,00:18:12,17,01:06:03
Chantell,Widney,CAN,29,00:10:42,00:02:47,00:33:50,00:00:26,00:18:16,18,01:06:04
Marina,Damlaimcourt,ESP,5,00:09:59,00:02:47,00:33:23,00:00:29,00:19:29,19,01:06:08
Ricarda,Lisk,GER,23,00:10:06,00:02:47,00:33:12,00:00:29,00:19:35,20,01:06:11
Pamella,Oliveira,BRA,18,00:09:32,00:03:04,00:33:01,00:00:31,00:20:09,21,01:06:20
Paulina,Kotfica,POL,25,00:10:26,00:02:44,00:32:59,00:00:30,00:19:43,22,01:06:24
