ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Ognjen,Stojanović,SRB,4,00:09:05,00:00:54,00:33:58,00:00:27,00:16:34,1,01:01:02
Kristof,Kiraly,HUN,2,00:09:16,00:00:56,00:33:44,00:00:31,00:16:36,2,01:01:05
Rasmus,Petræus,DEN,1,00:08:54,00:00:57,00:34:06,00:00:28,00:16:53,3,01:01:21
Oscar,Vicente,ESP,33,00:09:47,00:00:00,00:34:56,00:00:34,00:16:10,4,01:01:29
Joel,Vikner,SWE,57,00:08:50,00:00:53,00:34:17,00:00:27,00:17:17,5,01:01:46
Igor,Polyanskiy,RUS,6,00:08:46,00:00:53,00:34:19,00:00:31,00:17:33,6,01:02:05
Vyacheslav,Pimenov,RUS,30,00:08:53,00:00:00,00:35:05,00:00:34,00:17:38,7,01:02:10
Johan,Sandberg,SWE,52,00:09:04,00:00:00,00:34:57,00:00:34,00:17:37,8,01:02:13
Emilio,Aguayo,ESP,51,00:08:54,00:00:56,00:34:09,00:00:34,00:18:04,9,01:02:38
Anar,Nadzhafov,UKR,5,00:09:17,00:00:56,00:33:47,00:00:32,00:18:09,10,01:02:43
James,Gibon,GBR,27,00:08:46,00:00:53,00:34:21,00:00:28,00:18:18,11,01:02:46
Siarhei,Likhadziyeuski,BLR,40,00:10:02,00:00:57,00:34:35,00:00:28,00:16:44,12,01:02:47
David,Bill,SUI,32,00:10:39,00:00:57,00:33:58,00:00:31,00:16:46,13,01:02:53
Matej,Sporar,CRO,3,00:10:18,00:00:56,00:34:20,00:00:28,00:16:52,14,01:02:55
Albert,Moreno Molins,ESP,31,00:10:14,00:00:58,00:34:25,00:00:32,00:16:44,15,01:02:58
Janis,Arsts,LAT,44,00:09:16,00:00:57,00:33:47,00:00:31,00:18:28,16,01:03:01
Patrick,Rhyner,SUI,35,00:09:45,00:00:56,00:33:58,00:00:34,00:17:51,17,01:03:06
Mike,Thorén,SWE,36,00:08:39,00:00:54,00:34:27,00:00:31,00:18:34,18,01:03:09
Ivo,Maric,CRO,8,00:09:39,00:01:06,00:34:52,00:00:31,00:17:10,19,01:03:20
Matia,Milovan,CRO,9,00:09:38,00:00:00,00:35:07,00:00:28,00:18:26,20,01:03:42
Maxime ,Verstraete,BEL,10,00:09:50,00:00:57,00:33:55,00:00:31,00:18:34,21,01:03:51
Anton,Voronkov,RUS,25,00:08:52,00:00:56,00:34:12,00:00:37,00:19:22,22,01:04:02
Dario,Quintana,ESP,50,00:09:19,00:00:57,00:33:40,00:00:32,00:19:33,23,01:04:04
Romain,Humair,SUI,28,00:09:44,00:00:56,00:34:04,00:00:31,00:18:52,24,01:04:08
Adria,Escrich Garcia,ESP,18,00:10:27,00:00:57,00:34:13,00:00:34,00:18:00,25,01:04:13
Tom,Honig,SWE,29,00:09:19,00:00:54,00:34:33,00:00:28,00:19:02,26,01:04:19
Vincent,Hummel,AUT,14,00:09:51,00:00:56,00:34:48,00:00:36,00:18:21,27,01:04:33
Andreas,Helbo Beck,DEN,15,00:09:52,00:00:56,00:34:46,00:00:32,00:18:48,28,01:04:57
Oscar,Ojalvo,ESP,42,00:09:48,00:00:57,00:34:52,00:00:34,00:19:05,29,01:05:19
Juris,Bensons,LAT,43,00:10:20,00:00:56,00:34:23,00:00:34,00:19:19,30,01:05:34
Perttu,Paloniemi,FIN,47,00:09:56,00:01:00,00:34:42,00:00:34,00:19:36,31,01:05:50
Mathias,Hintze,FIN,21,00:09:58,00:00:57,00:34:43,00:00:34,00:19:55,32,01:06:10
Dom,Brook,GBR,38,00:09:22,00:01:00,00:34:24,00:00:34,00:20:51,33,01:06:12
Stefan,Mauser,AUT,0,00:09:50,00:00:54,00:34:46,00:00:34,00:20:07,34,01:06:14
Martin,Papista,CRO,23,00:09:50,00:01:03,00:34:43,00:00:34,00:20:10,35,01:06:23
Bence,Balogh,HUN,12,00:10:15,00:00:51,00:36:54,00:00:28,00:18:18,36,01:06:49
Bruno,Raso,ESP,48,00:09:05,00:00:00,00:36:31,00:00:28,00:20:59,37,01:07:07
Tadas,Batakis,LTU,0,00:10:15,00:01:00,00:36:40,00:00:37,00:18:41,38,01:07:16
Victor,Alvarez Lopez,ESP,41,00:09:28,00:01:03,00:37:30,00:00:31,00:19:12,39,01:07:46
Pau,Marzá Bedos,ESP,22,00:10:21,00:01:06,00:36:36,00:00:37,00:19:23,40,01:08:06
Emil,Stoynev,BUL,46,00:10:21,00:00:00,00:37:44,00:00:39,00:19:48,41,01:08:33
Justinas,Dunca,LTU,0,00:10:43,00:00:00,00:37:17,00:00:39,00:20:07,42,01:08:48
Mounir,Bejaqui Ramos,ESP,26,00:10:24,00:01:06,00:36:34,00:00:36,00:20:17,43,01:08:58
Victor,Gomez Garcia,ESP,58,00:10:18,00:01:06,00:36:38,00:00:36,00:21:06,44,01:09:45
Javier,Senent,ESP,56,00:09:47,00:01:08,00:37:04,00:00:36,00:21:17,45,01:09:53
Sergio,Bonilla Carabaño,ESP,53,00:10:22,00:01:00,00:36:45,00:00:39,00:21:23,46,01:10:13
Samuel,Gil Redondo,ESP,37,00:11:54,00:01:00,00:38:09,00:00:28,00:19:33,47,01:11:07
Victor,Cortina,ESP,39,00:10:19,00:01:10,00:41:00,00:00:48,00:20:48,48,01:14:06
Mario,Retuerta Garcia,ESP,55,00:09:58,00:01:08,00:41:50,00:00:39,00:21:20,49,01:14:56
