Larceny-theft,,,
,1997,1997,1997
Age Group,Total,Male,Female
,,,
12 and under,138.52460128431082,186.71783207104437,87.96375272077121
13-14,1835.5729398962812,2300.5711434592577,1346.7367023986492
15,2391.322669429398,3015.2924412201082,1731.7792130114292
16,2645.0422436302424,3375.6867193848702,1868.1023853778545
17,2529.7983683840416,3268.879250619675,1738.7394828196275
18,2339.413078827733,3084.2315338138073,1553.4359853512894
19,1809.5840817447845,2374.0599778066126,1220.2785111325168
20,1418.142424334908,1798.8605442007033,1019.6832501732965
21,1219.5663183749277,1525.913806981829,899.0559441919519
22,1067.895516863888,1316.7548620085026,808.4419300557552
23,959.9220965340048,1156.5818350322231,756.3062343560129
24,870.6361764140541,1066.0523697391498,669.8880151913589
25-29,790.9159791462623,990.6400385936523,588.3426270701593
30-34,738.7200795643305,955.9959987787507,520.0932961544586
35-39,625.7547388352058,835.9423004862844,416.96423896472794
40-44,456.2810720261668,631.5444094552424,284.7221412158322
45-49,285.6339978197668,400.4678286551829,174.7304907786488
50-54,168.0364009834807,225.66867947115648,112.968849385255
55-59,107.5501662253892,143.80791826894395,73.83098025208128
60-64,70.8815132900668,93.95459303466183,50.12313431511829
65 and over,31.00233821861262,45.950453478724924,20.666256238803996
